id,bert_sentence,t5_sentence,target,label
807,Hotspots' for aggression in licensed drinking venues.,Hotspots' for aggression in licensed drinking venues.,funny,1
494,The Mystery of the Missing Toes: Extreme Levels of Natural Mutilation in Island Lizard Populations,The Mystery of the Missing Toes: Extreme Levels of Natural Mutilation in Island Lizard Populations,funny,1
2909,The role of plantar cutaneous sensation in unperturbed stance,The role of plantar cutaneous sensation in unperturbed stance,not funny,0
1389,Determination of Favorite Components of Garbage by Dogs,Determination of Favorite Components of Garbage by Dogs,funny,1
2689,Ruxandra Sireteanu (19452008),Ruxandra Sireteanu (19452008),not funny,0
114,The Spermicidal Potency of Coca-Cola and Pepsi-Cola,The Spermicidal Potency of Coca-Cola and Pepsi-Cola,funny,1
2038,Alternation of Flex Cable Vibration Modes in High Precision Hard Disk Drives,Alternation of Flex Cable Vibration Modes in High Precision Hard Disk Drives,not funny,0
426,Let's get serious: communicating commitment in romantic relationships.,Let's get serious: communicating commitment in romantic relationships.,funny,1
3358,Attentional modulation of oscillatory activity in human visual cortex,Attentional modulation of oscillatory activity in human visual cortex,not funny,0
2519,Completeness of cancer registration: a new method for routine use,Completeness of cancer registration: a new method for routine use,not funny,0
3021,Motion-Driven Transparency and Opacity,Motion-Driven Transparency and Opacity,not funny,0
489,Randomized Controlled Trial of Music During Kangaroo Care on Maternal State Anxiety and Preterm Infants,Randomized Controlled Trial of Music During Kangaroo Care on Maternal State Anxiety and Preterm Infants,funny,1
2696,A functions localized neural network with branch gates,A functions localized neural network with branch gates,not funny,0
2926,Functional diversity of astrocytes in neural circuit regulation,Functional diversity of astrocytes in neural circuit regulation,not funny,0
2540,"Characterization of human hybrid cell line, F2N78, through a comparison of culture performances and protein qualities","Characterization of human hybrid cell line, F2N78, through a comparison of culture performances and protein qualities",not funny,0
503,The Bearded Airway.,The Bearded Airway.,funny,1
601,Identity Announcement in Mass Society: The T-shirt.,Identity Announcement in Mass Society: The T-shirt.,funny,1
1294,Kangaroo Care Modifies Preterm Infant Heart Rate Variability in Response to Heel Stick Pain: Pilot Study,Kangaroo Care Modifies Preterm Infant Heart Rate Variability in Response to Heel Stick Pain: Pilot Study,funny,1
399,Mediterranean Diet and Cancer Risk,Mediterranean Diet and Cancer Risk,funny,1
1014,Randomised controlled trial of whether erotic material is required for semen collection: impact of informed consent on outcome.,Randomised controlled trial of whether erotic material is required for semen collection: impact of informed consent on outcome.,funny,1
3171,Learning alternative movement coordination patterns using reinforcement feedback,Learning alternative movement coordination patterns using reinforcement feedback,not funny,0
2967,Putting Humpty together and pulling him apart: Accessing and unbinding the hippocampal item-context engram,Putting Humpty together and pulling him apart: Accessing and unbinding the hippocampal item-context engram,not funny,0
2295,Blood pressure in low birth weight infants after dexamethasone,Blood pressure in low birth weight infants after dexamethasone,not funny,0
15,Why Do Old Men Have Big Ears?,Why Do Old Men Have Big Ears?,funny,1
784,Scratch and Sniff: The Dynamic Duo.,Scratch and Sniff: The Dynamic Duo.,funny,1
2879,"Attention and Temporal Expectations Modulate Power, Not Phase, of Ongoing Alpha Oscillations","Attention and Temporal Expectations Modulate Power, Not Phase, of Ongoing Alpha Oscillations",not funny,0
3106,Rescue of IL-1β-induced reduction of human neurogenesis by omega-3 fatty acids and antidepressants,Rescue of IL-1β-induced reduction of human neurogenesis by omega-3 fatty acids and antidepressants,not funny,0
2628,"Comment on: Predictors of wound dehiscence and its impact on mortality after abdominoperineal resection: data from the National Surgical Quality Improvement Program. Rencuzogullari A, Gorgun E, Binboga S, Ozuner G, Kessler H, Abbas MA","Comment on: Predictors of wound dehiscence and its impact on mortality after abdominoperineal resection: data from the National Surgical Quality Improvement Program. Rencuzogullari A, Gorgun E, Binboga S, Ozuner G, Kessler H, Abbas MA",not funny,0
2466,Focus on spinal fractures in the elderly,Focus on spinal fractures in the elderly,not funny,0
1814,Isolation and characterization of the fragrant cyclamen O-methyltransferase involved in flower coloration,Isolation and characterization of the fragrant cyclamen O-methyltransferase involved in flower coloration,not funny,0
1066,Voodoo dentistry.,Voodoo dentistry.,funny,1
779,Daydreaming Thought Blocking and Strudels in the Taskless Resting Human Brain's Magnetic Fields,Daydreaming Thought Blocking and Strudels in the Taskless Resting Human Brain's Magnetic Fields,funny,1
327,Hopping locomotion at different gravity: metabolism and mechanics in humans.,Hopping locomotion at different gravity: metabolism and mechanics in humans.,funny,1
1368,Oscillations of Heart Rate and Respiration Synchronize During Poetry Recitation.,Oscillations of Heart Rate and Respiration Synchronize During Poetry Recitation.,funny,1
2572,Dermafascial Fixation Suture: A Technique for a More Durable Projection with Short-Scar (Vertical) Reduction Mammaplasty,Dermafascial Fixation Suture: A Technique for a More Durable Projection with Short-Scar (Vertical) Reduction Mammaplasty,not funny,0
746,"Water Quality Improvement after Shifting of Idol Immersion Site: A case study of Upper Lake, Bhopal, India","Water Quality Improvement after Shifting of Idol Immersion Site: A case study of Upper Lake, Bhopal, India",funny,1
3235,Mechanisms and Applications of Theta-burst rTMS on the Human Motor Cortex,Mechanisms and Applications of Theta-burst rTMS on the Human Motor Cortex,not funny,0
2700,Fronto-parietal coupling of brain rhythms in mild cognitive impairment: A multicentric EEG study,Fronto-parietal coupling of brain rhythms in mild cognitive impairment: A multicentric EEG study,not funny,0
412,Effect of Self-Reported Sexual Arousal on Responses to Sex-Related and Non-Sex-Related Disgust Cues,Effect of Self-Reported Sexual Arousal on Responses to Sex-Related and Non-Sex-Related Disgust Cues,funny,1
2711,Measurement of OEF and absolute CMRO: MRI-based methods using interleaved and combined hypercapnia and hyperoxia,Measurement of OEF and absolute CMRO: MRI-based methods using interleaved and combined hypercapnia and hyperoxia,not funny,0
1121,Gagging during Impression Making: Techniques for Reduction,Gagging during Impression Making: Techniques for Reduction,funny,1
978,Convective Heat Transfer From a Nude Body Under Calm Conditions: Assessment of the Effects of Walking With a Thermal Manikin,Convective Heat Transfer From a Nude Body Under Calm Conditions: Assessment of the Effects of Walking With a Thermal Manikin,funny,1
1149,Wolfgang Amadeus Mozart - Controversies Regarding His Illnesses and Death: A Bibliographic Review,Wolfgang Amadeus Mozart - Controversies Regarding His Illnesses and Death: A Bibliographic Review,funny,1
3227,A detailed anatomical and mathematical model of the hippocampal formation for the generation of sharp-wave ripples and theta-nested gamma oscillations,A detailed anatomical and mathematical model of the hippocampal formation for the generation of sharp-wave ripples and theta-nested gamma oscillations,not funny,0
848,A Face Only an Investor Could Love: CEOs,A Face Only an Investor Could Love: CEOs,funny,1
3103,Neurobiological Evidence for Abstract Phonological Representations in the Mental Lexicon during Speech Recognition,Neurobiological Evidence for Abstract Phonological Representations in the Mental Lexicon during Speech Recognition,not funny,0
3122,Effects of sertoli cell-conditioned medium on ventral midbrain neural stem cells: A preliminary report,Effects of sertoli cell-conditioned medium on ventral midbrain neural stem cells: A preliminary report,not funny,0
458,The Exploding Toilet and Other Emergency Room Folklore,The Exploding Toilet and Other Emergency Room Folklore,funny,1
2374,Controversial issues of optimal surgical timing and patient selection in the treatment planning of otosclerosis,Controversial issues of optimal surgical timing and patient selection in the treatment planning of otosclerosis,not funny,0
428,Long-term trends in human eye blink rate,Long-term trends in human eye blink rate,funny,1
3279,"Attention, automaticity, and awareness in synesthesia.","Attention, automaticity, and awareness in synesthesia.",not funny,0
1078,Characterization of hangover following intravenous alcohol exposure in social drinkers: methodological and clinical implications.,Characterization of hangover following intravenous alcohol exposure in social drinkers: methodological and clinical implications.,funny,1
3040,Knowledge Based Solution Strategies in Medical Reasoning,Knowledge Based Solution Strategies in Medical Reasoning,not funny,0
347,Cross-fostering in gray wolves (Canis lupus lupus).,Cross-fostering in gray wolves (Canis lupus lupus).,funny,1
747,Dental Esthetics and the Golden Proportion.,Dental Esthetics and the Golden Proportion.,funny,1
2623,Increased incidence of cytomegalovirus disease after autologous CD34-selected peripheral blood stem cell transplantation.,Increased incidence of cytomegalovirus disease after autologous CD34-selected peripheral blood stem cell transplantation.,not funny,0
862,Didgeridoo Playing as Alternative Treatmentfor Obstructive Sleep Apnoea Syndrome: Randomised Controlled Trial,Didgeridoo Playing as Alternative Treatmentfor Obstructive Sleep Apnoea Syndrome: Randomised Controlled Trial,funny,1
3159,Improved Perceptual Learning by Control of Extracellular GABA Concentration by Astrocytic Gap Junctions,Improved Perceptual Learning by Control of Extracellular GABA Concentration by Astrocytic Gap Junctions,not funny,0
3395,Regional variability of aquatic pattern in braided reaches (example of the French Rh�ne basin),Regional variability of aquatic pattern in braided reaches (example of the French Rh�ne basin),not funny,0
1761,Comparison of methodologies for field measurement of net nitrogen mineralisation in arable soils,Comparison of methodologies for field measurement of net nitrogen mineralisation in arable soils,not funny,0
2955,Apolipoprotein E in Guamanian amyotrophic lateral sclerosis/ parkinsonism-dementia complex: genotype analysis and relationships to neuropathological changes,Apolipoprotein E in Guamanian amyotrophic lateral sclerosis/ parkinsonism-dementia complex: genotype analysis and relationships to neuropathological changes,not funny,0
142,Honey Bee Sting Pain Index by Body Location,Honey Bee Sting Pain Index by Body Location,funny,1
3050,"Semantic, lexical, and phonological influences on the production of verb inflections in agrammatic aphasia","Semantic, lexical, and phonological influences on the production of verb inflections in agrammatic aphasia",not funny,0
863,Territorial Spacing on a Beach.,Territorial Spacing on a Beach.,funny,1
928,"The ""drinking-buddy"" scale as a measure of para-social behavior.","The ""drinking-buddy"" scale as a measure of para-social behavior.",funny,1
1079,"Female morphology, web design, and the potential for multiple mating in Nephila clavipes: do fat bottomed girls make the spider world go round?","Female morphology, web design, and the potential for multiple mating in Nephila clavipes: do fat bottomed girls make the spider world go round?",funny,1
2403,Synovial Sarcoma in the Foot of a 5-Year-Old Child,Synovial Sarcoma in the Foot of a 5-Year-Old Child,not funny,0
2375,High-resolution mass spectrometry will dramatically change our drug-discovery bioanalysis procedures.,High-resolution mass spectrometry will dramatically change our drug-discovery bioanalysis procedures.,not funny,0
1733,Multiple domestications of the Mesoamerican gene pool of lima bean (Phaseolus lunatus L.): evidence from chloroplast DNA sequences,Multiple domestications of the Mesoamerican gene pool of lima bean (Phaseolus lunatus L.): evidence from chloroplast DNA sequences,not funny,0
508,Neurobehavioral performance in human volunteers during inhalation exposure to the unpleasant local irritant cyclohexylamine.,Neurobehavioral performance in human volunteers during inhalation exposure to the unpleasant local irritant cyclohexylamine.,funny,1
956,Why is the driver rarely motion sick? The role of controllability in motion sickness.,Why is the driver rarely motion sick? The role of controllability in motion sickness.,funny,1
2528,Variation in Temporal Measures of Swallowing: Sex and Volume Effects,Variation in Temporal Measures of Swallowing: Sex and Volume Effects,not funny,0
2227,Comprehensive Assessment of Coronary Artery Disease in Sports-Related Sudden Cardiac Arrest.,Comprehensive Assessment of Coronary Artery Disease in Sports-Related Sudden Cardiac Arrest.,not funny,0
2837,Propranolol Degrades Memory Reconsolidation in Conditions of Single and Multiple Combinations of Tones with Pain,Propranolol Degrades Memory Reconsolidation in Conditions of Single and Multiple Combinations of Tones with Pain,not funny,0
1162,The Weighted Airman Promotion System. Standardizing Test Scores.,The Weighted Airman Promotion System. Standardizing Test Scores.,funny,1
2782,"Worry, Anhedonic Depression, and Emotional Styles","Worry, Anhedonic Depression, and Emotional Styles",not funny,0
176,Alteration of the platelet serotonin transporter in romantic love,Alteration of the platelet serotonin transporter in romantic love,funny,1
122,Beetles on the Bottle: Male Buprestids Mistake Stubbiesfor Females (Coleoptera),Beetles on the Bottle: Male Buprestids Mistake Stubbiesfor Females (Coleoptera),funny,1
1621,The Psychotic Patient as Security Guard.,The Psychotic Patient as Security Guard.,funny,1
3189,Parameters of Components N2 and P3 of the Auditory Cognitive Evoked Potentials in Musicians and Non-musicians,Parameters of Components N2 and P3 of the Auditory Cognitive Evoked Potentials in Musicians and Non-musicians,not funny,0
2944,Temporal binding within and across events,Temporal binding within and across events,not funny,0
1526,An Assessment of Human Performance in Stabbing.,An Assessment of Human Performance in Stabbing.,funny,1
1885,Electrophysiological and Behavioral Responses of a Cuban Population of the Sweet Potato Weevil to its Sex Pheromone,Electrophysiological and Behavioral Responses of a Cuban Population of the Sweet Potato Weevil to its Sex Pheromone,not funny,0
567,The Air-Conditioning Capacity of the Human Nose.,The Air-Conditioning Capacity of the Human Nose.,funny,1
559,Nest sanitation through defecation: antifungal properties of wood cockroach feces.,Nest sanitation through defecation: antifungal properties of wood cockroach feces.,funny,1
207,Prolonged chewing at lunch decreases later snack intake.,Prolonged chewing at lunch decreases later snack intake.,funny,1
1311,Mother-offspring recognition in the domestic cat: Kittens recognize their own mother's call.,Mother-offspring recognition in the domestic cat: Kittens recognize their own mother's call.,funny,1
2477,An unusual clinical presentation of ocular trauma in a child,An unusual clinical presentation of ocular trauma in a child,not funny,0
1249,From urethra with shove: Bladder foreign bodies. A case report and review,From urethra with shove: Bladder foreign bodies. A case report and review,funny,1
227,"New Functions and Applications of Walter, the Sweating Fabric Manikin","New Functions and Applications of Walter, the Sweating Fabric Manikin",funny,1
1431,Let me tell you about bedpans,Let me tell you about bedpans,funny,1
171,"If You Drop It, Should You Eat It? Scientists Weigh In on the 5-Second Rule","If You Drop It, Should You Eat It? Scientists Weigh In on the 5-Second Rule",funny,1
1033,Jesus at School,Jesus at School,funny,1
3008,Visualization of peripheral nerve degeneration and regeneration: Monitoring with diffusion tensor tractography,Visualization of peripheral nerve degeneration and regeneration: Monitoring with diffusion tensor tractography,not funny,0
1795,"Comparative oogenesis in cardinal fishes (Apogonidae, Perciformes), with special focus on the adaptive structures of the egg envelopes","Comparative oogenesis in cardinal fishes (Apogonidae, Perciformes), with special focus on the adaptive structures of the egg envelopes",not funny,0
270,The Psychobiology of the Near Miss in Fruit Machine Gambling.,The Psychobiology of the Near Miss in Fruit Machine Gambling.,funny,1
2916,Calcineurin Regulates M Channel Modal Gating in Sympathetic Neurons,Calcineurin Regulates M Channel Modal Gating in Sympathetic Neurons,not funny,0
2366,Split chimerism after allogeneic bone marrow transplantation in ChediakHigashi syndrome,Split chimerism after allogeneic bone marrow transplantation in ChediakHigashi syndrome,not funny,0
1365,Beauty Queens and Battling Knights: Risk Taking and Attractiveness in Chess,Beauty Queens and Battling Knights: Risk Taking and Attractiveness in Chess,funny,1
851,When baby's mother is also grandma-and sister,When baby's mother is also grandma-and sister,funny,1
3286,Expression of NMDA receptor-dependent LTP in the hippocampus: bridging the divide,Expression of NMDA receptor-dependent LTP in the hippocampus: bridging the divide,not funny,0
136,The Path of a Fly Collector,The Path of a Fly Collector,funny,1
795,Tinder Lies,Tinder Lies,funny,1
65,Fetal Load and the Evolution of Lumbar Lordosis in Bipedal Hominins,Fetal Load and the Evolution of Lumbar Lordosis in Bipedal Hominins,funny,1
2105,End-to-end performance of dual-hop semi-blind relaying systems with partial relay selection,End-to-end performance of dual-hop semi-blind relaying systems with partial relay selection,not funny,0
2479,Optimizing of thienopyridine therapy by multiple electrode platelet aggregometry in clopidogrel low responders undergoing PCI,Optimizing of thienopyridine therapy by multiple electrode platelet aggregometry in clopidogrel low responders undergoing PCI,not funny,0
850,Parachute Use to Prevent Death and Major Trauma Related to Gravitational Challenge: Systematic Review of Randomised Controlled Trials,Parachute Use to Prevent Death and Major Trauma Related to Gravitational Challenge: Systematic Review of Randomised Controlled Trials,funny,1
300,Distinction Between Heating Rate and Total Heat Absorption in the Microwave-Exposed Mouse.,Distinction Between Heating Rate and Total Heat Absorption in the Microwave-Exposed Mouse.,funny,1
821,The Splenic Snood: An Improved Approach for the Management of the Wandering Spleen,The Splenic Snood: An Improved Approach for the Management of the Wandering Spleen,funny,1
887,The odors of the human vagina.,The odors of the human vagina.,funny,1
1204,The Effect of Background Music in Shark Documentaries on Viewers' Perceptions of Sharks,The Effect of Background Music in Shark Documentaries on Viewers' Perceptions of Sharks,funny,1
759,Saliva from cheese bite yields DNA profile of burglar: a case report.,Saliva from cheese bite yields DNA profile of burglar: a case report.,funny,1
1757,Flower and seed production in a series of flowerings from sporadic events before to after mass flowering of the dwarf bamboo Sasa veitchii var. hirsuta,Flower and seed production in a series of flowerings from sporadic events before to after mass flowering of the dwarf bamboo Sasa veitchii var. hirsuta,not funny,0
3352,Hyperkinetic disorders and loss of synaptic downscaling,Hyperkinetic disorders and loss of synaptic downscaling,not funny,0
415,Panti-Girdle Syndrome,Panti-Girdle Syndrome,funny,1
1044,Friends don't let friends eat cookies: Effects of restrictive eating norms on consumption among friends,Friends don't let friends eat cookies: Effects of restrictive eating norms on consumption among friends,funny,1
1038,Did the Ichthyosaurs Explode? A Forensic-medical Contribution to the Taphonomy of Ichthyosaurs,Did the Ichthyosaurs Explode? A Forensic-medical Contribution to the Taphonomy of Ichthyosaurs,funny,1
3407,Tetraploid wheat crossability with rye (Secale),Tetraploid wheat crossability with rye (Secale),not funny,0
744,On Drying of Laundry.,On Drying of Laundry.,funny,1
477,On the Problem of Oscillatory Walk of Automatic Washing Machines.,On the Problem of Oscillatory Walk of Automatic Washing Machines.,funny,1
966,Necessary and Sufficient Conditions for Bang-Bang Control,Necessary and Sufficient Conditions for Bang-Bang Control,funny,1
1762,"Landscape Distribution of Microbial Activity in the McMurdo Dry Valleys: Linked Biotic Processes, Hydrology, and Geochemistry in a Cold Desert Ecosystem","Landscape Distribution of Microbial Activity in the McMurdo Dry Valleys: Linked Biotic Processes, Hydrology, and Geochemistry in a Cold Desert Ecosystem",not funny,0
1304,Get me out of this slump! Visual illusions improve sports performance.,Get me out of this slump! Visual illusions improve sports performance.,funny,1
1301,Sexy Faces in a Male Paper Wasp,Sexy Faces in a Male Paper Wasp,funny,1
763,Role of Magical Thinking in Obsessive-Compulsive Symptoms in an Undergraduate Sample,Role of Magical Thinking in Obsessive-Compulsive Symptoms in an Undergraduate Sample,funny,1
1694,Why is intelligence correlated with semen quality? Biochemical pathways common to sperm and neuron function and their vulnerability to pleiotropic mutations,Why is intelligence correlated with semen quality? Biochemical pathways common to sperm and neuron function and their vulnerability to pleiotropic mutations,funny,1
1644,Correlation of Ear Length with Age in Japan,Correlation of Ear Length with Age in Japan,funny,1
1291,The Circumcision of Jesus Christ.,The Circumcision of Jesus Christ.,funny,1
272,Effect of housing rats within a pyramid on stress parameters.,Effect of housing rats within a pyramid on stress parameters.,funny,1
1380,"Multi-Resolution Analysis of Divine Sound ""OM"" Using Discrete Wavelet Transform.","Multi-Resolution Analysis of Divine Sound ""OM"" Using Discrete Wavelet Transform.",funny,1
370,The Mechanics of Large Bubbles Rising Through Liquids and Through Liquids in Tubes.,The Mechanics of Large Bubbles Rising Through Liquids and Through Liquids in Tubes.,funny,1
2233,Using Economic Evaluations to Make Formulary Coverage Decisions,Using Economic Evaluations to Make Formulary Coverage Decisions,not funny,0
2668,Defoliation Affects Chemical Defenses in All Plant Parts of Rye Seedlings,Defoliation Affects Chemical Defenses in All Plant Parts of Rye Seedlings,not funny,0
1917,Genotyping-by-sequencing reveals the origin of the Tunisian relatives of cultivated carrot (Daucus carota),Genotyping-by-sequencing reveals the origin of the Tunisian relatives of cultivated carrot (Daucus carota),not funny,0
721,Deathly drool: evolutionary and ecological basis of septic bacteria in Komodo dragon mouths.,Deathly drool: evolutionary and ecological basis of septic bacteria in Komodo dragon mouths.,funny,1
3206,Human reconsolidation does not always occur when a memory is retrieved: The relevance of the reminder structure,Human reconsolidation does not always occur when a memory is retrieved: The relevance of the reminder structure,not funny,0
1768,"Two new species of the Aenictus wroughtonii species group (Hymenoptera, Formicidae, Dorylinae) from Thailand","Two new species of the Aenictus wroughtonii species group (Hymenoptera, Formicidae, Dorylinae) from Thailand",not funny,0
673,Hairy elbows - A case study.,Hairy elbows - A case study.,funny,1
1115,Controlled variables: psychology as the center fielder views it,Controlled variables: psychology as the center fielder views it,funny,1
656,Effects of the Handle Diameter and Tip Angle of Chopsticks on the Food-serving Performance of Male Subjects,Effects of the Handle Diameter and Tip Angle of Chopsticks on the Food-serving Performance of Male Subjects,funny,1
1319,Utilisation of a Sperm Quality Analyser to Evaluate Sperm Quantity and Quality of Turkey Breeders,Utilisation of a Sperm Quality Analyser to Evaluate Sperm Quantity and Quality of Turkey Breeders,funny,1
2863,Don't forget about levels of explanation,Don't forget about levels of explanation,not funny,0
2715,Distribution of dipeptide repeat proteins in cellular models and C9orf72 mutation cases suggests link to transcriptional silencing,Distribution of dipeptide repeat proteins in cellular models and C9orf72 mutation cases suggests link to transcriptional silencing,not funny,0
2165,Anatomic variations in the left gastric vein and their clinical significance during laparoscopic gastrectomy,Anatomic variations in the left gastric vein and their clinical significance during laparoscopic gastrectomy,not funny,0
3330,Getting neural circuits into shape with semaphorins,Getting neural circuits into shape with semaphorins,not funny,0
2786,Action observation training modifies brain gray matter structure in healthy adult individuals,Action observation training modifies brain gray matter structure in healthy adult individuals,not funny,0
110,"Harassing, Annoying, and ""Bad Guy"" Identifying Chemicals","Harassing, Annoying, and ""Bad Guy"" Identifying Chemicals",funny,1
999,Can People Distinguish Pate From Dog Food?,Can People Distinguish Pate From Dog Food?,funny,1
230,I'm Waiting for the Band: Protraction and Provocation at Rock Concerts.,I'm Waiting for the Band: Protraction and Provocation at Rock Concerts.,funny,1
3252,Screening for anxiety and depression in early adolescence.,Screening for anxiety and depression in early adolescence.,not funny,0
701,Smelly feet are not always a bad thing: the relationship between cyprid footprint protein and the barnacle settlement pheromone.,Smelly feet are not always a bad thing: the relationship between cyprid footprint protein and the barnacle settlement pheromone.,funny,1
1477,Tanner Stage 4 Breast Development in Adults: Forensic Implications,Tanner Stage 4 Breast Development in Adults: Forensic Implications,funny,1
1588,"Unpopular, overweight, and socially inept: reconsidering the stereotype of online gamers.","Unpopular, overweight, and socially inept: reconsidering the stereotype of online gamers.",funny,1
3090,Stereopsis and binocular rivalry are based on perceived rather than physical orientations,Stereopsis and binocular rivalry are based on perceived rather than physical orientations,not funny,0
2473,Learning curves for endobronchial ultrasound using cusum analysis.,Learning curves for endobronchial ultrasound using cusum analysis.,not funny,0
3321,Neurochemical modulation of repetition suppression and novelty signals in the human brain,Neurochemical modulation of repetition suppression and novelty signals in the human brain,not funny,0
2632,Functional gallbladder and sphincter of oddi disorders.,Functional gallbladder and sphincter of oddi disorders.,not funny,0
3023,Two P300 generators in the hippocampal formation.,Two P300 generators in the hippocampal formation.,not funny,0
2474,Quantitative chimerism: an independent acute leukemia prognosis indicator following allogeneic hematopoietic SCT,Quantitative chimerism: an independent acute leukemia prognosis indicator following allogeneic hematopoietic SCT,not funny,0
1300,Apparent Inadequacy of Tail-loss Figures as Estimates of Predation upon Lizards,Apparent Inadequacy of Tail-loss Figures as Estimates of Predation upon Lizards,funny,1
714,Digit Ratio (2D:4D) in Homosexual and Heterosexual Men from Austria,Digit Ratio (2D:4D) in Homosexual and Heterosexual Men from Austria,funny,1
315,"Imaginary figures of early childhood: santa claus, easter bunny, and the tooth fairy","Imaginary figures of early childhood: santa claus, easter bunny, and the tooth fairy",funny,1
120,Acute management of the zipper-entrapped penis.,Acute management of the zipper-entrapped penis.,funny,1
1397,Attempted Suicide or Hitting the Nail on the Head: Case Report.,Attempted Suicide or Hitting the Nail on the Head: Case Report.,funny,1
2701,Retrograde and anterograde transport of HIV protein gp120 in the nervous system,Retrograde and anterograde transport of HIV protein gp120 in the nervous system,not funny,0
2673,Rhesus monkey brain development during late infancy and the effect of phencyclidine: A longitudinal MRI and DTI study,Rhesus monkey brain development during late infancy and the effect of phencyclidine: A longitudinal MRI and DTI study,not funny,0
3384,Frontal connections and cognitive changes in normal aging rhesus monkeys: A DTI study,Frontal connections and cognitive changes in normal aging rhesus monkeys: A DTI study,not funny,0
3240,The relevance effect and conditionals,The relevance effect and conditionals,not funny,0
1937,Open-Switch Fault Detection Method of a Back-to-Back Converter Using NPC Topology for Wind Turbine Systems,Open-Switch Fault Detection Method of a Back-to-Back Converter Using NPC Topology for Wind Turbine Systems,not funny,0
1337,Honesty when lighting votive candles in church: an informal look.,Honesty when lighting votive candles in church: an informal look.,funny,1
1703,Thermal Asymmetry of the Human Scrotum,Thermal Asymmetry of the Human Scrotum,funny,1
1764,Effects of mulching withAzadirachta indica andAlbizia lebbeck leaves on the yield of sorghum under semi-aird conditions in Burkina Faso,Effects of mulching withAzadirachta indica andAlbizia lebbeck leaves on the yield of sorghum under semi-aird conditions in Burkina Faso,not funny,0
1491,An In-Depth Analysis of a Piece of Shit: Distribution of Schistosoma mansoni and Hookworm Eggs in Human Stool,An In-Depth Analysis of a Piece of Shit: Distribution of Schistosoma mansoni and Hookworm Eggs in Human Stool,funny,1
2813,Memory and Addiction Shared Neural Circuitry and Molecular Mechanisms,Memory and Addiction Shared Neural Circuitry and Molecular Mechanisms,not funny,0
2175,"Immunophenotypic, Cytogenetic and Clinical Features in Chinese Adult Acute Lymphoblastic Leukaemia (ALL) Patients.","Immunophenotypic, Cytogenetic and Clinical Features in Chinese Adult Acute Lymphoblastic Leukaemia (ALL) Patients.",not funny,0
911,Pirational Choice: The economics of Infamous Pirate Practices.,Pirational Choice: The economics of Infamous Pirate Practices.,funny,1
943,Was Saint Paul struck blind and converted by lightning?,Was Saint Paul struck blind and converted by lightning?,funny,1
3077,Triggering of balance corrections and compensatory strategies in a patient with total leg proprioceptive loss,Triggering of balance corrections and compensatory strategies in a patient with total leg proprioceptive loss,not funny,0
1099,Breakdancing: a new risk factor for scarring hair loss,Breakdancing: a new risk factor for scarring hair loss,funny,1
1502,"Psychology and ""the Babe""","Psychology and ""the Babe""",funny,1
832,London and Edinburgh Vacuum Tunnel Company Capital 90 000 Sterling.,London and Edinburgh Vacuum Tunnel Company Capital 90 000 Sterling.,funny,1
3133,Dopaminergic modulation of impulsive decision making in the rat insular cortex,Dopaminergic modulation of impulsive decision making in the rat insular cortex,not funny,0
216,How (Not) to Communicate New Scientific Information: A Memoir of the Famous Brindley Lecture.,How (Not) to Communicate New Scientific Information: A Memoir of the Famous Brindley Lecture.,funny,1
393,Quantification of the Shape of Handwritten Characters: A Step to Objective Discrimination Between Writers Based on the Study of the Capital Character O.,Quantification of the Shape of Handwritten Characters: A Step to Objective Discrimination Between Writers Based on the Study of the Capital Character O.,funny,1
28,Dung Beetles Use the Milky Way for Orientation,Dung Beetles Use the Milky Way for Orientation,funny,1
753,"Secret Life: Firsthand, Documented Accounts of UFO Abductions","Secret Life: Firsthand, Documented Accounts of UFO Abductions",funny,1
479,The way of the samurai snail.,The way of the samurai snail.,funny,1
2290,"Electrogastrography prior to and following total gastrectomy, subtotal gastrectomy, and gastric tube formation","Electrogastrography prior to and following total gastrectomy, subtotal gastrectomy, and gastric tube formation",not funny,0
1726,Measuring the cost of reproduction,Measuring the cost of reproduction,not funny,0
910,Information Concentration Along the Boundary Contours of Naturally Shaped Solid Objects.,Information Concentration Along the Boundary Contours of Naturally Shaped Solid Objects.,funny,1
3002,Geometric analysis of soft thresholds in action potential initiation and the consequences for understanding phase response curves and model tuning,Geometric analysis of soft thresholds in action potential initiation and the consequences for understanding phase response curves and model tuning,not funny,0
620,Energy Expenditure during Sexual Activity in Young Healthy Couples,Energy Expenditure during Sexual Activity in Young Healthy Couples,funny,1
3174,Understanding the benefits of musical training: effects on oscillatory brain activity.,Understanding the benefits of musical training: effects on oscillatory brain activity.,not funny,0
2079,Robust Recovery of Signals From a Structured Union of Subspaces,Robust Recovery of Signals From a Structured Union of Subspaces,not funny,0
2658,Long-term follow-up after coronary stenting with the sirolimus-eluting stent in clinical practice: results from the prospective multi-center German Cypher Stent Registry,Long-term follow-up after coronary stenting with the sirolimus-eluting stent in clinical practice: results from the prospective multi-center German Cypher Stent Registry,not funny,0
1785,Orbicules in Flowering Plants: A Phylogenetic Perspective on their Form and Function,Orbicules in Flowering Plants: A Phylogenetic Perspective on their Form and Function,not funny,0
133,"Shouting and Cursing While Driving: Frequency, Reasons, Perceived Risk and Punishment","Shouting and Cursing While Driving: Frequency, Reasons, Perceived Risk and Punishment",funny,1
