id,bert_sentence,t5_sentence,target,label
1932,Genetic linkage maps of two apricot cultivars (Prunus armeniaca L.) compared with the almond Texas × peach Earlygold reference map for Prunus,Genetic linkage maps of two apricot cultivars (Prunus armeniaca L.) compared with the almond Texas × peach Earlygold reference map for Prunus,not funny,0
181,you didn't let me finish!,you didn't let me finish!,funny,1
1638,Perception of Female Buttocks and Breast Size in Profile,Perception of Female Buttocks and Breast Size in Profile,funny,1
1444,"The Case of ""Judge Nodd"" and Other Sleeping Judges: Media, Society, and Judicial Sleepiness","The Case of ""Judge Nodd"" and Other Sleeping Judges: Media, Society, and Judicial Sleepiness",funny,1
2352," It looks like we have an uneven amount of people, some of us will have to form a threesome."," It looks like we have an uneven amount of people, some of us will have to form a threesome.",funny,1
1844,was having a horrible day,was having a horrible day,not funny,0
2696,A functions localized neural network with branch gates,A functions localized neural network with branch gates,not funny,0
1174,took my cat to the vet,took my cat to the vet,not funny,0
59,On the Rheology of Cats,On the Rheology of Cats,funny,1
1334,The Second-to-Fourth Ratio Correlates with the Rate of Academic Performance in Medical School Students,The Second-to-Fourth Ratio Correlates with the Rate of Academic Performance in Medical School Students,funny,1
1954,Dual-Bit Gate-Sidewall Storage FinFET NVM and New Method of Charge Detection,Dual-Bit Gate-Sidewall Storage FinFET NVM and New Method of Charge Detection,not funny,0
3334,Reach-to-grasp movement as a minimization process,Reach-to-grasp movement as a minimization process,not funny,0
2688,The Predictors and Contents of Post-Event Processing in Social Anxiety,The Predictors and Contents of Post-Event Processing in Social Anxiety,not funny,0
3180,Proactive and reactive control in S-R compatibility: a brain potential analysis.,Proactive and reactive control in S-R compatibility: a brain potential analysis.,not funny,0
1212,it won't work!!,it won't work!!,funny,1
199,I'll have a 12 inch Italian.,I'll have a 12 inch Italian.,funny,1
3143,The significance of nucleus raphe dorsalis and centralis for thermoafferent signal transmission to the preoptic area of the rat,The significance of nucleus raphe dorsalis and centralis for thermoafferent signal transmission to the preoptic area of the rat,not funny,0
895,was spacing out in French class and randomly got an erection,was spacing out in French class and randomly got an erection,not funny,0
2206,Optimierung der differenzialdiagnostischen Strategie bei Patienten mit sekundären Uveitisformen mit einem computergestützten System,Optimierung der differenzialdiagnostischen Strategie bei Patienten mit sekundären Uveitisformen mit einem computergestützten System,not funny,0
3873,the smallest I'll go for is 3.5 inches.,the smallest I'll go for is 3.5 inches.,funny,1
2365,drove to the hospital to see my newborn,drove to the hospital to see my newborn,not funny,0
527,Differences in acoustic features of vocalizations produced by killer whales cross-socialized with bottlenose dolphins.,Differences in acoustic features of vocalizations produced by killer whales cross-socialized with bottlenose dolphins.,funny,1
2281,Novel GATA1 mutation in residue D218 leads to macrothrombocytopenia and clinical bleeding problems.,Novel GATA1 mutation in residue D218 leads to macrothrombocytopenia and clinical bleeding problems.,not funny,0
267,No! Don't pull out while I'm still coming!,No! Don't pull out while I'm still coming!,funny,1
1543,Comfortably Numb: Desensitizing Effects of Violent Media on Helping Others,Comfortably Numb: Desensitizing Effects of Violent Media on Helping Others,funny,1
1304,Get me out of this slump! Visual illusions improve sports performance.,Get me out of this slump! Visual illusions improve sports performance.,funny,1
25,boyfriend and I were play wrestling,boyfriend and I were play wrestling,not funny,0
3154,it feels tighter than before.,it feels tighter than before.,funny,1
2015,Safety Research of the 68 kA Trial-HTS Current Lead for ITER,Safety Research of the 68 kA Trial-HTS Current Lead for ITER,not funny,0
469,Magnitude of stress experienced by baseball and softball umpires,Magnitude of stress experienced by baseball and softball umpires,funny,1
2201,stop! you're stretching my hole!,stop! you're stretching my hole!,funny,1
3825,Ahh! It's all over my face!,Ahh! It's all over my face!,funny,1
3504,was pissing in a urinal and I had the urge to sneeze,was pissing in a urinal and I had the urge to sneeze,not funny,0
978,discovered an enormous hairy spider sitting in the bathtub,discovered an enormous hairy spider sitting in the bathtub,not funny,0
805,"Wow, if it was that wet, I'd just keep going back and forth, back and forth, back and forth. That would be fun.","Wow, if it was that wet, I'd just keep going back and forth, back and forth, back and forth. That would be fun.",funny,1
1551,Ethnicity as a Factor in Pizza Delivery Crashes,Ethnicity as a Factor in Pizza Delivery Crashes,funny,1
1065,I wanted to take a picture but I made it too big.,I wanted to take a picture but I made it too big.,funny,1
861,"Honey, I don't think this is going to fit!","Honey, I don't think this is going to fit!",funny,1
1617,Frequency of Pubic Hair Transfer During Sexual Intercourse.,Frequency of Pubic Hair Transfer During Sexual Intercourse.,funny,1
1340,first graders released the butterflies we've been raising,first graders released the butterflies we've been raising,not funny,0
1241,was on the bus going to formal for my sorority,was on the bus going to formal for my sorority,not funny,0
3045,"tried to keep a drunk girl from driving by holding her keys, she had a spare set in her purse","tried to keep a drunk girl from driving by holding her keys, she had a spare set in her purse",not funny,0
245,boyfriend decided to perform a strip tease for me,boyfriend decided to perform a strip tease for me,not funny,0
1668,Studies on the Mite Fauna of House Dust in Scotland with Special Reference to that of Beddings.,Studies on the Mite Fauna of House Dust in Scotland with Special Reference to that of Beddings.,funny,1
2709,Convergent evidence of the contribution of TP53 genetic variation (Pro72Arg) to metabolic activity and white matter volume in the frontal lobe in schizophrenia patients,Convergent evidence of the contribution of TP53 genetic variation (Pro72Arg) to metabolic activity and white matter volume in the frontal lobe in schizophrenia patients,not funny,0
3544,had a job interview,had a job interview,not funny,0
3066,Temporal evolution of event-related desynchronization in acute stroke: A pilot study,Temporal evolution of event-related desynchronization in acute stroke: A pilot study,not funny,0
2853,You're in good and deep now.,You're in good and deep now.,funny,1
866,car was in the shop so I borrowed my wife's VW Beetle convertible,car was in the shop so I borrowed my wife's VW Beetle convertible,not funny,0
3165,Role of the left DLPFC in endogenous task preparation: experimental repetitive transcranial magnetic stimulation study.,Role of the left DLPFC in endogenous task preparation: experimental repetitive transcranial magnetic stimulation study.,not funny,0
3575,ran into an old student of mine at the grocery store,ran into an old student of mine at the grocery store,not funny,0
3313,friend was pulled over and told to get out of the car,friend was pulled over and told to get out of the car,not funny,0
3496,"Holy fuck, why is this so hard?","Holy fuck, why is this so hard?",funny,1
1225,went to pick up my daughter from preschool,went to pick up my daughter from preschool,not funny,0
2849,Astrocytic Cx 43 and Cx 40 in the mouse hippocampus during and after pilocarpine-induced status epilepticus,Astrocytic Cx 43 and Cx 40 in the mouse hippocampus during and after pilocarpine-induced status epilepticus,not funny,0
1451,They penetrate into you about this much.,They penetrate into you about this much.,funny,1
1856,The response of the Great Reed Warbler Acrocephalus arundinaceus to climate change,The response of the Great Reed Warbler Acrocephalus arundinaceus to climate change,not funny,0
2899,shadowed an ultrasound technician for my future career,shadowed an ultrasound technician for my future career,not funny,0
445,Relationship between Machiavellianism Scores and Performance of Real Estate Salespersons,Relationship between Machiavellianism Scores and Performance of Real Estate Salespersons,funny,1
1720,Soil factors influencing the growth response of Acacia holosericea A. Cunn. ex G. Don to ectomycorrhizal inoculation,Soil factors influencing the growth response of Acacia holosericea A. Cunn. ex G. Don to ectomycorrhizal inoculation,not funny,0
3145,The renewal of humanism in psychotherapy: summary and conclusion.,The renewal of humanism in psychotherapy: summary and conclusion.,not funny,0
2649,had to take a dump,had to take a dump,not funny,0
433,"Oh no, it's stuck! We're going to have to cut it off!","Oh no, it's stuck! We're going to have to cut it off!",funny,1
1074,Effects of Porcupine Quills in Humans.,Effects of Porcupine Quills in Humans.,funny,1
2932,The use of automated parameter searches to improve ion channel kinetics for neural modeling,The use of automated parameter searches to improve ion channel kinetics for neural modeling,not funny,0
1849,cat came up to me on the pavement so I petted it a little,cat came up to me on the pavement so I petted it a little,not funny,0
896,Presidential laugh lines. Candidate display behavior and audience laughter in the 2008 primary debates.,Presidential laugh lines. Candidate display behavior and audience laughter in the 2008 primary debates.,funny,1
80,Magnetic Resonance Imaging of Male and Female Genitals during Coitus and Female Sexual Arousal,Magnetic Resonance Imaging of Male and Female Genitals during Coitus and Female Sexual Arousal,funny,1
2675,Amygdala activation during masked presentation of emotional faces predicts conscious detection of threat-related faces,Amygdala activation during masked presentation of emotional faces predicts conscious detection of threat-related faces,not funny,0
1335,On the function of groaning and hyperventilation during sexual intercourse: intensification of sexual experience by altering brain metabolism through hypocapnia.,On the function of groaning and hyperventilation during sexual intercourse: intensification of sexual experience by altering brain metabolism through hypocapnia.,funny,1
1364,"Gossip, Humor, and the Art of Becoming an Intimate of Jesus","Gossip, Humor, and the Art of Becoming an Intimate of Jesus",funny,1
752,"Am I normal? A systematic review and construction of nomograms for flaccid and erect penis length and circumference in up to 15,521 men.","Am I normal? A systematic review and construction of nomograms for flaccid and erect penis length and circumference in up to 15,521 men.",funny,1
3409,"boyfriend of 17 months, the first guy to tell me he loves me, the guy I lost my virginity to, the only guy whose parents I've met, told me we should stop 'hooking up' because it's weird that I was telling everyone we were a couple and it was ruining his chances of finding a girlfriend","boyfriend of 17 months, the first guy to tell me he loves me, the guy I lost my virginity to, the only guy whose parents I've met, told me we should stop 'hooking up' because it's weird that I was telling everyone we were a couple and it was ruining his chances of finding a girlfriend",not funny,0
3776,Where do I stick this thing?,Where do I stick this thing?,funny,1
3266,"Language, memory, and the cerebellum","Language, memory, and the cerebellum",not funny,0
1508,Need You Now,Need You Now,funny,1
1253,Tall Tales of a Tropical Squirrel,Tall Tales of a Tropical Squirrel,funny,1
1986,Heterogeneous cloud radio access networks: a new perspective for enhancing spectral and energy efficiencies,Heterogeneous cloud radio access networks: a new perspective for enhancing spectral and energy efficiencies,not funny,0
1642,Investment Behavior and the Negative Side of Emotion.,Investment Behavior and the Negative Side of Emotion.,funny,1
166,The Significance of Mr. Richard Buckley's Exploding Trousers: Reflections on an Aspect of Technological Change in New Zealand Dairy-Farming between the World Wars,The Significance of Mr. Richard Buckley's Exploding Trousers: Reflections on an Aspect of Technological Change in New Zealand Dairy-Farming between the World Wars,funny,1
3036,"Frontal-midline theta from the perspective of hippocampal ""theta""","Frontal-midline theta from the perspective of hippocampal ""theta""",not funny,0
3747,came home to find a BMW partially blocking my driveway,came home to find a BMW partially blocking my driveway,not funny,0
3308,Age-related temporal-spatial dynamic ERP changes during sentence comprehension,Age-related temporal-spatial dynamic ERP changes during sentence comprehension,not funny,0
934,mom and I went to Winn-Dixie,mom and I went to Winn-Dixie,not funny,0
695,That's okay we can just use lotion to get it off,That's okay we can just use lotion to get it off,funny,1
2127,A Power-Efficient Ultra-Wideband Pulse Generator Based on Multiple PM-IM Conversions,A Power-Efficient Ultra-Wideband Pulse Generator Based on Multiple PM-IM Conversions,not funny,0
3895,was about to go and take a shower when I saw a pair of scissors taped to the door at eye level with a note from my boyfriend saying Time to trim that hairy thang down under,was about to go and take a shower when I saw a pair of scissors taped to the door at eye level with a note from my boyfriend saying Time to trim that hairy thang down under,not funny,0
2349,Prevalence of metabolic syndrome (METS) using IDF 2005 guidelines in a semi urban south Indian (Boloor Diabetes Study) population of Mangalore.,Prevalence of metabolic syndrome (METS) using IDF 2005 guidelines in a semi urban south Indian (Boloor Diabetes Study) population of Mangalore.,not funny,0
2489,Heterotopic ossification following surgical treatment of avulsion fracture of the anterior inferior iliac spine.,Heterotopic ossification following surgical treatment of avulsion fracture of the anterior inferior iliac spine.,not funny,0
598,the hazards of Halloween,the hazards of Halloween,funny,1
2963,I'm sorry if it's a little dusty down there.,I'm sorry if it's a little dusty down there.,funny,1
817,The Fly Trap,The Fly Trap,funny,1
240,Relations Between Rheological Properties Saliva-induced Structure Breakdown and Sensory Texture Attributes of Custards.,Relations Between Rheological Properties Saliva-induced Structure Breakdown and Sensory Texture Attributes of Custards.,funny,1
3196,EEG alpha activity is associated with individual differences in post-break improvement,EEG alpha activity is associated with individual differences in post-break improvement,not funny,0
1621,realized I've been playing too much Call of Duty,realized I've been playing too much Call of Duty,not funny,0
2949,"Clinical characteristics of myelin oligodendrocyte glycoprotein seropositive optic neuritis: a cohort study in Shanghai, China","Clinical characteristics of myelin oligodendrocyte glycoprotein seropositive optic neuritis: a cohort study in Shanghai, China",not funny,0
647,Proliferating principles; or how to sup with the devil without getting eaten,Proliferating principles; or how to sup with the devil without getting eaten,funny,1
2314,boyfriend and I were laying naked in my bed making out,boyfriend and I were laying naked in my bed making out,not funny,0
2793,Vision can recalibrate the vestibular reafference signal used to re-establish postural equilibrium following a platform perturbation,Vision can recalibrate the vestibular reafference signal used to re-establish postural equilibrium following a platform perturbation,not funny,0
631,The nature of navel fluff,The nature of navel fluff,funny,1
2123,its not long. It won't take you a lot of time,its not long. It won't take you a lot of time,funny,1
858,I just put the whole thing in my mouth and suck on it.,I just put the whole thing in my mouth and suck on it.,funny,1
3362,Finite-time stochastic boundedness of discrete-time Markovian jump neural networks with boundary transition probabilities and randomly varying nonlinearities,Finite-time stochastic boundedness of discrete-time Markovian jump neural networks with boundary transition probabilities and randomly varying nonlinearities,not funny,0
2953,brother's best friend spent the night and was changing with the door partially open,brother's best friend spent the night and was changing with the door partially open,not funny,0
1831,Hurry up!,Hurry up!,funny,1
3,"boyfriend and I were having a make-out session in the backseat of his car, when we heard a voice coming from his pants","boyfriend and I were having a make-out session in the backseat of his car, when we heard a voice coming from his pants",not funny,0
265,I can't get it back in.,I can't get it back in.,funny,1
3798,So what do you want your phone to be able to do?,So what do you want your phone to be able to do?,funny,1
495,"If you don't take it in the mouth, you know where it's gonna go.","If you don't take it in the mouth, you know where it's gonna go.",funny,1
2382,Long-term follow-up of laser trabeculoplasty,Long-term follow-up of laser trabeculoplasty,not funny,0
1161,Adolescent Gambling on Fruit Machines.,Adolescent Gambling on Fruit Machines.,funny,1
1491,It hurts if you bite it. I think I'll just suck it instead.,It hurts if you bite it. I think I'll just suck it instead.,funny,1
1180,Female Penis Male Vagina and Their Correlated Evolution in a Cave Insect,Female Penis Male Vagina and Their Correlated Evolution in a Cave Insect,funny,1
3334,That black one was really short. I was kind of disappointed.,That black one was really short. I was kind of disappointed.,funny,1
401,Abuse of a Corpse: A Brief History and Re-Theorization of Necrophilia Laws in the USA.,Abuse of a Corpse: A Brief History and Re-Theorization of Necrophilia Laws in the USA.,funny,1
625,Undercover as Sex Workers: The Attitudes and Experiences of Female Vice Officers,Undercover as Sex Workers: The Attitudes and Experiences of Female Vice Officers,funny,1
3044,Valproate and lamotrigine in children and adolescents with drop attacks: follow-up after the first year.,Valproate and lamotrigine in children and adolescents with drop attacks: follow-up after the first year.,not funny,0
1289,asked my boyfriend if there's a reason why he has never gone down on me,asked my boyfriend if there's a reason why he has never gone down on me,not funny,0
1318,Dentists make larger holes in teeth than they need to if the teeth present a visual illusion of size.,Dentists make larger holes in teeth than they need to if the teeth present a visual illusion of size.,funny,1
1892,"Alexandr Pavlovich Rasnitsyn, (palaeo)entomologist extraordinaire  a personal appreciation","Alexandr Pavlovich Rasnitsyn, (palaeo)entomologist extraordinaire  a personal appreciation",not funny,0
2131,Just stick it in...Not there! Not there!,Just stick it in...Not there! Not there!,funny,1
1972,"Wow, you can spread them.","Wow, you can spread them.",funny,1
2690,"Reply to 'Factors influencing the outcome of polypoidal choroidal vasculopathy following combined treatment with photodynamic therapy and intravitreal ranibizumab""","Reply to 'Factors influencing the outcome of polypoidal choroidal vasculopathy following combined treatment with photodynamic therapy and intravitreal ranibizumab""",not funny,0
1053,"Topical Capsaicin - A Novel and Effective Treatment for Idiopathic Intractable Pruritus Ani: A Randomised, Placebo Controlled, Crossover Study.","Topical Capsaicin - A Novel and Effective Treatment for Idiopathic Intractable Pruritus Ani: A Randomised, Placebo Controlled, Crossover Study.",funny,1
908,Usage and Origin of Expletives in British English,Usage and Origin of Expletives in British English,funny,1
1739,"Comparison of the color vision and spectral sensitivity of three flatfish species of different ecotypes, and application to selective fishing methods","Comparison of the color vision and spectral sensitivity of three flatfish species of different ecotypes, and application to selective fishing methods",not funny,0
3154,Subsets of pituitary intermediate lobe cells bind CRH and secrete ACTH/CLIP in a reverse hemolytic plaque assay,Subsets of pituitary intermediate lobe cells bind CRH and secrete ACTH/CLIP in a reverse hemolytic plaque assay,not funny,0
2811,"arrived home to find my cat dead and note saying, Sorry, I tripped over him","arrived home to find my cat dead and note saying, Sorry, I tripped over him",not funny,0
3891,"it gets stuck a lot, so you have to push really hard.","it gets stuck a lot, so you have to push really hard.",funny,1
2589,Switching to second-line antiretroviral therapy in resource-limited settings: comparison of programmes with and without viral load monitoring.,Switching to second-line antiretroviral therapy in resource-limited settings: comparison of programmes with and without viral load monitoring.,not funny,0
1803,Between-year variation in seed weights across altitudes in the high-alpine plant Eritrichium nanum,Between-year variation in seed weights across altitudes in the high-alpine plant Eritrichium nanum,not funny,0
135,took my girlfriend's virginity,took my girlfriend's virginity,not funny,0
2888,Disparities in epilepsy surgery in the United States of America,Disparities in epilepsy surgery in the United States of America,not funny,0
2923,Neurocognitive Functioning in Depressed Young People: A Systematic Review and Meta-Analysis,Neurocognitive Functioning in Depressed Young People: A Systematic Review and Meta-Analysis,not funny,0
2960,"my boyfriend was about to go down on me, he held his breath and said, I'm going in!","my boyfriend was about to go down on me, he held his breath and said, I'm going in!",not funny,0
1663,Acute Central Cervical Cord Injury Due to Disco Dancing.,Acute Central Cervical Cord Injury Due to Disco Dancing.,funny,1
1138,"I remember when Dad asked if I was ready to handle a populated road and I was heaps excited but when I came to the intersection, I pulled out too late and a guy came in my ass","I remember when Dad asked if I was ready to handle a populated road and I was heaps excited but when I came to the intersection, I pulled out too late and a guy came in my ass",funny,1
2218,Characteristics of Left Atrial Deformation Parameters and Their Prognostic Impact in Patients with Pathological Left Ventricular Hypertrophy: Analysis by Speckle Tracking Echocardiography.,Characteristics of Left Atrial Deformation Parameters and Their Prognostic Impact in Patients with Pathological Left Ventricular Hypertrophy: Analysis by Speckle Tracking Echocardiography.,not funny,0
1191,Imperial Boredom.,Imperial Boredom.,funny,1
3093,How do you get that thing in the hole?,How do you get that thing in the hole?,funny,1
3207,"wow, ur fast","wow, ur fast",funny,1
440,"There's too much of it, it wont all go in at once.","There's too much of it, it wont all go in at once.",funny,1
981,Use of Fluoxetine for the Treatment of Stereotypical Pacing Behavior in a Captive Polar Bear,Use of Fluoxetine for the Treatment of Stereotypical Pacing Behavior in a Captive Polar Bear,funny,1
2554,Sex pheromone components of the geometrid mothsLobophora nivigerata andEpirrhoe sperryi,Sex pheromone components of the geometrid mothsLobophora nivigerata andEpirrhoe sperryi,not funny,0
2102,Three-dimensional modeling of a direct current operated Hg-Ar lamp,Three-dimensional modeling of a direct current operated Hg-Ar lamp,not funny,0
1709,saw the blueprints for my family's new house,saw the blueprints for my family's new house,not funny,0
2807,But it doesn't feel that long.,But it doesn't feel that long.,funny,1
3233,walked into the kitchen and saw a note my roomate posted,walked into the kitchen and saw a note my roomate posted,not funny,0
807,Hotspots' for aggression in licensed drinking venues.,Hotspots' for aggression in licensed drinking venues.,funny,1
2906,son told his teacher that she has a nice rack,son told his teacher that she has a nice rack,not funny,0
3749,dad told me he has been dating my boyfriend's mom while I was away at college,dad told me he has been dating my boyfriend's mom while I was away at college,not funny,0
2642,To feed or what to feed in cirrhosis?,To feed or what to feed in cirrhosis?,not funny,0
182,The Monuments of Mars: A City on the Edge of Forever,The Monuments of Mars: A City on the Edge of Forever,funny,1
410,Induction of self awareness in dreams through frontal low current stimulation of gamma activity.,Induction of self awareness in dreams through frontal low current stimulation of gamma activity.,funny,1
1817,and my girlfriend were heading back to her place.,and my girlfriend were heading back to her place.,not funny,0
3109,fiancÃ© and I were having wonderful sex with the bedroom door open,fiancÃ© and I were having wonderful sex with the bedroom door open,not funny,0
2669,found out I have a restraining order against me from my ex boyfriend,found out I have a restraining order against me from my ex boyfriend,not funny,0
3632,Dammit it fell out.,Dammit it fell out.,funny,1
3254,"a very crowded public restroom at a sporting arena, after looking to the man using the urinal to his right, my 6 year old son turns to address me on his left and exclaims, Daddy, that man's wiener is a lot bigger than yours! The whole bathroom heard and looked immediately at me","a very crowded public restroom at a sporting arena, after looking to the man using the urinal to his right, my 6 year old son turns to address me on his left and exclaims, Daddy, that man's wiener is a lot bigger than yours! The whole bathroom heard and looked immediately at me",not funny,0
1313,Baby Schema in Infant Faces Induces Cuteness Perception and Motivation for Caretaking in Adults.,Baby Schema in Infant Faces Induces Cuteness Perception and Motivation for Caretaking in Adults.,funny,1
2472,You jerk him 'til he comes.,You jerk him 'til he comes.,funny,1
2607,"(Z,Z)-6,9-Heneicosadien-11-One, Labile Sex Pheromone of the Whitemarked Tussock Moth, Orgyia leucostigma","(Z,Z)-6,9-Heneicosadien-11-One, Labile Sex Pheromone of the Whitemarked Tussock Moth, Orgyia leucostigma",not funny,0
1834,Bacterial biomass in ornithogenic soils of Antarctica,Bacterial biomass in ornithogenic soils of Antarctica,not funny,0
1176,and my friend decided to spy on my crush,and my friend decided to spy on my crush,not funny,0
212,girlfriend finally got a Facebook account,girlfriend finally got a Facebook account,not funny,0
2536,Analysis of treatment of childhood leukaemia. V. Advantage of reduced chemotherapy during and immediately after cranial irradiation.,Analysis of treatment of childhood leukaemia. V. Advantage of reduced chemotherapy during and immediately after cranial irradiation.,not funny,0
1588,It tastes better if you lick it off the top,It tastes better if you lick it off the top,funny,1
1300,Look! I can put the whole thing in my mouth and take the nut out!,Look! I can put the whole thing in my mouth and take the nut out!,funny,1
2439,Management of hepatocellular carcinoma.,Management of hepatocellular carcinoma.,not funny,0
2730,Short-term effects of functional electrical stimulation on motor-evoked potentials in ankle flexor and extensor muscles,Short-term effects of functional electrical stimulation on motor-evoked potentials in ankle flexor and extensor muscles,not funny,0
2051,boyfriend of 4 years proposed to me,boyfriend of 4 years proposed to me,not funny,0
2207, i almost had that in my face, i almost had that in my face,funny,1
76,woke up to my 8 month old son happy as can be,woke up to my 8 month old son happy as can be,not funny,0
1564,doctor told me that I have Vasovagal Syncope: I pass out every time I get aroused,doctor told me that I have Vasovagal Syncope: I pass out every time I get aroused,not funny,0
2423,Enhanced generation of reactive oxygen species in the limb skeletal muscles from a murine infarct model of heart failure.,Enhanced generation of reactive oxygen species in the limb skeletal muscles from a murine infarct model of heart failure.,not funny,0
875,Sport Fan Identification in Obituaries.,Sport Fan Identification in Obituaries.,funny,1
1481,It's so sticky.,It's so sticky.,funny,1
1406,"dude just stick it in this one, it accepts cash","dude just stick it in this one, it accepts cash",funny,1
1401,"Men without a sense of smell exhibit a strongly reduced number of sexual relationships, women exhibit reduced partnership security - a reanalysis of previously published data.","Men without a sense of smell exhibit a strongly reduced number of sexual relationships, women exhibit reduced partnership security - a reanalysis of previously published data.",funny,1
1264,Drinking grandma: the problem of embalming,Drinking grandma: the problem of embalming,funny,1
156,I can feel it going down my throat.,I can feel it going down my throat.,funny,1
3356,Man you're just too fast for me.,Man you're just too fast for me.,funny,1
2293,Effects of autologous platelet concentrate and serum on retinal wound healing in an animal model,Effects of autologous platelet concentrate and serum on retinal wound healing in an animal model,not funny,0
2074,"Whoa, I made it bigger!","Whoa, I made it bigger!",funny,1
2825,Experience-dependent enhancement of pitch-specific responses in the auditory cortex is limited to acceleration rates in normal voice range,Experience-dependent enhancement of pitch-specific responses in the auditory cortex is limited to acceleration rates in normal voice range,not funny,0
1810,Effects of cadmium and nickel on in vivo carbon dioxide exchange rate of pigeon pea (Cajanus cajan L.),Effects of cadmium and nickel on in vivo carbon dioxide exchange rate of pigeon pea (Cajanus cajan L.),not funny,0
624,is the oven ready yet?,is the oven ready yet?,funny,1
2818,Polysynaptic pathways from the vestibular nuclei to the lateral mammillary nucleus of the rat: substrates for vestibular input to head direction cells,Polysynaptic pathways from the vestibular nuclei to the lateral mammillary nucleus of the rat: substrates for vestibular input to head direction cells,not funny,0
2954,Observers are consistent when rating image conspicuity,Observers are consistent when rating image conspicuity,not funny,0
698,Good Physic but Bad Food: Early Modern Attitudes to Medicinal Cannibalism and its Suppliers.,Good Physic but Bad Food: Early Modern Attitudes to Medicinal Cannibalism and its Suppliers.,funny,1
1696,Did Humans Invent Music?,Did Humans Invent Music?,funny,1
1497,was helping my friend with her little sister's birthday party,was helping my friend with her little sister's birthday party,not funny,0
552,Try not to get so soft too fast.,Try not to get so soft too fast.,funny,1
606,was at the mall with my friend when I saw my boyfriend in Victoria's Secret - with another girl,was at the mall with my friend when I saw my boyfriend in Victoria's Secret - with another girl,not funny,0
2844,Hurry up and come inside.,Hurry up and come inside.,funny,1
2927,Low cholesterol and mental disorders in children and adolescents with celiac disease.,Low cholesterol and mental disorders in children and adolescents with celiac disease.,not funny,0
397,Oscillation of Human Performance as a Personality Measure.,Oscillation of Human Performance as a Personality Measure.,funny,1
2990,"No, you have to stick your whole hand in there.","No, you have to stick your whole hand in there.",funny,1
518,last task for the day as a high school janitor was to power-wash the concrete area where the graduation ceremony will take place,last task for the day as a high school janitor was to power-wash the concrete area where the graduation ceremony will take place,not funny,0
2080,Highly Enhanced Performance of Network Channel Polysilicon Thin-Film Transistors,Highly Enhanced Performance of Network Channel Polysilicon Thin-Film Transistors,not funny,0
2880,"You need to stay in longer, your pulling out too soon.","You need to stay in longer, your pulling out too soon.",funny,1
3517,was walking along the street and passed a young couple,was walking along the street and passed a young couple,not funny,0
1164,Who plays bingo in later life? The sedentary lifestyles of 'little old ladies',Who plays bingo in later life? The sedentary lifestyles of 'little old ladies',funny,1
952,Juggling the Books: The Use of Accounting Information in Circus in Australia,Juggling the Books: The Use of Accounting Information in Circus in Australia,funny,1
1984,OmicsAnalyzer: a Cytoscape plug-in suite for modeling omics data,OmicsAnalyzer: a Cytoscape plug-in suite for modeling omics data,not funny,0
2510,Phototherapy - Traditional and Nontraditional,Phototherapy - Traditional and Nontraditional,not funny,0
406,school handed out the new yearbook,school handed out the new yearbook,not funny,0
2926,Wow I hope i can fit it in my mouth,Wow I hope i can fit it in my mouth,funny,1
2782," Its to big to fit in, unless I twist it the right way. Or maybe if it was wet it would slide in better!"," Its to big to fit in, unless I twist it the right way. Or maybe if it was wet it would slide in better!",funny,1
1245,met my boyfriend's notoriously difficult mother,met my boyfriend's notoriously difficult mother,not funny,0
494,The Mystery of the Missing Toes: Extreme Levels of Natural Mutilation in Island Lizard Populations,The Mystery of the Missing Toes: Extreme Levels of Natural Mutilation in Island Lizard Populations,funny,1
1439,realized my wedding ring was missing,realized my wedding ring was missing,not funny,0
530,The Peter Principle Revised,The Peter Principle Revised,funny,1
630,Alphabet Poems: A Brief History,Alphabet Poems: A Brief History,funny,1
1894,woke to find my boyfriend of 2 years gone,woke to find my boyfriend of 2 years gone,not funny,0
2545,Prevalence of osteoporosis in middle Anatolian population using calcaneal ultrasonography method.,Prevalence of osteoporosis in middle Anatolian population using calcaneal ultrasonography method.,not funny,0
1847,was having the most wonderful bath,was having the most wonderful bath,not funny,0
458,"in my class wrote 'erase me if you can' at the very top of the board, as I am always tormented about how short I am compared to everyone else","in my class wrote 'erase me if you can' at the very top of the board, as I am always tormented about how short I am compared to everyone else",not funny,0
1006,escalate slowly,escalate slowly,funny,1
1358,told my girlfriend's father that I wanted to talk about his daughter,told my girlfriend's father that I wanted to talk about his daughter,not funny,0
2365,Cardiac and vascular imaging,Cardiac and vascular imaging,not funny,0
1509,A Luminary in the Problem Gambling Field: Mark Griffiths.,A Luminary in the Problem Gambling Field: Mark Griffiths.,funny,1
2964,was leaving to go over to a friend's and my parents suddenly ask if I'm gay,was leaving to go over to a friend's and my parents suddenly ask if I'm gay,not funny,0
1045,Status and Mating Success amongst Visual Artists,Status and Mating Success amongst Visual Artists,funny,1
1088,Chewing and Swallowing as Indices of the Stimulation to Eat During Meals in Humans: Effects Revealed by the Edogram Method and Video Recordings.,Chewing and Swallowing as Indices of the Stimulation to Eat During Meals in Humans: Effects Revealed by the Edogram Method and Video Recordings.,funny,1
2121,Approximate performance analysis of heavily loaded slotted downlink channel in a wireless CDMA system supporting integrated voice/data services,Approximate performance analysis of heavily loaded slotted downlink channel in a wireless CDMA system supporting integrated voice/data services,not funny,0
