id,bert_sentence,t5_sentence,target,label
940,"There we go. It took us three tries, but we got it up and going.","There we go. It took us three tries, but we got it up and going.",funny,1
298,was messing around in my boyfriend's pants while watching TV,was messing around in my boyfriend's pants while watching TV,not funny,0
1980,hired a private investigator to find out if my wife of 15 years is cheating on me with my brother,hired a private investigator to find out if my wife of 15 years is cheating on me with my brother,not funny,0
654,just go eat your fruit.,just go eat your fruit.,funny,1
3625,boyfriend questioned why I always put my shirts in the dryer right before wearing them,boyfriend questioned why I always put my shirts in the dryer right before wearing them,not funny,0
955,mom woke me up and asked if I wanted breakfast,mom woke me up and asked if I wanted breakfast,not funny,0
704,"the church service was over, my two year old granddaughter started to sing into the microphone","the church service was over, my two year old granddaughter started to sing into the microphone",not funny,0
1572,Did it go in?,Did it go in?,funny,1
1830,sat on an elevator for 10 minutes thinking I was stuck.,sat on an elevator for 10 minutes thinking I was stuck.,not funny,0
1523,"Bro, your jeeps pretty filthy","Bro, your jeeps pretty filthy",funny,1
3174,Milkbone commercial came on TV,Milkbone commercial came on TV,not funny,0
3743,was rushed to the hospital because I was crying so hard I couldn't breathe,was rushed to the hospital because I was crying so hard I couldn't breathe,not funny,0
690,"Don't worry, I can totally handle a big one.","Don't worry, I can totally handle a big one.",funny,1
924,met my girlfriend's very religious parents for dinner,met my girlfriend's very religious parents for dinner,not funny,0
572,was getting it on with my boyfriend,was getting it on with my boyfriend,not funny,0
2000,I guess we'll have to do it orally.,I guess we'll have to do it orally.,funny,1
2357,"ugh, love the taste but hate the texture.","ugh, love the taste but hate the texture.",funny,1
3470,phone rang while I was home alone,phone rang while I was home alone,not funny,0
295,"Almost done, only two more holes left!","Almost done, only two more holes left!",funny,1
3069,checked my voicemail,checked my voicemail,not funny,0
3358,"Emily, pull out!","Emily, pull out!",funny,1
3571,"boyfriend ditched me, saying he had some important things to do","boyfriend ditched me, saying he had some important things to do",not funny,0
2198,It's too big!,It's too big!,funny,1
499,very good platonic friend of mine said he had a question to ask me,very good platonic friend of mine said he had a question to ask me,not funny,0
581,"Wal Mart, I saw a guy taping a sign that read Hide & seek world champs! over the lost children board","Wal Mart, I saw a guy taping a sign that read Hide & seek world champs! over the lost children board",not funny,0
148,"It's too big, it's too wide, it's too strong, it won't fit, It's too much, it's too tough","It's too big, it's too wide, it's too strong, it won't fit, It's too much, it's too tough",funny,1
134,It didn't fit in mine either but I just stuck it in.,It didn't fit in mine either but I just stuck it in.,funny,1
2140,Don't let it drip on the floor. Rub it on your hands,Don't let it drip on the floor. Rub it on your hands,funny,1
3597,"wife has been singing I can't get no satisfaction by the Rolling Stones, all morning","wife has been singing I can't get no satisfaction by the Rolling Stones, all morning",not funny,0
3149,town had a carnival to raise money for cancer,town had a carnival to raise money for cancer,not funny,0
1887,was tutoring kids at an elementary school,was tutoring kids at an elementary school,not funny,0
1275,put my old kitchen table at the end of my driveway with a free sign on it,put my old kitchen table at the end of my driveway with a free sign on it,not funny,0
1825,was cashier at work,was cashier at work,not funny,0
578,"ok guys, this thing is big and its super hard. so what we're going to do is hover right over it, tackle it, and then lower ourselves into it until it sprays. got it?","ok guys, this thing is big and its super hard. so what we're going to do is hover right over it, tackle it, and then lower ourselves into it until it sprays. got it?",funny,1
3157,Its funny Im taller than Rob Zombie,Its funny Im taller than Rob Zombie,funny,1
2367,was camping,was camping,not funny,0
1424,decided to play a joke on my boyfriend and planned to pretend that I found a thong in his gym bag,decided to play a joke on my boyfriend and planned to pretend that I found a thong in his gym bag,not funny,0
2112,finished the run for a play in which I played a gay man,finished the run for a play in which I played a gay man,not funny,0
3112,"We have to make this a quickie, in and out.","We have to make this a quickie, in and out.",funny,1
3315,was at the mall in a store looking at movie posters,was at the mall in a store looking at movie posters,not funny,0
2612,Now that's some good fingering.,Now that's some good fingering.,funny,1
3562,"Alright, I will try my hardest to come.","Alright, I will try my hardest to come.",funny,1
1160," That's huge, I bet it hurt!"," That's huge, I bet it hurt!",funny,1
3849,"went to meet the girl I'd been talking to online for a while, and fallen in love with","went to meet the girl I'd been talking to online for a while, and fallen in love with",not funny,0
3272,"an attempt to get my son to stop playing Call of Duty, I threw his Xbox controller out the window","an attempt to get my son to stop playing Call of Duty, I threw his Xbox controller out the window",not funny,0
2473,"My fingers are too small, my hands cramp up! It's just too hard!","My fingers are too small, my hands cramp up! It's just too hard!",funny,1
2115,"pleasuring myself in my bedroom, I began absent-mindedly staring at a spider on the ceiling","pleasuring myself in my bedroom, I began absent-mindedly staring at a spider on the ceiling",not funny,0
3235,"girlfriend and my parents staged an intervention, and have asked me to go to rehab","girlfriend and my parents staged an intervention, and have asked me to go to rehab",not funny,0
3800,"I was out to eat, I was approached by the restaurant manager","I was out to eat, I was approached by the restaurant manager",not funny,0
408,was giving my boyfriend head,was giving my boyfriend head,not funny,0
3703,"working my job as a cashier, one of the customers that came to the register was a midget","working my job as a cashier, one of the customers that came to the register was a midget",not funny,0
1831,Hurry up!,Hurry up!,funny,1
567,girlfriend broke up with me because of my dad constantly hitting on her,girlfriend broke up with me because of my dad constantly hitting on her,not funny,0
868,I can't believe it's so tiny.,I can't believe it's so tiny.,funny,1
3222,"I have direct T.V., I don't like cox!!!","I have direct T.V., I don't like cox!!!",funny,1
3640,went to get a sports physical at a hospital,went to get a sports physical at a hospital,not funny,0
2856,just put it in the back of your throat and don't think about it.,just put it in the back of your throat and don't think about it.,funny,1
3740,"When I opened it it was hard, then I bit into it and it tasted bad.","When I opened it it was hard, then I bit into it and it tasted bad.",funny,1
2306,"Oh sorry, that just fell out my box.","Oh sorry, that just fell out my box.",funny,1
3534,"It's not longer, it's just harder","It's not longer, it's just harder",funny,1
2654,had to sleep in the same room as my grandparents,had to sleep in the same room as my grandparents,not funny,0
2255,but hes doing it so hard and fast!,but hes doing it so hard and fast!,funny,1
3061,"Hey Curt, Think you can make that hole any bigger?","Hey Curt, Think you can make that hole any bigger?",funny,1
1326,"You keep trying, but you can't get it in!","You keep trying, but you can't get it in!",funny,1
196,Dont spread your legs because I'm coming!,Dont spread your legs because I'm coming!,funny,1
545,"called the florist and ordered a flower arrangement for my grandma, who I was told was sick","called the florist and ordered a flower arrangement for my grandma, who I was told was sick",not funny,0
991,was at IKEA with my parents,was at IKEA with my parents,not funny,0
2776,Put it back in and this time wait until you finish to pull it out.,Put it back in and this time wait until you finish to pull it out.,funny,1
189,sixteen year old son told me that he's following his guidance counselor's advice: to do what his hero does for a living,sixteen year old son told me that he's following his guidance counselor's advice: to do what his hero does for a living,not funny,0
3246,was having sex with my boyfriend,was having sex with my boyfriend,not funny,0
118,told my best friend I was breaking up with my girlfriend of 3 years.,told my best friend I was breaking up with my girlfriend of 3 years.,not funny,0
3532,I'm really getting tired of having this thing in my mouth.,I'm really getting tired of having this thing in my mouth.,funny,1
979,wow thats a big wiener to be putting in your mouth.,wow thats a big wiener to be putting in your mouth.,funny,1
485,Anything you can put in your mouth I can put twice as much!,Anything you can put in your mouth I can put twice as much!,funny,1
3552,my long-anticipated 21st birthday! Today also happens to be the first day of my period,my long-anticipated 21st birthday! Today also happens to be the first day of my period,not funny,0
1853,"Okay, but you can't have my cherry.","Okay, but you can't have my cherry.",funny,1
1328,director of the play I'm in decided to explain why we got the parts we did,director of the play I'm in decided to explain why we got the parts we did,not funny,0
598,"It's so fun to squeeze, and hold, and play with. And! It smells good! I never thought I would find such perfection!","It's so fun to squeeze, and hold, and play with. And! It smells good! I never thought I would find such perfection!",funny,1
2134,"Wow, the dang thing is really in there, how will I get it out?!","Wow, the dang thing is really in there, how will I get it out?!",funny,1
227,you know i really feel like there is something powerful between my legs.,you know i really feel like there is something powerful between my legs.,funny,1
1388,from up here it sounds like your sucking start blowing.,from up here it sounds like your sucking start blowing.,funny,1
2796,i'll be wet before i get it up,i'll be wet before i get it up,funny,1
1804,"yeah, just give it a tug and it'll come.","yeah, just give it a tug and it'll come.",funny,1
2699,"It's shrinking, I can feel it!","It's shrinking, I can feel it!",funny,1
3479,little girl standing next to me on the train suddenly hugged me,little girl standing next to me on the train suddenly hugged me,not funny,0
1223,"Don't worry it's hard at first, but the more you do it the more you get used to it","Don't worry it's hard at first, but the more you do it the more you get used to it",funny,1
1225,went to pick up my daughter from preschool,went to pick up my daughter from preschool,not funny,0
2284,I don't understand why it gets so big.,I don't understand why it gets so big.,funny,1
1789,stop messing around in her shrubbery down there.,stop messing around in her shrubbery down there.,funny,1
794,went to the store to get Valentine's Day gifts to decorate my boyfriend's and my new apartment,went to the store to get Valentine's Day gifts to decorate my boyfriend's and my new apartment,not funny,0
3411,was pulled over for speeding.,was pulled over for speeding.,not funny,0
1128,cat managed to lock my dad and me outside of our house,cat managed to lock my dad and me outside of our house,not funny,0
3773,boyfriend and his parents met my family,boyfriend and his parents met my family,not funny,0
2771,That head is really small.,That head is really small.,funny,1
2423,got my long hair cut in a short pixie cut,got my long hair cut in a short pixie cut,not funny,0
2635,"Hold on, I have nuts in my mouth.","Hold on, I have nuts in my mouth.",funny,1
1818,You can try and stick it in there but its going to get really tight.,You can try and stick it in there but its going to get really tight.,funny,1
1836,"saw a spider in my bathtub, so instead of killing it, i decided to bring my dog inside the bathroom to kill the spider for me","saw a spider in my bathtub, so instead of killing it, i decided to bring my dog inside the bathroom to kill the spider for me",not funny,0
491,No.,No.,funny,1
1728,was woken up to my mom playing the piano awfully,was woken up to my mom playing the piano awfully,not funny,0
3460,"pull out the stick, wipe it off, then put it back in. Then pull it out again and look at how much fluid is left on the stick.","pull out the stick, wipe it off, then put it back in. Then pull it out again and look at how much fluid is left on the stick.",funny,1
2067,"You just gotta stick it in there and move it around until the hole gets bigger, and that makes it easier to put it in next time.","You just gotta stick it in there and move it around until the hole gets bigger, and that makes it easier to put it in next time.",funny,1
481,"asleep, I dropped my pill before I could take it","asleep, I dropped my pill before I could take it",not funny,0
2293,Get on the bottom,Get on the bottom,funny,1
1277,told my boyfriend that my fantasy was for him to eat me out on the dinner table,told my boyfriend that my fantasy was for him to eat me out on the dinner table,not funny,0
1952,Man I hate the feeling of wet wood in my mouth,Man I hate the feeling of wet wood in my mouth,funny,1
536,girlfriend gave me a blow-up doll and told me to practice,girlfriend gave me a blow-up doll and told me to practice,not funny,0
226,"girlfriend missed our date, so I text her angry, telling her if she can't make our dates then we should break up, and generally telling her off","girlfriend missed our date, so I text her angry, telling her if she can't make our dates then we should break up, and generally telling her off",not funny,0
3904,Every time you come in my room you make a mess.,Every time you come in my room you make a mess.,funny,1
520,was talking to my parents about feeling insecure with my beach body as Spring Break keeps getting closer and closer,was talking to my parents about feeling insecure with my beach body as Spring Break keeps getting closer and closer,not funny,0
900,heard my daughter scream at my son through the bathroom door Are you jacking off in there or something?! and him scream back at her Shut up you F*ing cunt! My daughter is 7 and my son is 8,heard my daughter scream at my son through the bathroom door Are you jacking off in there or something?! and him scream back at her Shut up you F*ing cunt! My daughter is 7 and my son is 8,not funny,0
1739,Dick.,Dick.,funny,1
712,developed the disposable camera pictures from my family's trip to Disney World,developed the disposable camera pictures from my family's trip to Disney World,not funny,0
514,i was gonna shove it back in but i was afraid i would get electrocuted!!!,i was gonna shove it back in but i was afraid i would get electrocuted!!!,funny,1
3835,It was a lot easier on my knees.,It was a lot easier on my knees.,funny,1
1261,was at the waterpark,was at the waterpark,not funny,0
1771,"For example, life is highway, and I'm gonna ride it all night long.","For example, life is highway, and I'm gonna ride it all night long.",funny,1
1495,"was walking out of class when I saw a girl enthusiastically run to her boyfriend, jump on him, and smother him with kisses","was walking out of class when I saw a girl enthusiastically run to her boyfriend, jump on him, and smother him with kisses",not funny,0
182,"girl I'm secretly in love with, whom I was talking to on MSN, told me she'd brb in 10, no wait 20, oh make that 30 min depending on her boyfriend's stamina","girl I'm secretly in love with, whom I was talking to on MSN, told me she'd brb in 10, no wait 20, oh make that 30 min depending on her boyfriend's stamina",not funny,0
2312,I don't want to put that in my body,I don't want to put that in my body,funny,1
1270,"talking with my girlfriend about dating, I learned that she has had more girlfriends than I have","talking with my girlfriend about dating, I learned that she has had more girlfriends than I have",not funny,0
418,"Mr. Colby's was really long and hard, but Mr. Morris's was short.","Mr. Colby's was really long and hard, but Mr. Morris's was short.",funny,1
1284,Aim for the Mouth!,Aim for the Mouth!,funny,1
2795,6 year old daughter saw a man in a wheelchair who's leg had been amputated,6 year old daughter saw a man in a wheelchair who's leg had been amputated,not funny,0
1900,Stop playing with it and just put it in already!,Stop playing with it and just put it in already!,funny,1
543,"Yeah, when you suck on it, it gets harder.","Yeah, when you suck on it, it gets harder.",funny,1
1965,"the dentist, I was getting my teeth cleaned","the dentist, I was getting my teeth cleaned",not funny,0
2664,mom talked about how it's interesting how there's so many different size of penises,mom talked about how it's interesting how there's so many different size of penises,not funny,0
2542,I have been having trouble getting them up today but luckily the guys around here are patient.,I have been having trouble getting them up today but luckily the guys around here are patient.,funny,1
229,I knew that was gonna be a good one as it was coming out of my mouth.,I knew that was gonna be a good one as it was coming out of my mouth.,funny,1
3779,boyfriend and I decided to have sex for the first time,boyfriend and I decided to have sex for the first time,not funny,0
22,"Oh, come on! Just stick it in already.","Oh, come on! Just stick it in already.",funny,1
3392,woke up after drunkenly hooking up with a girl who was really into Twilight,woke up after drunkenly hooking up with a girl who was really into Twilight,not funny,0
3252,This is going to be a big one! Here it comes!,This is going to be a big one! Here it comes!,funny,1
501,I'm just going to wrap your meat so it doesn't mix with the eggs.,I'm just going to wrap your meat so it doesn't mix with the eggs.,funny,1
308,I didn't realize it squirted that much,I didn't realize it squirted that much,funny,1
1021,"When I pulled it out, there was white stuff on me.","When I pulled it out, there was white stuff on me.",funny,1
302,was sitting on a park bench with my very elderly grandfather while listening to music at a low volume,was sitting on a park bench with my very elderly grandfather while listening to music at a low volume,not funny,0
276,Tony! When you come use the backdoor,Tony! When you come use the backdoor,funny,1
3308,"Then be quiet, and either spread out, or I'll spread you out myself.","Then be quiet, and either spread out, or I'll spread you out myself.",funny,1
842,whole family was sitting in the kitchen,whole family was sitting in the kitchen,not funny,0
242,"This isn't even fun anymore. Its hot, sticky, and taking too long.","This isn't even fun anymore. Its hot, sticky, and taking too long.",funny,1
3947,walked into my house to find everyone sitting around the table and looking sad,walked into my house to find everyone sitting around the table and looking sad,not funny,0
716,posted a status update on Facebook about how much I liked the Season Finale of NBC's Heroes,posted a status update on Facebook about how much I liked the Season Finale of NBC's Heroes,not funny,0
304,drunk boyfriend thought it would be a good idea to light a firework in the back seat of my car while we were driving down the interstate,drunk boyfriend thought it would be a good idea to light a firework in the back seat of my car while we were driving down the interstate,not funny,0
3173,"my boyfriend was going down on me, he fell asleep right between my legs","my boyfriend was going down on me, he fell asleep right between my legs",not funny,0
2618,"my school, the student council is trying to raise $5000 for Haiti","my school, the student council is trying to raise $5000 for Haiti",not funny,0
895,was spacing out in French class and randomly got an erection,was spacing out in French class and randomly got an erection,not funny,0
2234,awoke to my husband donning a gorilla mask in the middle of the night,awoke to my husband donning a gorilla mask in the middle of the night,not funny,0
538,friend awoke me because I was talking in my sleep,friend awoke me because I was talking in my sleep,not funny,0
2806,It wasn't as big as I thought it'd be.,It wasn't as big as I thought it'd be.,funny,1
3507,was out eating lunch with my parents when my mom complained that I eat too quickly and don't thoroughly chew my food,was out eating lunch with my parents when my mom complained that I eat too quickly and don't thoroughly chew my food,not funny,0
982,I wasn't expecting it to shoot up in my face like that,I wasn't expecting it to shoot up in my face like that,funny,1
2494,"Back in my day they weren't as big, you could get done with them in no time.","Back in my day they weren't as big, you could get done with them in no time.",funny,1
2866,went to the pool,went to the pool,not funny,0
2453,made out with my friend for the first time,made out with my friend for the first time,not funny,0
1373,"hey man, you making my holes bigger?","hey man, you making my holes bigger?",funny,1
2708,went to school in my brand new shirt,went to school in my brand new shirt,not funny,0
748,"woke up to a hand rubbing my very erect penis, and a woman's peppermint breath in my ear","woke up to a hand rubbing my very erect penis, and a woman's peppermint breath in my ear",not funny,0
768,Just give me something to shove in my mouth!,Just give me something to shove in my mouth!,funny,1
1084,How do you do this?!,How do you do this?!,funny,1
2101,sent a text message to my girlfriend telling her how much I wanted to make love to her tonight,sent a text message to my girlfriend telling her how much I wanted to make love to her tonight,not funny,0
891,Keep on blowing.,Keep on blowing.,funny,1
3078,was in the grocery store getting bananas and there was this real hot guy next to me,was in the grocery store getting bananas and there was this real hot guy next to me,not funny,0
3732,was in a store with my dad,was in a store with my dad,not funny,0
2655,was a TA watching the class take a test,was a TA watching the class take a test,not funny,0
2506,man I hope that thing doesn't infect me I don't want to get a shot!,man I hope that thing doesn't infect me I don't want to get a shot!,funny,1
1742,was at my school's spaghetti dinner with my family,was at my school's spaghetti dinner with my family,not funny,0
2746,Are you stiff yet?,Are you stiff yet?,funny,1
3213,omg! we're soo wet!,omg! we're soo wet!,funny,1
2640,Oh that got bigger than I thought,Oh that got bigger than I thought,funny,1
2300,You really need to learn how to screw better.,You really need to learn how to screw better.,funny,1
2004,was on the phone with my best friend who lives out of town,was on the phone with my best friend who lives out of town,not funny,0
346,I went to see Paranormal Activity 2 with my boyfriend,I went to see Paranormal Activity 2 with my boyfriend,not funny,0
3780,"Gaz, stop hitting me with your balls!","Gaz, stop hitting me with your balls!",funny,1
958,"class, I asked my teacher for a rubber","class, I asked my teacher for a rubber",not funny,0
480,"husband ran at me, groaning like a zombie","husband ran at me, groaning like a zombie",not funny,0
3869,boyfriend and I were about to have sex,boyfriend and I were about to have sex,not funny,0
918,made a friend on an online chat,made a friend on an online chat,not funny,0
124,"lost track of time while rocking out, butt-naked, to Kelly Clarkson and Michelle Branch after taking a shower","lost track of time while rocking out, butt-naked, to Kelly Clarkson and Michelle Branch after taking a shower",not funny,0
615,That position looks awkward.,That position looks awkward.,funny,1
1319,"saw a homeless man on the corner, I thought I would be generous and give him some cash","saw a homeless man on the corner, I thought I would be generous and give him some cash",not funny,0
905,"Be careful, I don't want it going off too soon again.","Be careful, I don't want it going off too soon again.",funny,1
1303,at work as a security guard,at work as a security guard,not funny,0
898,"Most of the time I can control, it but today it just came out","Most of the time I can control, it but today it just came out",funny,1
1174,took my cat to the vet,took my cat to the vet,not funny,0
1567,I think I cant swallow it anymore.,I think I cant swallow it anymore.,funny,1
2148,"UGH! I squeezed too hard, and it's gooey and all over my face.","UGH! I squeezed too hard, and it's gooey and all over my face.",funny,1
2065,asked my boyfriend if I could call him love muffin,asked my boyfriend if I could call him love muffin,not funny,0
1332,I hate it when balls come near me.,I hate it when balls come near me.,funny,1
1695,girl and I were chilling in my apartment and things got heated up and we started making out,girl and I were chilling in my apartment and things got heated up and we started making out,not funny,0
706,got a call from my child's preschool saying that Mindy keeps saying she sits on her daddy's lap and plays with his peter,got a call from my child's preschool saying that Mindy keeps saying she sits on her daddy's lap and plays with his peter,not funny,0
2075,"I'm pretty easy to please, you're the hard one","I'm pretty easy to please, you're the hard one",funny,1
2929,"come one man, two straight days will wear a girl out!!","come one man, two straight days will wear a girl out!!",funny,1
489,went out to eat dinner with my family to celebrate my 18th birthday,went out to eat dinner with my family to celebrate my 18th birthday,not funny,0
2350,had to play the role of superman in a production on stage,had to play the role of superman in a production on stage,not funny,0
1892,went on a drive with my girlfriend when we went past a 'Dead End' sign,went on a drive with my girlfriend when we went past a 'Dead End' sign,not funny,0
2964,was leaving to go over to a friend's and my parents suddenly ask if I'm gay,was leaving to go over to a friend's and my parents suddenly ask if I'm gay,not funny,0
1379,daughter came up to me crying,daughter came up to me crying,not funny,0
92,How much wetter can you possibly want it?!,How much wetter can you possibly want it?!,funny,1
2078,"simply start at the base of the rump, rubbing your way out, and follow it to it's natural conclusion.","simply start at the base of the rump, rubbing your way out, and follow it to it's natural conclusion.",funny,1
587,happy hour specials,happy hour specials,funny,1
685,something about it being ultra thick just makes it that much more filling.,something about it being ultra thick just makes it that much more filling.,funny,1
2843,Why is everyone going so deep today,Why is everyone going so deep today,funny,1
2552,boyfriend was going down on me,boyfriend was going down on me,not funny,0
1432,boyfriend asked me to meet his parents over Christmas,boyfriend asked me to meet his parents over Christmas,not funny,0
2385,squeeze it hard..massage it...pull it till all the color comes out...yes it can get a little dirty,squeeze it hard..massage it...pull it till all the color comes out...yes it can get a little dirty,funny,1
621,was volunteering at a nursing home calling bingo numbers,was volunteering at a nursing home calling bingo numbers,not funny,0
1808,Ew it's all wet and sticky!,Ew it's all wet and sticky!,funny,1
1953,just stick them in any of the holes!,just stick them in any of the holes!,funny,1
2920,nine year old son went around telling everyone that me and my husband had a foursome last month,nine year old son went around telling everyone that me and my husband had a foursome last month,not funny,0
154,Does he really need to back up that far to pull out?,Does he really need to back up that far to pull out?,funny,1
3536,woke up happier than I've ever been because last night I hooked up with the girl I have loved for almost a year and I thought I would never get with her,woke up happier than I've ever been because last night I hooked up with the girl I have loved for almost a year and I thought I would never get with her,not funny,0
890,went to the doctor with my parents,went to the doctor with my parents,not funny,0
3924,"was in the bathroom at the mall, when a homeless man came in mumbling to himself","was in the bathroom at the mall, when a homeless man came in mumbling to himself",not funny,0
3671,I still have the flavor of your nuts on my tongue!,I still have the flavor of your nuts on my tongue!,funny,1
541,"work, my ipod was stolen from my desk when I was away","work, my ipod was stolen from my desk when I was away",not funny,0
2482,went to Knott's Berry Farm with my girlfriend,went to Knott's Berry Farm with my girlfriend,not funny,0
2696,visited home,visited home,not funny,0
3905,"asked my boyfriend in a sexy way What should we do now, honey? He answered, Suck my dick? I said I was thinking of something more","asked my boyfriend in a sexy way What should we do now, honey? He answered, Suck my dick? I said I was thinking of something more",not funny,0
1991,bought a new mailbox to replace the old one that was stolen,bought a new mailbox to replace the old one that was stolen,not funny,0
3527,There's two sizes of holes and it will only fit in the one. Make sure you get it right!,There's two sizes of holes and it will only fit in the one. Make sure you get it right!,funny,1
2137,wife got the flu.,wife got the flu.,not funny,0
1317,My biggest fear is that it's going to get into my eyes.,My biggest fear is that it's going to get into my eyes.,funny,1
3694,Pull it out! Pull it out!,Pull it out! Pull it out!,funny,1
666,"Arby's, there were two cute guys behind me in line","Arby's, there were two cute guys behind me in line",not funny,0
436,house was broken into,house was broken into,not funny,0
296,texted my girlfriend and told her I was mowing my lawn.,texted my girlfriend and told her I was mowing my lawn.,not funny,0
500,and my mother were driving through Del Taco,and my mother were driving through Del Taco,not funny,0
2183,had one more gift to buy: a copy of 'Fight Club',had one more gift to buy: a copy of 'Fight Club',not funny,0
1129,can you help me with this? I can't get my hand around it.,can you help me with this? I can't get my hand around it.,funny,1
3376,It's too big for my mouth.,It's too big for my mouth.,funny,1
936,did some math,did some math,not funny,0
1094,was talking to my hot neighbor,was talking to my hot neighbor,not funny,0
3691,was at a party when I got covered in the liquid from a glow stick,was at a party when I got covered in the liquid from a glow stick,not funny,0
2656,You guys just keep coming.,You guys just keep coming.,funny,1
2631,"Oh my god, this just keeps getting harder and harder!","Oh my god, this just keeps getting harder and harder!",funny,1
1078,was baking cookies,was baking cookies,not funny,0
2175,found out that doctors can be wrong,found out that doctors can be wrong,not funny,0
443,"ewww its all dirty, i dont wanna lick that","ewww its all dirty, i dont wanna lick that",funny,1
2902,this is starting to hurt my ass can we switch positions.,this is starting to hurt my ass can we switch positions.,funny,1
1380,"an effort to seduce my husband, I laid in bed caressing myself","an effort to seduce my husband, I laid in bed caressing myself",not funny,0
2242,was supposed to catch a 4:40 flight to New York,was supposed to catch a 4:40 flight to New York,not funny,0
3197,went to the mall with my daughter,went to the mall with my daughter,not funny,0
3253,"it's not that big, stick it in your mouth and suck it till the juice comes out","it's not that big, stick it in your mouth and suck it till the juice comes out",funny,1
799,Just try blowing harder,Just try blowing harder,funny,1
2327,i'm still waiting for it to go in,i'm still waiting for it to go in,funny,1
2531,i was just about to come and then you knocked,i was just about to come and then you knocked,funny,1
2382,Pull out now?? In our moment of triumph??,Pull out now?? In our moment of triumph??,funny,1
1390,Mmmm it's so juicy.,Mmmm it's so juicy.,funny,1
1037,found out that my best friend kisses me while I sleep,found out that my best friend kisses me while I sleep,not funny,0
3775,I can only eat a six inch,I can only eat a six inch,funny,1
306, it's to long. i don't know if this will work. It's just shaped so weirdly i don't know how they got it in here, it's to long. i don't know if this will work. It's just shaped so weirdly i don't know how they got it in here,funny,1
10,was my boyfriends birthday and I saw he was logged in on ooVoo,was my boyfriends birthday and I saw he was logged in on ooVoo,not funny,0
14,It's so thick I can't get my hands around it.,It's so thick I can't get my hands around it.,funny,1
402,I heard you breathing. That's how I knew you were coming.,I heard you breathing. That's how I knew you were coming.,funny,1
1363,"walked past a building site near my house, there was a sign saying WARNING - Beware of the scaffolding","walked past a building site near my house, there was a sign saying WARNING - Beware of the scaffolding",not funny,0
4,"Oh no, she's going in with no protection!","Oh no, she's going in with no protection!",funny,1
2441,"went to a bookstore and asked the sales woman,Where's the self-help section? She said if she told me, it would defeat the purpose","went to a bookstore and asked the sales woman,Where's the self-help section? She said if she told me, it would defeat the purpose",not funny,0
3385,was walking through the park eating fries,was walking through the park eating fries,not funny,0
3117,my two-year anniversary I got my girlfriend a very expensive diamond necklace,my two-year anniversary I got my girlfriend a very expensive diamond necklace,not funny,0
981,"teacher turned around from the blackboard and screamed, Stop chewing your gum like a cow! That wasn't so bad","teacher turned around from the blackboard and screamed, Stop chewing your gum like a cow! That wasn't so bad",not funny,0
2780,husband and I were having sex in the shower while our 5-year old was sleeping,husband and I were having sex in the shower while our 5-year old was sleeping,not funny,0
3485,went to the pharmacy to purchase a brace for my sprained wrist,went to the pharmacy to purchase a brace for my sprained wrist,not funny,0
3871,"dangit, it fell out. I can't get it back in.","dangit, it fell out. I can't get it back in.",funny,1
1819,"to my boyfriend about each others families, we noticed we both had an aunt with the same name","to my boyfriend about each others families, we noticed we both had an aunt with the same name",not funny,0
1936,"boyfriend, who is a great cook, decided to try his hand at baking","boyfriend, who is a great cook, decided to try his hand at baking",not funny,0
473,"Alright Justin, what am I doing wrong here, help me out cause it shouldn't take this long.","Alright Justin, what am I doing wrong here, help me out cause it shouldn't take this long.",funny,1
1032,"Do that thing with your fingers, it needs to be a little larger.","Do that thing with your fingers, it needs to be a little larger.",funny,1
2457,boyfriend gave me a card for my birthday and told me to open it 10 minutes after he leaves,boyfriend gave me a card for my birthday and told me to open it 10 minutes after he leaves,not funny,0
953,boyfriend came up with this thrillingly romantic proposal: â€œIâ€™m paying way too much income tax,boyfriend came up with this thrillingly romantic proposal: â€œIâ€™m paying way too much income tax,not funny,0
3873,the smallest I'll go for is 3.5 inches.,the smallest I'll go for is 3.5 inches.,funny,1
1602,was buying an expensive pillow for my mother from a store clerk who wouldn't stop staring at my boobs,was buying an expensive pillow for my mother from a store clerk who wouldn't stop staring at my boobs,not funny,0
3004,okay i have to stop this my fingers are getting numb.,okay i have to stop this my fingers are getting numb.,funny,1
2917,It is so big I have to use both hands.,It is so big I have to use both hands.,funny,1
2062,asked my boyfriend while he was eating potato chips if he wanted to eat me,asked my boyfriend while he was eating potato chips if he wanted to eat me,not funny,0
2816,car broke down,car broke down,not funny,0
3761,"Dude, why'd you just stop randomly?","Dude, why'd you just stop randomly?",funny,1
1957,I'm going to finish this sausage....yummy.,I'm going to finish this sausage....yummy.,funny,1
575,"Haha don't bend over, or you'll be screwed!","Haha don't bend over, or you'll be screwed!",funny,1
836,just grab it and shove it up there,just grab it and shove it up there,funny,1
290,"It seemed like it would be easy to do, but it was just so hard! And after all that he didn't even like what I did so I had to do it again!","It seemed like it would be easy to do, but it was just so hard! And after all that he didn't even like what I did so I had to do it again!",funny,1
2737,Have you tried taking it out and putting it back in?,Have you tried taking it out and putting it back in?,funny,1
3633,I'm super sticky (I'm an art student and had been messing with glue all day) I'm dripping wet and the worst part is I assumed it wouldn't come until later on!,I'm super sticky (I'm an art student and had been messing with glue all day) I'm dripping wet and the worst part is I assumed it wouldn't come until later on!,funny,1
