sentence,label,idx
The Exploding Toilet and Other Emergency Room Folklore,1,458
Controversial issues of optimal surgical timing and patient selection in the treatment planning of otosclerosis,0,2374
Long-term trends in human eye blink rate,1,428
"Attention, automaticity, and awareness in synesthesia.",0,3279
Characterization of hangover following intravenous alcohol exposure in social drinkers: methodological and clinical implications.,1,1078
Knowledge Based Solution Strategies in Medical Reasoning,0,3040
Cross-fostering in gray wolves (Canis lupus lupus).,1,347
Dental Esthetics and the Golden Proportion.,1,747
Increased incidence of cytomegalovirus disease after autologous CD34-selected peripheral blood stem cell transplantation.,0,2623
Didgeridoo Playing as Alternative Treatmentfor Obstructive Sleep Apnoea Syndrome: Randomised Controlled Trial,1,862
Improved Perceptual Learning by Control of Extracellular GABA Concentration by Astrocytic Gap Junctions,0,3159
Regional variability of aquatic pattern in braided reaches (example of the French Rh�ne basin),0,3395
Comparison of methodologies for field measurement of net nitrogen mineralisation in arable soils,0,1761
Apolipoprotein E in Guamanian amyotrophic lateral sclerosis/ parkinsonism-dementia complex: genotype analysis and relationships to neuropathological changes,0,2955
Honey Bee Sting Pain Index by Body Location,1,142
"Semantic, lexical, and phonological influences on the production of verb inflections in agrammatic aphasia",0,3050
Territorial Spacing on a Beach.,1,863
"The ""drinking-buddy"" scale as a measure of para-social behavior.",1,928
"Female morphology, web design, and the potential for multiple mating in Nephila clavipes: do fat bottomed girls make the spider world go round?",1,1079
Synovial Sarcoma in the Foot of a 5-Year-Old Child,0,2403
High-resolution mass spectrometry will dramatically change our drug-discovery bioanalysis procedures.,0,2375
Multiple domestications of the Mesoamerican gene pool of lima bean (Phaseolus lunatus L.): evidence from chloroplast DNA sequences,0,1733
Neurobehavioral performance in human volunteers during inhalation exposure to the unpleasant local irritant cyclohexylamine.,1,508
Why is the driver rarely motion sick? The role of controllability in motion sickness.,1,956
Variation in Temporal Measures of Swallowing: Sex and Volume Effects,0,2528
Comprehensive Assessment of Coronary Artery Disease in Sports-Related Sudden Cardiac Arrest.,0,2227
Propranolol Degrades Memory Reconsolidation in Conditions of Single and Multiple Combinations of Tones with Pain,0,2837
The Weighted Airman Promotion System. Standardizing Test Scores.,1,1162
"Worry, Anhedonic Depression, and Emotional Styles",0,2782
Alteration of the platelet serotonin transporter in romantic love,1,176
Beetles on the Bottle: Male Buprestids Mistake Stubbiesfor Females (Coleoptera),1,122
The Psychotic Patient as Security Guard.,1,1621
Parameters of Components N2 and P3 of the Auditory Cognitive Evoked Potentials in Musicians and Non-musicians,0,3189
Temporal binding within and across events,0,2944
An Assessment of Human Performance in Stabbing.,1,1526
Electrophysiological and Behavioral Responses of a Cuban Population of the Sweet Potato Weevil to its Sex Pheromone,0,1885
The Air-Conditioning Capacity of the Human Nose.,1,567
Nest sanitation through defecation: antifungal properties of wood cockroach feces.,1,559
Prolonged chewing at lunch decreases later snack intake.,1,207
Mother-offspring recognition in the domestic cat: Kittens recognize their own mother's call.,1,1311
An unusual clinical presentation of ocular trauma in a child,0,2477
From urethra with shove: Bladder foreign bodies. A case report and review,1,1249
"New Functions and Applications of Walter, the Sweating Fabric Manikin",1,227
Let me tell you about bedpans,1,1431
"If You Drop It, Should You Eat It? Scientists Weigh In on the 5-Second Rule",1,171
Jesus at School,1,1033
Visualization of peripheral nerve degeneration and regeneration: Monitoring with diffusion tensor tractography,0,3008
"Comparative oogenesis in cardinal fishes (Apogonidae, Perciformes), with special focus on the adaptive structures of the egg envelopes",0,1795
The Psychobiology of the Near Miss in Fruit Machine Gambling.,1,270
Calcineurin Regulates M Channel Modal Gating in Sympathetic Neurons,0,2916
Split chimerism after allogeneic bone marrow transplantation in ChediakHigashi syndrome,0,2366
Beauty Queens and Battling Knights: Risk Taking and Attractiveness in Chess,1,1365
When baby's mother is also grandma-and sister,1,851
Expression of NMDA receptor-dependent LTP in the hippocampus: bridging the divide,0,3286
The Path of a Fly Collector,1,136
Tinder Lies,1,795
Fetal Load and the Evolution of Lumbar Lordosis in Bipedal Hominins,1,65
End-to-end performance of dual-hop semi-blind relaying systems with partial relay selection,0,2105
Optimizing of thienopyridine therapy by multiple electrode platelet aggregometry in clopidogrel low responders undergoing PCI,0,2479
Parachute Use to Prevent Death and Major Trauma Related to Gravitational Challenge: Systematic Review of Randomised Controlled Trials,1,850
Distinction Between Heating Rate and Total Heat Absorption in the Microwave-Exposed Mouse.,1,300
The Splenic Snood: An Improved Approach for the Management of the Wandering Spleen,1,821
The odors of the human vagina.,1,887
The Effect of Background Music in Shark Documentaries on Viewers' Perceptions of Sharks,1,1204
Saliva from cheese bite yields DNA profile of burglar: a case report.,1,759
Flower and seed production in a series of flowerings from sporadic events before to after mass flowering of the dwarf bamboo Sasa veitchii var. hirsuta,0,1757
Hyperkinetic disorders and loss of synaptic downscaling,0,3352
Panti-Girdle Syndrome,1,415
Friends don't let friends eat cookies: Effects of restrictive eating norms on consumption among friends,1,1044
Did the Ichthyosaurs Explode? A Forensic-medical Contribution to the Taphonomy of Ichthyosaurs,1,1038
Tetraploid wheat crossability with rye (Secale),0,3407
On Drying of Laundry.,1,744
On the Problem of Oscillatory Walk of Automatic Washing Machines.,1,477
Necessary and Sufficient Conditions for Bang-Bang Control,1,966
"Landscape Distribution of Microbial Activity in the McMurdo Dry Valleys: Linked Biotic Processes, Hydrology, and Geochemistry in a Cold Desert Ecosystem",0,1762
Get me out of this slump! Visual illusions improve sports performance.,1,1304
Sexy Faces in a Male Paper Wasp,1,1301
Role of Magical Thinking in Obsessive-Compulsive Symptoms in an Undergraduate Sample,1,763
Why is intelligence correlated with semen quality? Biochemical pathways common to sperm and neuron function and their vulnerability to pleiotropic mutations,1,1694
Correlation of Ear Length with Age in Japan,1,1644
The Circumcision of Jesus Christ.,1,1291
Effect of housing rats within a pyramid on stress parameters.,1,272
"Multi-Resolution Analysis of Divine Sound ""OM"" Using Discrete Wavelet Transform.",1,1380
The Mechanics of Large Bubbles Rising Through Liquids and Through Liquids in Tubes.,1,370
Using Economic Evaluations to Make Formulary Coverage Decisions,0,2233
Defoliation Affects Chemical Defenses in All Plant Parts of Rye Seedlings,0,2668
Genotyping-by-sequencing reveals the origin of the Tunisian relatives of cultivated carrot (Daucus carota),0,1917
Deathly drool: evolutionary and ecological basis of septic bacteria in Komodo dragon mouths.,1,721
Human reconsolidation does not always occur when a memory is retrieved: The relevance of the reminder structure,0,3206
"Two new species of the Aenictus wroughtonii species group (Hymenoptera, Formicidae, Dorylinae) from Thailand",0,1768
Hairy elbows - A case study.,1,673
Controlled variables: psychology as the center fielder views it,1,1115
Effects of the Handle Diameter and Tip Angle of Chopsticks on the Food-serving Performance of Male Subjects,1,656
Utilisation of a Sperm Quality Analyser to Evaluate Sperm Quantity and Quality of Turkey Breeders,1,1319
Don't forget about levels of explanation,0,2863
Distribution of dipeptide repeat proteins in cellular models and C9orf72 mutation cases suggests link to transcriptional silencing,0,2715
Anatomic variations in the left gastric vein and their clinical significance during laparoscopic gastrectomy,0,2165
Getting neural circuits into shape with semaphorins,0,3330
Action observation training modifies brain gray matter structure in healthy adult individuals,0,2786
"Harassing, Annoying, and ""Bad Guy"" Identifying Chemicals",1,110
Can People Distinguish Pate From Dog Food?,1,999
I'm Waiting for the Band: Protraction and Provocation at Rock Concerts.,1,230
Screening for anxiety and depression in early adolescence.,0,3252
Smelly feet are not always a bad thing: the relationship between cyprid footprint protein and the barnacle settlement pheromone.,1,701
Tanner Stage 4 Breast Development in Adults: Forensic Implications,1,1477
"Unpopular, overweight, and socially inept: reconsidering the stereotype of online gamers.",1,1588
Stereopsis and binocular rivalry are based on perceived rather than physical orientations,0,3090
Learning curves for endobronchial ultrasound using cusum analysis.,0,2473
Neurochemical modulation of repetition suppression and novelty signals in the human brain,0,3321
Functional gallbladder and sphincter of oddi disorders.,0,2632
Two P300 generators in the hippocampal formation.,0,3023
Quantitative chimerism: an independent acute leukemia prognosis indicator following allogeneic hematopoietic SCT,0,2474
Apparent Inadequacy of Tail-loss Figures as Estimates of Predation upon Lizards,1,1300
Digit Ratio (2D:4D) in Homosexual and Heterosexual Men from Austria,1,714
"Imaginary figures of early childhood: santa claus, easter bunny, and the tooth fairy",1,315
Acute management of the zipper-entrapped penis.,1,120
Attempted Suicide or Hitting the Nail on the Head: Case Report.,1,1397
Retrograde and anterograde transport of HIV protein gp120 in the nervous system,0,2701
Rhesus monkey brain development during late infancy and the effect of phencyclidine: A longitudinal MRI and DTI study,0,2673
Frontal connections and cognitive changes in normal aging rhesus monkeys: A DTI study,0,3384
The relevance effect and conditionals,0,3240
Open-Switch Fault Detection Method of a Back-to-Back Converter Using NPC Topology for Wind Turbine Systems,0,1937
Honesty when lighting votive candles in church: an informal look.,1,1337
Thermal Asymmetry of the Human Scrotum,1,1703
Effects of mulching withAzadirachta indica andAlbizia lebbeck leaves on the yield of sorghum under semi-aird conditions in Burkina Faso,0,1764
An In-Depth Analysis of a Piece of Shit: Distribution of Schistosoma mansoni and Hookworm Eggs in Human Stool,1,1491
Memory and Addiction Shared Neural Circuitry and Molecular Mechanisms,0,2813
"Immunophenotypic, Cytogenetic and Clinical Features in Chinese Adult Acute Lymphoblastic Leukaemia (ALL) Patients.",0,2175
Pirational Choice: The economics of Infamous Pirate Practices.,1,911
Was Saint Paul struck blind and converted by lightning?,1,943
Triggering of balance corrections and compensatory strategies in a patient with total leg proprioceptive loss,0,3077
Breakdancing: a new risk factor for scarring hair loss,1,1099
"Psychology and ""the Babe""",1,1502
London and Edinburgh Vacuum Tunnel Company Capital 90 000 Sterling.,1,832
Dopaminergic modulation of impulsive decision making in the rat insular cortex,0,3133
How (Not) to Communicate New Scientific Information: A Memoir of the Famous Brindley Lecture.,1,216
Quantification of the Shape of Handwritten Characters: A Step to Objective Discrimination Between Writers Based on the Study of the Capital Character O.,1,393
Dung Beetles Use the Milky Way for Orientation,1,28
"Secret Life: Firsthand, Documented Accounts of UFO Abductions",1,753
The way of the samurai snail.,1,479
"Electrogastrography prior to and following total gastrectomy, subtotal gastrectomy, and gastric tube formation",0,2290
Measuring the cost of reproduction,0,1726
Information Concentration Along the Boundary Contours of Naturally Shaped Solid Objects.,1,910
Geometric analysis of soft thresholds in action potential initiation and the consequences for understanding phase response curves and model tuning,0,3002
Energy Expenditure during Sexual Activity in Young Healthy Couples,1,620
Understanding the benefits of musical training: effects on oscillatory brain activity.,0,3174
Robust Recovery of Signals From a Structured Union of Subspaces,0,2079
Long-term follow-up after coronary stenting with the sirolimus-eluting stent in clinical practice: results from the prospective multi-center German Cypher Stent Registry,0,2658
Orbicules in Flowering Plants: A Phylogenetic Perspective on their Form and Function,0,1785
"Shouting and Cursing While Driving: Frequency, Reasons, Perceived Risk and Punishment",1,133
Skipping and Hopping of Undergraduates: Recollections of When and Why.,1,284
The effect of visual obstructions on the sexual behaviour of guppies: the importance of privacy,0,1841
Experimentally based description of harp plucking.,1,564
An Eiffel Penetrating Head Injury,1,922
"Phosphorus Supply Alters Tuber Composition, Flower Production, and Mycorrhizal Responsiveness of Container-grown Hybrid Zantedeschia",0,1830
Toxic sock syndrome,1,970
Single and multiple resistance QTL delay symptom appearance and slow down root colonization by Aphanomyces euteiches in pea near isogenic lines,0,1767
Children's Perceptions of Peer Reputations and Their Social Reputations Among Peers,1,914
"Knowledge, Attitude and Practice regarding Dandruff among Soldiers",1,1110
Transient electro-oculogram impairment in unilateral acute idiopathic maculopathy,0,2162
Outcome of pulmonary vein isolation ablation for paroxysmal atrial fibrillation: predictive role of left atrial mechanical dyssynchrony by speckle tracking echocardiography,0,2373
Tooth-brushing epilepsy with ictal orgasms.,1,724
Unusual Presentations of Infectious Diseases,0,2361
Choices from Identical Options.,1,1424
The emergence of insects from a British River warmed by power station cooling-water,0,1820
Effects of Exposure to a Mobile Phone on Sexual Behavior in Adult Male Rabbit: An Observational Study.,1,1028
the hazards of Halloween,1,598
Comparative multivariate analysis of biometric traits of West African Dwarf and Red Sokoto goats,0,1832
A Method for Predicting Psychological Response to Meaningless Random Noise Based on Fuzzy System Model,1,998
Intercerebellar Coupling Contributes to Bimanual Coordination,0,2693
Composition of the fauna and the communities structure of the Cicadina (Homoptera) in the lowland Trans-Volga woodlands,0,3396
Paradoxical vascularfibrotic reaction after intravitreal bevacizumab for retinopathy of prematurity,0,2714
"Sloth Hair as a Novel Source of Fungi with Potent Anti-Parasitic, Anti-Cancer and Anti-Bacterial Bioactivity",1,1274
"The psychology, biology and Pedagogy of Genius",1,654
Jealousy and mutilation: nose-biting as retribution for adultery,1,1325
QTL mapping of downy and powdery mildew resistances in PI 197088 cucumber with genotyping-by-sequencing in RIL population,0,1847
A static contact angle algorithm and its application to hydrophobicity measurement in silicone rubber corona aging test,0,2044
Leakage Current Analysis of Nitride-Based Photodetectors by Emission Microscopy Inspection,0,2071
The longevity of Baseball Hall of Famers compared to other players,1,668
Why Barbie is perceived as beautiful.,1,879
Reply: Considerations When Evaluating Cost-Effectiveness Analyses of Novel Stroke Prevention Therapies.,0,2163
"Please, sir, pull down your socks!",1,341
Peripartum cocaine use and postpartum myocardial infarction.,0,2433
More clarity needed for contraceptive mobile app Pearl Index calculations.,0,2184
"Distinct neural mechanisms underlie the success, precision, and vividness of episodic memory",0,2778
The Organization of Santa: Fetishism Ambivalence and Narcissism,1,1534
Adolescent Gambling on Fruit Machines.,1,1161
Activation of the middle fusiform 'face area' increases with expertise in recognizing novel objects,0,3096
Hidden Hazards of Cremation,1,519
Differential associations of metabolic risk factors on cortical thickness in metabolic syndrome,0,3055
Ping-Pong-Ball Indentation of the Skull Without Fracture.,1,767
Familial Sinistrals Avoid Exact Numbers,1,1649
The Conduction Characteristics of a 700 V Lateral Insulated-Gate Bipolar Transistor in a Junction Isolation Technology,0,1963
Head hunting and hair witchcraft (Mummies 2),1,907
Mean-square stability analysis of discrete-time stochastic Markov jump recurrent neural networks with mixed delays,0,3280
"SPECT imaging of the stomach: comparison with barostat, and effects of sex, age, body mass index, and fundoplication",0,2646
A new Raspy Cricket from the northern Australian Rainforests (Orthoptera: Gryllacrididae),0,3397
Another look at baseball player initials and longevity,1,839
Postmortale Evaluation des kornealen Astigmatismus nach Astigmatismus-orientierter perforierender Keratoplastik (AOpKP),0,2232
Singing the national anthem at major league baseball stadiums raises awareness of ALS,1,1050
Economic Insecurity Increases Physical Pain,1,1198
Cross-species approaches to cognitive neuroplasticity research,0,2913
"Presence of anti-Leishmania (Viannia) braziliensis antibodies in blood donors in the West-Central region of the State of Paraná, Brazil.",0,2435
Sword Swallowing and Its Side Effects.,1,108
Real conversations with artificial intelligence: A comparison between human-human online conversations and human-chatbot conversations,0,2854
"Eighteen novel microsatellite markers for the Chinese sea perch, Lateolabrax maculatus",0,1791
Influence of frequent and long-term consumption of legume seeds on excretion of intestinal gases.,1,1082
Bottoms Up! The Influence of Elongation on Pouring and Consumption Volume.,1,1504
Ear Asymmetry in Telephone-Listening Behavior.,1,732
Speed and Endurance of the Coyote,1,1269
Use of Computational Modeling to Inform tDCS Electrode Montages for the Promotion of Language Recovery in Post-stroke Aphasia,0,3034
The Nose of the Jew and the Quadratus Labii Superioris Muscle,1,239
Studies on the phagocytic activity of the reticuloendothelial system (RES) to rough and smoothEscherichia coli in young conventional and germfree guinea pigs,0,2204
Can Package Size Accelerate Usage Volume.,1,1371
"Das Klinische Ethik-Komitee (KEK) im Spannungsfeld zwischen Krankenhaus-Zertifizierung, Moralpragmatik und wissenschaftlichem Anspruch",0,2463
Interruptions in Political Interviews: The Debate Ends?,1,1282
Development and application of PCR markers specific to the 1Ns chromosome of Psathyrostachys huashanica Keng with leaf rust resistance,0,1750
Metal Detectors: An Alternative Approach to the Evaluation of Coin Ingestions in Children?,1,1486
In the slammer: the myth of the prison in American gay pornographic video.,1,1268
A comparative ultrastructural analysis of exine pattern development in wild-typeArabidopsis and a mutant defective in pattern formation,0,2351
Pyramidisieren von Schorfresistenzen in der Apfelzüchtung,0,1754
The Darwin Awards: sex differences in idiotic behaviour,1,913
Not Another Meeting! Are Meeting Time Demands Related to Employee Well-being?,1,205
On the Sum Coloring Problem on Interval Graphs,0,1960
Effects of intensive cell phone (Philips Genic 900) use on the rat kidney tissue,1,488
Kangaroo Care: Not a Useless Therapy,1,439
Who's Watching? The Market for Prostitution Services.,1,245
Six Inches from the Presidency: The Gary Hart Jokes as Public Opinion.,1,610
An improved family of estimators of finite population mean based on the auxiliary attribute,0,2065
"Rumination: One Construct, Many Features in Healthy Individuals, Depressed Individuals, and Individuals with Lupus",0,2918
Long-Term Predictors of Aortic Root Dilation and Aortic Regurgitation After Arterial Switch Operation,0,2543
"Spawning Behavior and Biparental Egg Care of the Crosshatch Triggerfish, Xanthichthys mento (Balistidae)",0,1769
The antidepressant effects of ventromedial prefrontal cortex stimulation is associated with neural activation in the medial part of the subthalamic nucleus,0,2808
Comparison of pain syndromes associated with nervous or somatic lesions and development of a new neuropathic pain diagnostic questionnaire (DN4),0,2964
How choice modifies preference: Neural correlates of choice justification,0,3276
Virtual Synchronous Generator Control of Full Converter Wind Turbines With Short-Term Energy Storage,0,2059
Interplanetary space flight compared with fetal/neonatal motor strategy: Theoretical and practical implications.,1,1080
The Influence of Moisture Content on the Rheological Properties of Processed Cheese Spreads.,1,1356
Differential contributions of the globus pallidus and ventral thalamus to stimulusresponse learning in humans,0,3057
Need for Power and Affective Response to Negative Audience Reaction to an Extemporaneous Speech.,1,427
"The role of personality traits in Facebook and Internet addictions: A study on Polish, Turkish, and Ukrainian samples",0,3236
The effect of cortisol on emotional responses depends on order of cortisol and placebo administration in a within-subject design,0,3078
Bunch by Bunch Intensity Monitor for Fermilab Main Ring,0,1998
"The Facial Width-to-Height Ratio Predicts Sex Drive, Sociosexuality, and Intended Infidelity",1,944
"Inducible ablation of dopamine D2 receptors in adult mice impairs locomotion, motor skill learning and leads to severe parkinsonism",0,3231
Totally laparoscopic pylorus-preserving gastrectomy for early gastric cancer in the middle stomach: technical report and surgical outcomes,0,2269
Affinity purification of two populations of antibodies against format determinants of synthetic myelin basic protein peptide S82 from S82-AH- and S82-CH-Sepharose 4B columns,0,3054
Solar Eclipse and Suicide,1,813
Leftovers from the Ham Sandwich Theorem.,1,460
The renewal of humanism in psychotherapy: summary and conclusion.,0,3145
"Methylation-based enrichment facilitates low-cost, noninvasive genomic scale sequencing of populations from feces",1,934
Women selectively guard their (desirable) mates from ovulating women.,1,304
The Cause and Treatment of Idiopathic Pruritus Ani.,1,1139
Second to Fourth Digit Ratio and Male Ability in Sport: Implications for Sexual Selection in Humans,1,677
Activation and sensitization of C and Aδ afferent fibers mediated by P2X receptors in rat dorsal skin,0,2796
Neural correlates of interspecies perspective taking in the post-mortem Atlantic Salmon: An argument for multiple comparisons correction,1,145
Securing Paternity by Mutilating Female Genitalia in Spiders,1,1277
"Language, memory, and the cerebellum",0,3266
Nasal Packing with Strips of Cured Pork as Treatment for Uncontrollable Epistaxis in a Patient with Glanzmann Thrombasthenia,1,42
Effects of perceived affectionless control parenting on working models of the self and other,0,3247
"Intensity-dependent effects of repetitive anodal transcranial direct current stimulation on learning and memory in a rat model of Alzheimer""s disease",0,3262
Good Samaritan Surgeon Wrongly Accused of Contributing to President Lincoln's Death: An Experimental Study of the President's Fatal Wound,1,1461
"Effects of Applied Mechanical Uniaxial and Biaxial Tensile Strain on the Flatband Voltage of (001), (110), and (111) MetalOxideSilicon Capacitors",0,1959
Public health surveillance of dental pain via Twitter.,1,1479
CD38 in the nucleus accumbens and oxytocin are related to paternal behavior in mice,0,3005
The role of dysfunctional attitudes in models of negative symptoms and functioning in schizophrenia,0,2976
Use of Fluoxetine to Treat Dominance Aggression in Dogs,1,1183
A funny thing happened on the way to the scanner: humor detection correlates with gray matter volume,1,1425
"Can Sexual Intercourse Be an Alternative Therapy for Distal Ureteral Stones? A Prospective, Randomized, Controlled Study.",1,1265
Birth month and suicide among major league baseball players,1,1381
Denim clothing reduces venom expenditure by rattlesnakes striking defensively at model human limbs.,1,391
Stool form scale as a useful guide to intestinal transit time.,1,1604
Effects of anisomycin on inhibitory avoidance in male and female CD1 mice.,0,3140
"Clitorally Stimulated Orgasms Are Associated With Better Control of Sexual Desire, and Not Associated With Depression or Anxiety, Compared With Vaginally Stimulated Orgasms",1,1676
Supraspinal and segmental signals can be transmitted through separate spinal cord pathways to enhance locomotor activity in extensor muscles in the cat,0,2947
Factors Associated with Penile Amputation in Thailand,1,252
False Loop Detection in the IEEE 1394 Tree Identify Phase,0,2053
Covert sexual signaling: human flirtation and implications for other social species.,1,358
Oxygen consumption of post-smolt Atlantic salmon during crowding and handling stress,0,1898
Modelling progressive autonomic failure in MSA: where are we now?,0,3214
Fracture Penis: A Case More Heard about than Seen in General Surgical Practice,1,1272
"Stool Substitute Transplant Therapy for the Eradication of Clostridium difficile Infection: ""RePOOPulating"" the Gut",1,233
"Road rage behaviour and experiences of rickshaw drivers in Rawalpindi, Pakistan.",1,611
The heterogeneity of follicular lymphomas: from early development to transformation,0,2663
The effect of repeated bouts of backward walking on physiologic efficiency.,1,1400
Reduction of Common-Mode Voltage in Multiphase Two-Level Inverters Using SPWM With Phase-Shifted Carriers,0,2115
The Treatment of Suppurative Chronic Wounds with Maggot Debridement Therapy.,1,938
Spook house sporotrichosis. A point-source outbreak of sporotrichosis associated with hay bale props in a Halloween haunted-house,1,782
"Parrotfish predation on live coral: ""spot biting"" and ""focused biting""",0,1862
Does Knuckle Cracking Lead to Arthritis of the Fingers?,1,69
The eyes and ears are visual indicators of attention in domestic horses.,1,994
Tailored versus realistic geometry in the inverse problem of electrocardiography,0,2018
Morphologic Patterns of Lip Prints in a Portuguese Population: A Preliminary Analysis,1,1186
Magnetic resonance imaging in the evaluation of non-ischemic cardiomyopathies: Current applications and future perspectives,0,2595
Systematic Review and Meta-Analysis of Enucleation Versus Standardized Resection for Small Pancreatic Lesions,0,2249
"Water Sources and Hydrodynamics of Closed-Basin Depressions, Cook Inlet Region, Alaska",0,1882
Randomized comparison of everolimus-eluting stent versus sirolimus-eluting stent implantation for de novo coronary artery disease in patients with diabetes mellitus (ESSENCE-DIABETES): results from the ESSENCE-DIABETES trial.,0,2399
Task force 9: training in the care of adult patients with congenital heart disease.,0,2525
Blood and Tissue Spatter Associated with Chainsaw Dismemberment.,1,1375
The Sexual Unification of Germany.,1,1497
Beautiful Parents Have More Daughters: A Further Implication of the Generalized Trivers-Willard Hypothesis (gTWH).,1,1445
Visual search strategies of baseball batters: eye movements during the preparatory phase of batting,1,1554
A triarchical model of batting abilities: applying psychological statistics to baseball,1,637
Animal or plant: which is the better fog water collector?,1,785
A Quick and Accurate Estimation of Heat Losses from a Cow.,1,523
Children with chronic conditions in the 21st century,0,2169
"The first revision of the carnivorous land snail family Streptaxidae in Laos, with description of three new species (Pulmonata, Stylommatophora, Streptaxidae)",0,1753
"Antipodean Automobility and Crash: Treachery, Trespass and Transformation of the Open Road.",1,1084
Artificial sweeteners as potential tracers of municipal landfill leachate.,1,1018
"Study of some factors maintaining the ""atrophie gonadique"" character in experimental populations of Drosophila melanogaster",0,1738
The challenge of diagnosing autoimmune hepatitis: less is more.,0,2576
Superoxide Anion and Nitric Oxide in High-Grade Esophagitis Induced by Acid and Pepsin in Rabbits,0,2550
Pouring Flows With Separation,1,146
Itch Relief by Mirror Scratching. A Psychophysical Study,1,9
The invisible woman,1,1616
Sonic Hedgehog contributes to gastric mucosal restitution after injury,0,2259
Adaptive inter-population differences in blue tit life-history traits on Corsica,0,1893
Behavioural and electrophysiological responses of the female malaria mosquito Anopheles gambiae (Diptera: Culicidae) to Limburger cheese volatiles,1,163
Dual-energy CT in vertebral compression fractures: performance of visual and quantitative analysis for bone marrow edema demonstration with comparison to MRI,0,2520
Women doctors' purses as an unrecognized fomite.,1,1374
Learning and Decision Making in Monkeys During a Rock-Paper-Scissors Game.,1,1107
Comments on variability in contrast sensitivity methodology,0,2636
The spermicidal potency of Coca-Cola and Pepsi-Cola,1,360
Agonistic Behavior of Three-toed Sloths (Bradypus variegatus),1,487
New Results for Lazy Bureaucrat Scheduling Problem.,1,1188
Is That Me or My Twin? Lack of Self-Face Recognition Advantage in Identical Twins,1,14
No evidence for postcopulatory inbreeding avoidance in Drosophila melanogaster.,0,1929
Regional and age-related variations in the proportions of hip fractures and major fractures among postmenopausal women: the Global Longitudinal Study of Osteoporosis in Women,0,2434
Something smells fishy: Olfactory suspicion cues improve performance on the Moses illusion and Wason rule discovery task,1,380
An evaluation of touch on a large request: a field setting.,1,1514
Evolution of the human brain through runaway sexual selection: The mind as a protean courtship device,1,1688
"Mechanism of Oxidative Stress and Synapse Dysfunction in the Pathogenesis of Alzheimer""s Disease: Understanding the Therapeutics Strategies",0,3255
Affective Reactions to Acoustic Stimuli,1,758
An Attempt at Determining Probabilities in Human Scalp Hair Comparison.,1,1064
The Palatability of the Eggs of Birds - Illustrated by Experiments on the Food Preferences of the Ferret (Putorius-Furo) and Cat (Felis-Catus) - With Notes on Other Egg-Eating Carnivora.,1,1331
Is talking to an automated teller machine natural and fun?,1,1453
A Split-Complex Valued Gradient-Based Descent Neuro-Fuzzy Algorithm for TS System and Its Convergence,0,2780
The effects of extended play on professional baseball pitchers,1,1056
Power Control of Femtocells Based on Max-Min Fairness in Heterogeneous Networks,0,1980
Teaching About Genetics and Sickle Cell Disease In Fifth Grade.,0,2199
3D versus 2D ultrasound: Accuracy of Volume Measurement in Human Cadaver Kidneys.,1,967
"Three-dimensional structure of anti-5,6-dimethylchrysene-1, 2-dihydrodiol-3,4-epoxide: a diol epoxide with a bay region methyl group.",0,2531
Seeing Jesus in Toast: Neural and Behavioral Correlates of Face Pareidolia,1,60
Developmental Dyscalculia: heterogeneity might not mean different mechanisms,0,3333
Drinking Hot Coffee: Why Doesn't It Burn the Mouth?,1,964
Background MR gradient noise and non-auditory BOLD activations: A data-driven perspective,0,2985
The effects of chocolates given by patients on the well-being of nurses and their support staff.,1,1075
"Host differences in response to trickle infection with Fasciola gigantica in buffalo, Ongole and Bali calves",0,1799
Changes in network dynamics during status epilepticus,0,3147
Prevention in neurology,0,3264
Penetrating keratoplasty for keratoconus with or without vernal keratoconjunctivitis.,0,2370
Neural Population Dynamics Underlying Motor Learning Transfer,0,3181
"Frontal-midline theta from the perspective of hippocampal ""theta""",0,3036
Long-term results of PRRT in advanced bronchopulmonary carcinoid,0,2413
Physiological Arousal and Sensation-Seeking in Female Fruit Machine Gamblers.,1,441
"Post-release survey to assess impact and potential host range expansion by Amitus hesperidum and Encarsia perplexa, two parasitoids introduced for the biological control of the citrus blackfly, Aleurocanthus woglumi in Dominica",0,1857
Analgesic Effects of Alcohol: A Systematic Review and Meta-Analysis of Controlled Experimental Studies in Healthy Participants,1,478
"Interactions Among the Brain Default-Mode, Salience, and Central-Executive Networks During Perceptual Decision-Making of Moving Dots",0,3074
The Case of the Burly Wee Man,1,1118
The 'electric stroke' and the 'electric spark': anatomists and eroticism at George Baker's electric eel exhibition in 1776 and 1777.,1,716
Recurrent Laughter-induced Syncope,1,1271
Controversies in Bone Mineral Density Diagnostic Classifications,0,2211
Familial influences on the use of controlling feeding practices with adolescents,0,2982
An analysis of the forces required to drag sheep over various surfaces,1,7
Validation of a Functional Pyelocalyceal Renal Model for the Evaluation of Renal Calculi Passage While Riding a Roller Coaster,1,126
Attractiveness of women with rectovaginal endometriosis: a case-control study.,1,1633
Disposable penis and its replenishment in a simultaneous hermaphrodite.,1,709
"Rhythmicity, randomness and synchrony in climbing fiber signals",0,3170
Mycorrhizal promotion of host stomatal conductance in relation to irradiance and temperature,0,1715
Women's hairstyle and men's behavior: A field experiment.,1,392
Adenocarcinoma on j-pouch after proctocolectomy for ulcerative colitis-case report and review of literature,0,2217
From Shakespeare to Star Trek and beyond: a Medline search for literary and other allusions in biomedical titles,1,221
