sentence,label,idx
"mom when randomly turned to me and said: You know, you're the kind of person that has to change literally everything about themselves to get a guy to like you",0,515
"talking to my boyfriend, I was frantically searching for my cell phone",0,516
was walking to school,0,517
was home on leave and having breakfast with my parents and my younger brothers,0,518
took my brother and nieces to the zoo,0,519
went to the movies with some girlfriends,0,520
found out why my husband had wanted to wait until marriage to get it on,0,521
got home from work and heard the shower in my bathroom running,0,522
dad asked me for a word that rhymes with vagina,0,523
boyfriend was going down on me,0,524
got stuck in an elevator for 2 hours with my boyfriend and the guy that I have been secretly having an affair with for 6 months,0,525
was volunteering at a school,0,526
went to my 7 year old son's school for a conference with his teacher,0,527
had a bath in the bathroom we are currently renovating,0,528
"took a bike ride to enjoy the weather and stopped for a break on the sidewalk of an overpass, taking in the view of the beautiful hills",0,529
woke up to find The Sims 2 running on pause on my laptop,0,530
"the midst of foreplay, this girl tells me I am so hot, I respond Ditto",0,531
was in charge of throwing a party for my mom,0,532
get to see my boyfriend again after a month,0,533
was on my girlfriend's computer,0,534
decided to take a nap in the university library,0,535
was getting ready for my first date with a boy I really like when my dad insisted on meeting him,0,536
"was in the bathroom at the mall, when a homeless man came in mumbling to himself",0,537
went out to eat dinner with my family to celebrate my 18th birthday,0,538
went on a blind date,0,539
"months of trying, my wife of seven years told me she is finally pregnant",0,540
was walking to class with my roommate,0,541
boyfriend was going down on me,0,542
asked my Swedish friend for some lines to impress this swedish girl I met at an expat party he took me to,0,543
was at my boyfriend's house,0,544
was at Target with my mom and we finished purchasing our items,0,545
"I went to bed, I watched a terrifying movie with zombies",0,546
the hooker I have been seeing regularly for almost a year texted me to say she thinks we should no longer see each other again,0,547
went to the doctor with my parents,0,548
"were visiting my great-grandma, who has Alzheimerâ€™s",0,549
family threw me a surprise party,0,550
lesbian sister enthusiastically showed me her new strap on,0,551
discovered my 18 year old son has been peeing on the carpet when he is too lazy to get out of bed in the morning and blaming it on the cat,0,552
"was playing catch with my 6 year old cousin in the garden, when he demanded a piggy back",0,553
was in the car with my 16 year old daughter,0,554
April fools I decided to set off the smoke detectors in my friends apartment while he was sleeping and saran wrap the outside of his bedroom doorway so he would smack into it,0,555
was having sex with a guy I met and in the middle of it his mother called him,0,556
6 year old daughter somehow learned about sex,0,557
told my 3 year old daughter to behave or I'd spank her,0,558
was taking off my underwear to change into fresh clothes,0,559
was having sex with a girl,0,560
was outside eating my lunch when an old man pulled his pants down and took a dump on the sidewalk next to me,0,561
had to clean bathroom duties at work,0,562
gave the option to my boyfriend of 5 years to either quit World of Warcraft of lose me,0,563
met my boyfriend's notoriously difficult mother,0,564
got a call from my child's preschool saying that Mindy keeps saying she sits on her daddy's lap and plays with his peter,0,565
"in the middle of having sex with my husband, instead of saying something sexy in my ear, he whispered,We are so gonna make pizza after this!",0,566
had dinner with the girl I thought I would end up marrying,0,567
was lying in bed throwing a football in the air and catching it,0,568
sixteen year old son told me that he's following his guidance counselor's advice: to do what his hero does for a living,0,569
girlfriend told me on facebook to stop calling/texting her because she lost her phone,0,570
friend told me that semen was inflammable,0,571
was working as a manager of the local movie theather,0,572
was walking along the street and passed a young couple,0,573
"boyfriend came over for dinner, but couldn't eat because he had just gotten his tongue pierced",0,574
8 year old little sister said f you to my mom,0,575
woke up from a dream about finding a vending machine that gave me free food,0,576
sprained my wrist playing Guitar Hero,0,577
"was home alone in the shower when in the opening of the curtain, I could see a man in a ski mask",0,578
was having sex with a girl,0,579
went for a jog,0,580
was teaching a swimming lesson to 6-7 year old boys and girls,0,581
learned that removing your boyfriends boxers with your teeth is waaaay less sexy when you accidentally bite a chunk of his pubes and yank them out in the process,0,582
"was driving home from school, when I saw this girl I like walking home",0,583
was eating lunch at McDonald's when an older man sat down at the table next to me and told me I was the most beautiful girl he'd ever seen,0,584
tried opening a can for the first time using a manual can opener,0,585
was pissing in a urinal and I had the urge to sneeze,0,586
"work, my ipod was stolen from my desk when I was away",0,587
told my boyfriend I wanted to see more of his passionate side,0,588
was in a public restroom when the girl in the stall next to me started asking me how I was doing,0,589
"watching The Many Adventures of Winnie-the-Pooh with my 5 year old, I realized why the kangaroo's name is Kanga, and why her son's name is Roo",0,590
"working my job as a cashier, one of the customers that came to the register was a midget",0,591
got mugged,0,592
girlfriend and I were exchanging some naughty pictures,0,593
"woke up, completely naked, in bed with a guy I met the night before",0,594
logged onto my computer to access a video from my porn stash,0,595
boyfriend and I were getting it on in his room,0,596
was nude modeling for the first time for a life art class,0,597
went to a concert,0,598
found out that my husband made a replica of our family on The Sims 3,0,599
showed up at my apartment demanding to look inside,0,600
"was hanging out with a few of my friends, including an old ex-girlfriend and her current boyfriend of 5 years",0,601
daughter turned 11,0,602
little sister asked me what she would look like when she got older,0,603
"girlfriend and my parents staged an intervention, and have asked me to go to rehab",0,604
went to see a famous rapper perform,0,605
woke up at my boyfriend's place with grumbling stomach pains,0,606
came home to find a BMW partially blocking my driveway,0,607
"girlfriend threw my X-box out the window, because I asked her how much she weighs",0,608
"found out that my 'girlfriend', who I've been emailing with, was really my friend playing a prank on me",0,609
car was waiting for me to cross the street so I thought it would be funny to slowly limp across the street,0,610
carved a pumpkin for Halloween,0,611
checked my Facebook to find I had been tagged in a bunch of photos from a party I had attended last night,0,612
went to the pool,0,613
got into a huge fight with my boyfriend,0,614
was talking to my parents about feeling insecure with my beach body as Spring Break keeps getting closer and closer,0,615
met my girlfriend's parents for the first time,0,616
my two-year anniversary I got my girlfriend a very expensive diamond necklace,0,617
was on top of my boyfriend having sex and I was looking away doing my thing,0,618
"girlfriend, who never initiates sex, pulled me into my room and onto my bed with kisses and other seductive behavior",0,619
boss was being a total asshole,0,620
saw a drunk guy hitting on a girl sitting alone at the bar,0,621
tried to imitate Mary Poppins by jumping off a shed with an umbrella,0,622
was emailing my professor about what chapters our test is on this afternoon,0,623
"taking a shower, I was enthusiastically singing one of my favorite songs",0,624
"the train, I was bitten by a homeless man",0,625
"the trailers at the movies, my boyfriend elbowed me in the ribs and smiled when an ad for a weight loss institute was shown",0,626
had a horrible breakup with my girlfriend of two years,0,627
was walking back to my home in the city in the dark,0,628
learned that walking on the sidewalk does not mean that you will not be hit by a car,0,629
was in the grocery store getting bananas and there was this real hot guy next to me,0,630
"had the good fortune of finding a seat on the bus, not the norm in Peru",0,631
"a supervisor at a water park, several clients came up to me and complained about a topless girl in our wave pool",0,632
"waiting to get home to go to the bathroom, my six year old neighbor popped out and literally scared the shit out of me",0,633
met my boyfriend's whole family,0,634
babysat a five year old girl,0,635
I was walking downtown a homeless person asked me for a dollar,0,636
my birthday,0,637
was watching Free Willy with my boyfriend,0,638
I found out that the woman I'm currently dating used to be a man,0,639
boyfriend was going down on me,0,640
girl I like came over to my house because I'd promised to help her prepare for a maths test,0,641
was with my girlfriend in her room,0,642
boss came over to my desk and struck up a casual conversation about movies,0,643
parents punished me and made me wash my mouth out with soap for cursing,0,644
put my AIM status on my Current iTunes song,0,645
found out that my girlfriend had replaced our picture in her locket for a picture of Taylor Lautner shirtless,0,646
"accidentally walked in on my girlfriend masturbating so I said to her, Need a hand with that? to which she replied I'm doing fine here on my own, don't ruin it",0,647
boyfriend came in my room dressed as Harry Potter and declared that he was going to put his basilisk into my chamber of secrets,0,648
best friend slapped me and called me a some colorful words before telling me that she never wanted to talk to me again because I supposedly slept with her boyfriend,0,649
"boyfriend proposed to me by sending me a Bumper Sticker on Facebook that said Bitch, let's get married",0,650
"boyfriend, who is a great cook, decided to try his hand at baking",0,651
and my boyfriend had some crazy rough sex,0,652
boyfriend asked me to meet his parents over Christmas,0,653
waked in on my boyfriend and his bestfriend playing Dick Wars while wearing glow in the dark condoms,0,654
"the Museum I volunteer at, I was touching some of the things in the exhibit where you can feel what natural boobs and testes feel like",0,655
my friends died,0,656
had sex with a girl who cried out as she came Forgive me Lord! Forgive me Lord!,0,657
was camping,0,658
"asked my boyfriend in a sexy way What should we do now, honey? He answered, Suck my dick? I said I was thinking of something more",0,659
was taking a leak in the mall bathroom,0,660
in a public restroom I could hear a guy having his way with his hand,0,661
I got married,0,662
parents gave me a shirt from Banana Republic for my birthday,0,663
"friends were being rude to me, so I decided to be nice to a boy that didn't have many friends",0,664
decided to use my mentor's advice,0,665
got a new cat,0,666
realized my wedding ring was missing,0,667
was at the beach with friends and I fell asleep while I was tanning,0,668
"Burger King, I had to go to the bathroom",0,669
"teacher turned around from the blackboard and screamed, Stop chewing your gum like a cow! That wasn't so bad",0,670
was performing the classic 69 position with my girlfriend,0,671
was having sex with a girl when her parents decided to come home early,0,672
got an email from my professor with my grade for a paper,0,673
was in a rush and forgot to flush the toilet after taking a huge dump,0,674
proposed to my girlfriend in the food court at the mall,0,675
the first time my boyfriend slept over,0,676
phone died,0,677
was informed from a fellow employee at a bar that he finally hit the boss' wife,0,678
learned that I wasn't really allergic to chocolate,0,679
was visiting my grandmother's house,0,680
girlfriend told me that she had an ultrasound tomorrow morning,0,681
was at a bar talking to a very attractive young woman,0,682
got a phone call saying I was no longer a bridesmaid for a wedding in June,0,683
laughed so hard my milk went out my nose in front of the boy I liked,0,684
was going to a stoplight party,0,685
"had to run to catch my train, so I didn't get the chance to buy a ticket",0,686
"found out that not only has my father been cheating on my mother with another woman, but they have a child together with the same name as me",0,687
was working at IHOP serving a table full of drunk idiots,0,688
my mother got remarried,0,689
ant bit my penis,0,690
asked my parents if the outfit I was wearing made me look fat,0,691
met my boyfriend's very strict and traditional Korean parents,0,692
parents booked my 18th birthday party at Chuck E Cheese's,0,693
boyfriend and I were at his house having sex,0,694
woke up and looked in the mirror and noticed that my face was covered in glitter,0,695
saw my boyfriend shaving his pubic hair before we had sex,0,696
decided to let in my new German Shepherd puppy inside to show the guest how adorable he is,0,697
was walking through the park eating fries,0,698
"headphones were broken, so I fixed them with super glue",0,699
told my girlfriend's father that I wanted to talk about his daughter,0,700
arrived at my parents house for dinner,0,701
was pushing my 4 year old on the swing,0,702
woke up with extreme stomach pains,0,703
I went to see Paranormal Activity 2 with my boyfriend,0,704
was in the car with my mom and dad,0,705
wife and I watched a documentary film about a kid living with severe asthma,0,706
"little brother was playing with my cat, getting it to chase a laser pointer",0,707
asked my boyfriend what celebrity I look like,0,708
mom suspected me of doing marijuana,0,709
"the train on the way to my mother's house, I was playing Mariokart with my son",0,710
was on the bus going to formal for my sorority,0,711
was really windy and rainy causing me to trip and knock into a little kid,0,712
"boyfriend picked me up to come spend the night at his house, and on the way he started pulling over to get some condoms",0,713
was about to go and take a shower when I saw a pair of scissors taped to the door at eye level with a note from my boyfriend saying Time to trim that hairy thang down under,0,714
boyfriend was really stressed about a guy he works with being a jerk,0,715
boyfriend and I were trying to have sex for the first time,0,716
was at my bosses house for a company BBQ,0,717
was alone in my friend's kitchen,0,718
mother found condoms in my room,0,719
was babysitting a little boy,0,720
"pleasuring myself in my bedroom, I began absent-mindedly staring at a spider on the ceiling",0,721
ate at a friend's house,0,722
was having sex with my girlfriend,0,723
was lying on the bed with my boyfriend,0,724
"was at the doctor's office and the doctor asked me have you been having any intimate relations? and the first thing that I blurted out was, you mean with other people?",0,725
found the source of the bad smell that has been plaguing me for the past two weeks in my apartment,0,726
"walked home from a guy's dorm early in the morning, still wearing my dress and heels from the night before",0,727
said to my wife that I wished I had met her 20 years ago,0,728
fiance proposed to me at the movies,0,729
had a date with this really cute guy,0,730
was taking the subway to work when I saw a really hot girl,0,731
weird receptionist at the hotel I'm staying at asked me if I needed an extra blanket because I looked cold in my sleep last night,0,732
"having been a vegetarian for 8 years because I'm opposed to cruelty to animals, I lost a bet and had to eat a whole cheeseburger",0,733
4 year old son thought it was funny to put money in the shredder,0,734
had my car stolen,0,735
was having sex with a girl I had just met,0,736
I jokingly asked my husband if he had ever cheated on me,0,737
was having sex with my girlfriend,0,738
was in line in the grocery store with my 3 year old son,0,739
got a ticket,0,740
got a text message,0,741
was chatting with an amazing guy online,0,742
ran to a public bathroom because of explosive diarrhea,0,743
went to a neon themed party,0,744
told my boyfriend that my fantasy was for him to eat me out on the dinner table,0,745
asked my boyfriend if there's a reason why he has never gone down on me,0,746
got an Enlarge your penis email for the millionth time,0,747
girlfriend updated her Facebook status when I was with her,0,748
girlfriend of two years broke up with me,0,749
"crush was walking up to me and I put my earphones in, playing hard to get",0,750
saw an attractive man outside the club I was trying to get into to,0,751
saw Saw IV with my boyfriend,0,752
"my boyfriend was going down on me, he fell asleep right between my legs",0,753
was driving my little sister to school,0,754
"was spooning with my wife when I said, It's cold tonight",0,755
asked my mother why she didn't drink,0,756
confessed to my best friend that I love him and always have,0,757
"decided to use fake tan, seeing as I am so pale",0,758
"while at work, I got a call",0,759
had a surgery to remove a cyst from my butt,0,760
went to the DMV to renew my license,0,761
my gynecologist was having trouble with my exam due to me being too tight,0,762
had a date with a guy I've had a crush on for 6 years,0,763
"watching TV, I danced, sang along, and helped Dora the Explorer get to her Grandmother's house",0,764
brother's best friend spent the night and was changing with the door partially open,0,765
boyfriend confessed that he felt so insecure he submerged my $80 vibrator in water to eliminate the competition,0,766
was at work laminating a large photo,0,767
very good platonic friend of mine said he had a question to ask me,0,768
was cashiering at Target when an old woman came into my checkout line,0,769
"boyfriend was in the shower, and I decided to go join him",0,770
tried to suck my own penis,0,771
had to re-take an hour long MRI scan because I got an erection midway through,0,772
boyfriend of six months said he wanted to take our relationship one step further,0,773
"two year old daughter did not want to leave the toy store, when I picked her up she started screaming at the top of her lungs, YOU'RE NOT MY DADDY!",0,774
my first day at school,0,775
bought a parakeet for my kids,0,776
was petsitting for my neighbor's new puppy,0,777
was eating at a restaurant patio with a few friends,0,778
was on the bus home and on the phone with my best friend discussing my sex life with this new guy I'm seeing,0,779
mom and I went to the store,0,780
was telling my boyfriend I had fake orgasms all the time to piss him off,0,781
had my first blow job,0,782
had the sudden urge to sneeze as I was wiping my ass,0,783
was buying an expensive pillow for my mother from a store clerk who wouldn't stop staring at my boobs,0,784
went to see my grandmother,0,785
"I got to my first class seat on an airplane, I saw the person I sit next to wafting the smell of their vagina towards themselves and breathing in deeply",0,786
"my boyfriend was about to go down on me, he held his breath and said, I'm going in!",0,787
was in an online chatroom speaking to this girl that I really hit it off with,0,788
"boyfriend asked me out to dinner, which we never do",0,789
boyfriend humped me to the tune of the Imperial March from Star Wars,0,790
was developing film at walmart,0,791
"a gynecologist's appointment, I was privileged to have 7 co-ed nursing students stare at my vagina for 25 minutes as part of their training",0,792
went swimming,0,793
mom's will was read to the rest of the family,0,794
"masturbating in the shower, I heard my phone go off outside the bathroom",0,795
"was completely wasted at my bachelor party, and my friends thought it would be funny to put sodium nitrate on my penis",0,796
teacher confiscated my cell phone for text messaging,0,797
gave a campus tour to a group of high school seniors,0,798
boyfriend turned 21 and got drunk at a bar,0,799
woke up to 70 new text messages and 100 calls all from numbers I didn't know,0,800
boyfriend was making salsa and got jalepeno juice all over his mouth,0,801
boyfriend and I were getting a bit steamy,0,802
was walking on a path through a park by myself,0,803
was singing to my cat and she reached up and put her paw over my mouth,0,804
told my daughter how her eyes look exactly as pretty as my wife's,0,805
mom duly informed me I'm the reason people have middle fingers,0,806
hamster gave birth,0,807
was pulled over for speeding,0,808
"boyfriend ditched me, saying he had some important things to do",0,809
asked my boyfriend if I could call him love muffin,0,810
brother came out to our family as being gay,0,811
man I don't know came up to me and started screaming about how all you damn Mexicans were stealing American's jobs and he stormed off,0,812
"girlfriend was giving me a hand job, which was great, until she started saying milk the penis",0,813
saw myself in a 'girls gone wild' ad with another girl,0,814
found out that I'm going to be a mother,0,815
was in the car with my cousin and we saw a family of three,0,816
400 pound roommate brought home a 400 pound guy,0,817
was in line at a checkout,0,818
had a dentist appointment,0,819
found out that by brother was selling pictures of me showering,0,820
"I showered, I sneezed, hit my face on the wall, got shampoo in my eyes, slipped on a bar of soap, bashed my head on the wall as I fell, grabbed at the walls to stop me from falling and happened to turn off the cold water, scorching me",0,821
boyfriend was going down on me,0,822
thought I would make my first trip to the beach,0,823
was volunteering at a zoo event for special needs kids,0,824
made a patient really happy,0,825
did some math,0,826
husband found the box my morning after pill came in,0,827
friend told the cute waiter it was my birthday,0,828
went to the doctor's office because my wife and I were having some fertilization problems,0,829
"was so excited to play the video game I just bought, I decided to read the manual in the game",0,830
friend of mine was talking about how he'd spent over 30 hours on Call of Duty,0,831
drove 600 miles to be with my boyfriend of two years for his uncle's funeral,0,832
got an electric razor and a lesson from my dad on how to shave my mustache and chin,0,833
"in my room sleeping, my little brother deemed it necessary to come in and drop a book on my face",0,834
walked into my house to find everyone sitting around the table and looking sad,0,835
was talking and joking with my boyfriend,0,836
"cop almost rear-ended my car, slammed on the gas with no warning, swerved around me, flipped me the bird, then cut me off and then drove a full ten miles under the speed limit",0,837
was cleaning out my fiance's room while he was away so we could move into our new home,0,838
came home from work and went to open the door,0,839
needed new business cards so I went to design and print some,0,840
rescue squad unit responded to a 911 call from a woman who felt she was going to pass out,0,841
"husband ran at me, groaning like a zombie",0,842
was in a store with my dad,0,843
had some family over,0,844
my boyfriend and I were messing around in his room he took off my underwear,0,845
good friend who just had a baby girl sent her newborn's pictures to me via picture message,0,846
friend said he'd give me 20 bucks if I would ask out the ugliest girl in school,0,847
overheard my mother and sister talking so I stopped to eavesdrop,0,848
"learned that when blender jars aren't locked, they fly off the blender, into the air, hit you in the head and explode all over your kitchen",0,849
was teasing my little brother,0,850
was having sex with my boyfriend,0,851
took my cat to the vet,0,852
walked into my dorm to find my roommate hanging a voodoo doll of me on a noose,0,853
"went to the store to buy some condoms for my girlfriend, Kim and I",0,854
"sister came out to the family as being a lesbian, and wanted to invite her girlfriend over for us to meet her",0,855
was so drunk that my friends put me to bed during a party,0,856
tried to be sexy and put a condom on with my mouth,0,857
got a paper cut while opening my box of Band-Aids,0,858
math class we were learning about gravity,0,859
ran into an old student of mine at the grocery store,0,860
was eating ice cream and I noticed some on my jeans so I wiped it off with my finger and licked it,0,861
"was mowing the lawn of my brand new house, located in a very nice neighborhood (I am a hispanic male), and a lady in her nice white cadillac drove up and asked me, in extremely broken spanish, if I could mow her lawn too",0,862
told my mom that I was taking antidepressants because I hate myself,0,863
"class, I asked my teacher for a rubber",0,864
"was walking out of a Starbucks and saw someone walking out behind me, thinking it would be the nice thing to do I held the door open",0,865
saw the following message on my Facebook News Feed: Morning Sex: [My mom] and [My dad] are fans,0,866
was asking my one year old nephew what noises certain animals make,0,867
best friend was texting me about her sick dog,0,868
"math class, I had the urge to fart",0,869
working as a hotel guard I found a homeless man lying in the grass,0,870
"at a family gathering for New Years, my aunt said she needed a flat surface to write on",0,871
decided it would be pretty amusing to press the Like button on everyone's status on Facebook without reading them just to get on peoples' nerves,0,872
was my girlfriends birthday,0,873
"went to write Happy Bday, I Love You on my girlfriend's car windows to surprise her when she woke up",0,874
asked my girlfriend when she would give me a blowjob,0,875
"cleaning up, I dropped a box of thumbtacks, spilling them all over the floor",0,876
"went to a bookstore and asked the sales woman,Where's the self-help section? She said if she told me, it would defeat the purpose",0,877
was on a first date with a girl at the movies,0,878
was in an elevator with my dad and several strangers,0,879
English teacher told me that I failed my grammar test,0,880
"I was washing the dishes, I felt what I thought was a mosquito on my leg",0,881
"come home to find my nephew holding pieces of my new $3,500 Sony Video Camera",0,882
was having sex with my boyfriend,0,883
was my final meeting with my psychologist who was helping me with my bipolar disorder,0,884
had one of the worst panic attacks in years,0,885
director of the play I'm in decided to explain why we got the parts we did,0,886
boyfriend asked how I could go to the bathroom and leave my tampon in at the same time,0,887
drove my two kids to their friends' houses,0,888
went skinny-dipping with my best friend,0,889
was on a roller coaster and this 13 year old sitting next to me was completely terrified,0,890
was at a party where I ate bowl of disgusting snacks because I didn't want to drink on an empty stomach,0,891
girlfriend was giving me a hand job,0,892
was in a public restroom with my 4 year old daughter,0,893
was out with my friend,0,894
"working as a makeup artist in the mall, I was approached by a man who wanted to try lipstick (not unusual we do a lot of drag)",0,895
went out for coffee with a guy I really like,0,896
woke to find my boyfriend of 2 years gone,0,897
boyfriend asked me to 'spice things up in the bedroom',0,898
boyfriend of 3 months and I were in the middle of a heavy make-out session when his cell rang,0,899
alarm went off,0,900
friend thought it would be funny to put a pretzel on my forehead while I was sleeping on the beach,0,901
little brother learned that breaking a glow stick and emptying it into someone's eyes does not help them see in the dark,0,902
my 16th birthday,0,903
was going to a Harry Potter convention since I love the books so much,0,904
was in a store using the only bathroom there,0,905
was at a school rally I was talking to my friends when I noticed the entire gym had gotten quiet,0,906
found out my girlfriend had sex with three different guys in one day,0,907
best friend lost her virginity in the backseat of a car,0,908
realized the nicest thing my fiance has said to me all month was that I have very suckable titties,0,909
went to watch the Movie UP,0,910
"was walking out of my front door in the town where I intern, where I live totally alone and know no one",0,911
was holding a lit cigarette in one hand and a lollipop in the other,0,912
was downtown with my boyfriend around Noon when we walked past a few guys who shouted out to me You're the most beautiful girl we've seen all day,0,913
girlfriend named my penis little baby carrot,0,914
"I walked into my class, someone shouted at me, Wild Snorlax Appeared! Use Your Ultra Balls!, since I am overweight and everyone in class laughed at me",0,915
"was driving my family home, when my 7 year old son had to pee",0,916
mother was over visiting,0,917
last task for the day as a high school janitor was to power-wash the concrete area where the graduation ceremony will take place,0,918
was sat on by an obese woman,0,919
attractive guy told me he wanted to get to know me and see me again,0,920
walked past a church with a bunch of people standing outside waiting for the bride and groom to walk out,0,921
found a note on my door that said You're the sexiest person I've ever stalked,0,922
had sex with my girlfriend,0,923
was the first time my boyfriend had seen me naked,0,924
went shopping with my parents,0,925
overheard my boyfriend of two years tell his friend he was going to pop the question,0,926
went to a party dressed as a Pinata,0,927
was writing an email to our entire company regarding a fundraiser we are taking part in for children and adults with disabilities,0,928
went to a fast-food joint and ordered off of the $1,0,929
"girlfriend and I were getting it on, and listening to loud music when she suddenly looked worried and asked if I heard something",0,930
guy that I like took me on to the Cavaliers game,0,931
was cleaning my father's study room and wondering why I did not receive my acceptance/rejection letter from a college I really wanted,0,932
finally got the courage to tell my parents that I'm gay,0,933
dad thought it'd be funny to put an Edward Cullen cutout behind my car as I backed it out the garage to see my reaction,0,934
boyfriend and I were about to take our first shower together,0,935
was getting it on with my boyfriend,0,936
had sex with a new guy,0,937
discovered an enormous hairy spider sitting in the bathtub,0,938
was my little girl's birthday and her grandparents came over to celebrate,0,939
got dumped because I was on my period,0,940
was sitting beside this cute guy on a bench,0,941
"was having birthday dinner with my girlfriend and her parents, when her Dad asked what I got her she replied He said he was going to give me a Pearl Necklace when we get home",0,942
work I went to the parking lot to my car to go home,0,943
"was in IKEA, furniture shopping with my dad",0,944
"on a run, I thought I'd run into a flock of geese in a field",0,945
had one more gift to buy: a copy of 'Fight Club',0,946
lied when my therapist asked why I preferred Tuesday morning appointments,0,947
got home and threw my phone onto my bed as usual,0,948
got stoned at a party for the first time,0,949
"working on a medical school application, I asked my mom what she thought my greatest challenge in life had been",0,950
was eating lunch naked at my home watching porn on the big screen,0,951
"was looking at my recommendations on Amazon, which included several vibrators",0,952
I woke up to shit on my floor and my cat hiding under my comforter,0,953
came home from work when I heard people in my apartment,0,954
"was at a Chinese restaurant, I'd forgotten my glasses and had a migraine",0,955
husband and I were getting it on when we heard a little giggle,0,956
had a massive argument with my boyfriend in which he called me stupid repeatedly,0,957
wanted revenge on the rabbit who ate my garden's plants,0,958
friend compared my hair color to hers,0,959
"was responsible for taking care of Hoppers, the rabbit belonging to my sons 3rd grade class",0,960
was working out out at the gym doing squats,0,961
mom woke me up and asked if I wanted breakfast,0,962
was at a bar,0,963
got a call from my daughter's pre-school,0,964
girlfriend told me she lost her phone and not to call or text her,0,965
"taking a shower, I saw shadows moving across the curtains",0,966
was having passionate sex with my girlfiend of nine months,0,967
"a heated debate with my friend on whether blondes are naturally stupid, I convinced her that I'm actually quite intelligent, and poured myself a glass of juice in victory",0,968
was pulled over by my father who is a police officer,0,969
was peeing in a urinal at a bar,0,970
"went to the library to pick up Romeo and Juliet, for my English class",0,971
went to buy a cake for my daughter's birthday,0,972
received a GPS for my birthday,0,973
"teaching swim lessons, a boy was holding a noodle and claimed it was his fishing rod",0,974
found out that the girl I've been in love with for a long while got back together with her ex boyfriend because he had confessed his true feelings to her through a note in her locker,0,975
allowed my five-year old daughter to paint my fingernails during a living-room picnic we were having,0,976
friends and I were celebrating Spring Break by going out to a club,0,977
friend and I decided to get bikini waxes,0,978
mom is going with me for a general check-up at the doctor's office,0,979
"felt like spicing up our marriage, so I thought I'd surprise my husband when he got home from work",0,980
"little girl came up to me and asked, Are you a boy or a girl? I said, I'm a girl of course! She walked away, looking dazed and saying, Whoa",0,981
went out to a nice restaurant for my friend's birthday,0,982
was hanging out with my boyfriend when we started messing around,0,983
was eating cereal and decided to warm it up to see what it tasted like,0,984
was playing Xbox live with my boyfriend,0,985
found out that doctors can be wrong,0,986
awoke to my husband donning a gorilla mask in the middle of the night,0,987
first graders released the butterflies we've been raising,0,988
grandma gave me the 'abstinence' speech,0,989
got a spray tan for the first time,0,990
school handed out the new yearbook,0,991
made out with my friend for the first time,0,992
boyfriend went to the aquarium,0,993
daughter used the kids potty chair on her own for the first time,0,994
was my birthday,0,995
was having a horrible day,0,996
decided to lay out topless in my fenced-in backyard,0,997
boyfriend and I were play wrestling,0,998
lost my phone,0,999
"was an animal rummaging around in my trashcan, so I kicked the trashcan to see what it was",0,1000
went on a drive with my girlfriend when we went past a 'Dead End' sign,0,1001
woke up to find that my dog was missing,0,1002
went bowling,0,1003
girlfriend of 3 years broke up with me because the love advice that she gets on her cellphone every week says that I'm cheating on her,0,1004
found out that my parents are first cousins,0,1005
really hot guy smacked my ass,0,1006
was showing my Mom how to use the Internet on her phone,0,1007
girlfriend told me she was pregnant,0,1008
saw a grasshopper in the urinal so I decided to pee on it,0,1009
took my four year old son to the playground,0,1010
"a very crowded public restroom at a sporting arena, after looking to the man using the urinal to his right, my 6 year old son turns to address me on his left and exclaims, Daddy, that man's wiener is a lot bigger than yours! The whole bathroom heard and looked immediately at me",0,1011
"my girlfriend and I were getting it on, she suddenly stopped and yelled STOP!",0,1012
went on a movie date with a guy,0,1013
babysat my neighbour's spoilt bratty twins,0,1014
dad planted and discovered a pack of cigarettes in my backpack to distract my mom from his gambling problem,0,1015
snuck out of my house in the middle of the night,0,1016
mom was helping me clean out stuff from college,0,1017
was home alone while my mom went out to dinner,0,1018
learned to check inside the oven before you preheat it,0,1019
grandma went to get my twin sister and I a birthday gift,0,1020
went to a movie with my boyfriend,0,1021
lost a bet with my girlfriend,0,1022
"babysitting a six year old boy, he asked me if I could show him my boobies",0,1023
was about to lose my virginity,0,1024
went to McDonald's for lunch and ordered a salad,0,1025
went outside to scrape the inch and a half of ice off my car so I could get to work,0,1026
decided to change my boyfriend's background on his phone,0,1027
was forced to go to the mall with my dad,0,1028
was giving a lecture to my class I heard a phone go off,0,1029
"once, I managed to get my boyfriend's mind off the hockey game",0,1030
got bored on the toilet and decided to paint my nails,0,1031
"working the register, a well dressed man around 6'3 came in and placed an order",0,1032
mom had a talk with me while my dad was out,0,1033
man came up to me at the bus stop,0,1034
"I walked outside to see my friend frantically waving and running at me, yelling something I couldn't understand",0,1035
I had a horribly realistic dream where I was being robbed and had to swallow my wedding ring to save it,0,1036
boyfriend and I went to a Taylor Swift concert,0,1037
was watching Harry Potter,0,1038
had a check-up with my dermatologist,0,1039
pulled someone over for speeding,0,1040
"was outside, eating a sandwich, when I noticed a homeless man was standing in front of me",0,1041
had to go to the bathroom,0,1042
"girl I'm secretly in love with, whom I was talking to on MSN, told me she'd brb in 10, no wait 20, oh make that 30 min depending on her boyfriend's stamina",0,1043
walked in on my boyfriend humping my stuffed rabbit,0,1044
"was eating with my boyfriend and his family at a high-end restaurant when, suddenly, I screamed, thinking a dog had just bitten my leg",0,1045
teacher called me into his office so he that he could pass me some information for my project,0,1046
