,sentence,label,idx
790,was about to propose,0,2824
791,"tried having intercourse with my boyfriend, and about 30 seconds in, I heard flipping",0,1112
792,went on a date with this girl I met online,0,886
793,"Now, if it's not rising, you may want to reposition your head!",1,58
794,"Does anyone have a rubber I can borrow, I will give it back after I finished with it.",1,1468
795,found out I was named after the woman my dad was having an affair on my mom with,0,3723
796,that's never gunna work,1,1242
797,opened my lunch in front of my friends at university,0,1268
798,was lying in bed throwing a football in the air and catching it,0,187
799,"You can just come, you don't have to eat.",1,27
800,girlfriend dropped me off for a class and I accidentally closed my exceptionally baggy pants in the passenger door,0,3830
801,"went to a bar with some buddies, and after trying to pick up a few girls, one of my friends got a number",0,2144
802,"a heated debate with my friend on whether blondes are naturally stupid, I convinced her that I'm actually quite intelligent, and poured myself a glass of juice in victory",0,3428
803,had to pretend to give birth in a play,0,2771
804,That's cheap! It went in but then right back out!,1,684
805,It's coming out little by little. Coming out squirt by squirt.,1,2667
806,I feel the 3 holes but I don't know where to put it in.,1,3175
807,friend awoke me because I was talking in my sleep,0,489
808,"well I think it's in there but I'm not sure, it's really small",1,1966
809,"me and my boyfriend were having sex, he moaned out his own name",0,902
810,adorable five and a half year old boy told me that when he grows up he's going to be my boyfriend,0,813
811,was answering a text from one of my students asking me if they could re-take a test,0,1654
812,I can't believe it's so tiny.,1,393
813,picked up my 4-year-old daughter from day care,0,2400
814,"being diagnosed with cat allergies, I explained to my cat-loving boyfriend that the doctor strongly recommended not allowing the cat in the bedroom",0,1621
815,"not everyone can do it, there's a technique for getting on and staying in, and frankly getting out can be just as difficult. Not to mention, a lot of people don't know what they're doing while they're in there.",1,3638
816,"Don't worry, I blew him dry.",1,3095
817,school handed out the new yearbook,0,1217
818,boyfriend decided to come over and surprise me,0,2445
819,last task for the day as a high school janitor was to power-wash the concrete area where the graduation ceremony will take place,0,1455
820,This ball is too big! It won't fit in between my legs!,1,738
821,was wrapping Christmas presents for my family,0,3189
822,was petsitting for my neighbor's new puppy,0,1428
823,was a TA for a history class and the class was taking a test,0,2701
824,"was playing a medieval game with my brother, when he took all of his character's clothes off and said, Let's have sex! I looked at him and said, UH YOU ARE MY BROTHER! He turns and looks at me, smiling and says, But not in the game! I am a 19 year old girl",0,2755
825,found out that you can get arrested for holding up a 'free hugs' sign,0,1671
826,Why am I always the one who has to go down?,1,2837
827,"was shopping at COSTCO for a romantic evening with my girlfriend, I bought some flowers, dinner and a super pack of condoms, At the register behind me I heard somebody say Good thing my daughter has a responsible boyfriend",0,1261
828,Just push it back up,1,2604
829,"Go ahead, come in my hole!",1,2186
830,received a restraining order from a girl I have never met,0,3576
831,I cant suck that! It is way to large to fit in my mouth!,1,1178
832,just put it in the back of your throat and don't think about it.,1,396
833,"having sex on the couch with my single neighbor, a beam in the couch broke",0,2666
834,"Knead it first, then you gotta suqeeze to get the white stuff out",1,2446
835,was curious as to whether or not my mom was off of her medication,0,1562
836,hired a private investigator to find out if my wife of 15 years is cheating on me with my brother,0,342
837,I found out that the woman I'm currently dating used to be a man,0,3848
838,mom walked in on me masturbating,0,3208
839,"When he turns it up, it goes so hard it hurts...Like it made me cry.",1,2324
840,grandma gave me the 'abstinence' speech,0,2502
841,"Dang it all! It's supposed to be hard, not soft!",1,677
842,"Careful, its real slippery in there",1,2992
843,went to see a famous rapper perform,0,672
844,I can't! It's so hard and my mouth is starting to hurt!,1,3109
845,"When I pulled it out, there was white stuff on me.",1,476
846,it's too thick. I just keep sucking and I'm getting dizzy from it.,1,206
847,"Wow, the dang thing is really in there, how will I get it out?!",1,418
848,was packing my son's lunch and we ran out of water bottles,0,1704
849,boyfriend and I were cuddling on his couch when suddenly I tried to get up,0,2231
850,"captain, we've got a breach in the lower level!",1,2943
851,was working Customer Service at Wal Mart,0,3400
852,was snuggling with my neighbors four week old kitten while babysitting their kids,0,654
853,car in front of me was going slow and I flashed my lights and honked,0,2423
854,I had a horribly realistic dream where I was being robbed and had to swallow my wedding ring to save it,0,2196
855,was on a first date with a girl at the movies,0,3375
856,found out that my dad hides his Viagra from my mom by keeping it in an Aspirin container,0,1945
857,english teacher asked me why I didn't have my project completed,0,3771
858,I don't care as long as it's fun to play with.,1,688
859,"boyfriend said that we needed to talk, he then told me that he cheated on me with my brother several times, but that it was a mistake, he is in fact not gay, just experimenting, and that we should still stay together",0,1402
860,telemarketer found me so weird that he hung up on me,0,1938
861,"That's good, because no matter how wet you get her, it still won't penetrate!",1,2387
862,"facebooked my friends about my upcoming birthday party, and told them to keep the date free.",0,851
863,"Mine is thicker, so it's better in your mouth, ",1,2641
864,Please don't feel threatened by the thickness of this. It shouldn't be too hard.,1,3066
865,was walking down my very steep basement stairs when I fell and rolled all the way down but luckily I didn't hurt anything,0,1712
866,realized my friends and I should be more careful what we say around my younger brother,0,36
867,decided to take a nap,0,1232
868,had sex with my girlfriend,0,2339
869,It's like I can't breathe without you inside of me.,1,2453
870,It was so hard my lips were swollen.,1,1509
871,It's so big!,1,810
872,"Wow that was pretty good, but i bet you can't do it twice in a row.",1,3919
873,"Damn it Adam, I could actually get some if you didn't keep pulling out so fast!",1,756
874,"no, no, you have to do it harder and faster.",1,1180
875,"I probably look funny doing it, but it's a great workout.",1,3166
876,massage,1,3264
877,"Okay, I need two large male parts!",1,189
878,rushed home to tell my parents my girlfriend had accepted my proposal,0,2320
879,"felt like spicing up our marriage, so I thought I'd surprise my husband when he got home from work",0,2745
880,"Ahh, it hit me right in the face.",1,1874
881,went on a date with a guy for the first time,0,3778
882,daughter used the kids potty chair on her own for the first time,0,196
883,was in Walmart,0,1853
884,"It's harder when it's longer, isn't it?",1,1222
885,"ugh, why do we have to do these balls, these are so slippery and big, I really like the dry and small balls.",1,3306
886,was at the cafeteria of my school with my boyfriend and he dumped me,0,1944
887,"Oh my God, something just exploded in my mouth!",1,3784
888,is the oven ready yet?,1,3251
889,"the restaurant I work at, I gave a man back his change and told him to enjoy the sunny day",0,2791
890,lesbian sister enthusiastically showed me her new strap on,0,1635
891,checked my bank account that i've been saving money in since I was a kid for college,0,1134
892,Did you know you have a little hole right here? Do you ever play with it to make it bigger?,1,663
893,Just pull it out gently.,1,2116
894,tomboy,1,1810
895,I just found out that my ex girlfriend is gonna be my step mother,0,20
896,was told by my mom that I'm a terrible person because I won't help my brother get a girlfriend,0,2359
897,"my boyfriend's 19th birthday, I decided to dress up as a sexy cat girl for him, complete with ears, tail, matching sexy underwear, collar and leash",0,2247
898,was with my girlfriend in her room,0,3558
899,was having amazing sex with this guy I had been seeing for a while.,0,1903
900,husband and I were getting it on when we heard a little giggle,0,1987
901,had a substitute teacher for my dance class,0,1170
902,made a batch of special brownies for a party I was going to tonight,0,1738
903,OMG it's so big I can hardly get my mouth around it!,1,2277
904,"eating with my kids at McDonalds, my son put his hand up and wanted me to give him a high five",0,3696
905,had been planning a family trip for months.,0,2067
906,I think I cant swallow it anymore.,1,526
907,It's so big! I can see it getting up there but I don't know if it'll fit in.,1,3497
908,was helping my friend create an online dating profile,0,234
909,girlfriend and I decided to change things up by having sex on her trampoline in her backyard,0,2470
910,"I'm bleeding and it hurts, but I think we should just finish.",1,100
911,surprised my four year old daughter with a stuffed dinosaur,0,2408
912,shadowed an ultrasound technician for my future career,0,3330
913,boyfriend confessed his desire to have sex while I'm on my period,0,1153
914,Hurry up and come inside.,1,834
915,Damn I penetrated too far!,1,2134
916,was developing film at walmart,0,3670
917,If it weren't for me half these guys wouldn't even have wood,1,2457
918,"Put it in, you'll like it.",1,1556
919,"Sure, just make me go down, why don't ya!",1,3859
920,It's hard to get it flowing but once you do it's really nice.,1,244
921,Oh that was a great entry boys.,1,1004
922,finally got up the nerve to ask this really cute girl out I've had a crush on for over eight months,0,2878
923,"woke up to a hand rubbing my very erect penis, and a woman's peppermint breath in my ear",0,498
924,husband and I were talking about names for our expectant child,0,2335
925,drunk dialed my mom and told her I was so high and drunk that I thought the KGB was coming after me,0,3841
926,I've never done one this big before!,1,1154
927,i guess i just liked sticks better than balls,1,1590
928,"It's hot, warm and tastes so good in my mouth.",1,883
929,You're going to have to take it out and turn it around then then put it back in because it's too big and wet,1,2124
930,Oh that got bigger than I thought,1,510
931,got an email from the company that manages my Cat's microchip informing me that I had to update my information that had been entered by the local Humane Society,0,3562
932,"Damn, this is a tight fit.",1,987
933,was having sex with my boyfriend,0,1422
934,went to a new bar downtown with some friends,0,960
935,was serving a family at the restaurant where I work,0,2265
936,"I can't do it, it hurts!",1,2467
937,It hurts if you bite it. I think I'll just suck it instead.,1,968
938,I'm squeezing it but nothing's coming out on me,1,2132
939,drove to the hospital to see my newborn,0,1338
940,"at a family gathering for New Years, my aunt said she needed a flat surface to write on",0,2530
941,"It was absolutely huge,much bigger than any of the ones you would have seen before.",1,1496
942,girlfriend and I were getting it on when her cat attacked me,0,3594
943,"First I like to go up, then I like to go down, then from side to side and then all around.",1,1687
944,"was watching this TV show where a man was describing how much he loved this woman, how he made every opportunity to see her, and how he loved her in a way nobody else could",0,3896
945, i almost had that in my face,1,2323
946,You jerk him 'til he comes.,1,1959
947,Oh my god! I love the taste of this!,1,1745
948,"am currently grounded for three weeks, have no car, cell phone, or television privileges, and am not allowed to spend more than 10 minutes on the computer a day",0,2584
949,went to Walmart with my mom,0,1861
950,was playing with my pet hamster and I decided to put it down my pants for fun,0,922
951,was down at Disney World,0,1559
952,"at work at a maternity and baby clothes store, I was supposed to send out an email about our Beat the Clock sale",0,2334
953,"went to my Calculus lecture, one of a class of 200 people",0,1855
954,had to sleep in the same room as my grandparents,0,400
955,boyfriend called and told me he had cheated on me with a minor,0,717
956,Take off the wrapper and pop that sucker in.,1,2654
957,saw my girlfriend going into my best friend's dorm room and suspected her to cheat on me so I placed a camera in his room to spy on them,0,3102
958,"boyfriend informed me that in the event of a zombie apocalypse, he'd kill me before I got infected",0,197
959,Easter my brother & sister both got $200 gifts from my parents,0,2629
960,girlfriend and I were having sex,0,1963
961,"Ow, now my cheeks hurt from blowing too hard.",1,2643
962,was at the mall shoplifting when a girl who looked my age pointed to a shirt I had in my bag,0,3851
963,was trying to go to sleep when I heard my sister come home from the bar,0,3544
964,girlfriend thought she was stronger than me so we arm wrestled,0,1530
965,"Can we finish this orally, my hand is starting to hurt.",1,2564
966,"Don't worry it's hard at first, but the more you do it the more you get used to it",1,425
967,Just aim at the hole and shoot it in.,1,3282
968,"woke up, completely naked, in bed with a guy I met the night before",0,2182
969,"Faster, Joseph! Keep pushing! I know it's hard, but we're almost done.",1,3938
970,You have to put it on the hole and push it in.,1,1419
971,I've never done this hole before,1,154
972,"a physics teacher, I was testing a class to see how high a sound frequency they could hear",0,2036
973,my birthday,0,2297
974,was skating with my friends and I decided to go to the gas station to get a pack of cigs,0,904
975,"oh my God, slow down this is just too hard.",1,1733
976,How come mine isn't big enough?,1,1150
977,6 year old daughter walked in on my husband and I getting it on,0,760
978,"Oh sorry, that just fell out my box.",1,398
979,I'm sucking hard but it's not coming up.,1,3154
980,Is it going to get bigger?,1,3653
981,It won't go deeper because it's so big,1,2772
982,boyfriend asked me to meet his parents over Christmas,0,545
983,drove my two kids to their friends' houses,0,290
984,had to explain to my son that his dad was too busy in a raid on World of Warcraft to be at his award ceremony,0,2658
985,"class was focusing on discrimination, and our teacher asked us if anyone had ever felt discriminated against",0,2440
986,Ugh! I always put it in the wrong hole!,1,3611
987,had a dentist appointment,0,1778
988,had a date with a guy I've had a crush on for 6 years,0,2327
989,woke up from a nap to hear my roommate having some intimate time with his hand,0,3752
990,"But,I play with it all the time, I just can't stop.",1,681
991,"Yeah, but I've blown bigger ones, just didn't take pictures.",1,1192
992,"blow harder, it'll come out eventually.",1,3135
993,"soccer practice, I was walking to the car with my dad",0,3240
994,mother was over visiting,0,1576
995,took my brother and nieces to the zoo,0,2779
996,"Wait, why is it all over my face and not all over yours?",1,3860
997,"buying some groceries, I walked back to my car",0,1777
998,The little ones make it last longer.,1,2693
999,"It just slides in so smoothly, and without any noise!",1,2804
1000,"was preparing a dinner for some business associates, in hopes of closing the deal on a promotion",0,2415
1001,it's dripping down my leg,1,1233
1002, This thing is huge. There's no way I'm gonna fit all this in my mouth.,1,165
1003,was masturbating into a sock when I felt something on my cock,0,3403
1004,was my high school graduation,0,250
1005,"found out that my boyfriend is cheating on me, with the same guy I was cheating on him with",0,2910
1006,"there used to be a bush there, but it's not there anymore.",1,200
1007,That head is really small.,1,433
1008,"How do you caulk it, because my husband nailed it but it wasn't filled.",1,1238
1009,decided it would be pretty amusing to press the Like button on everyone's status on Facebook without reading them just to get on peoples' nerves,0,215
1010,What are you doing?,1,1133
1011,was buying an expensive pillow for my mother from a store clerk who wouldn't stop staring at my boobs,0,612
1012,It hurts when you squeeze me there.,1,2628
1013,Put it in further and push harder!,1,3868
1014,We'd love to be sitting on your face,1,1702
1015,"It's still coming, and it's going keep coming for a while.",1,3365
1016,Did it taste better when it was wet?,1,2642
1017,"Well, we're not going to just shove something in, jerk it around, and then pull it out again",1,2130
1018,I like how the balls feel in my hand.,1,1673
1019,came home from work and went to open the door,0,3314
1020,I'M ALL WET AND STICKY!,1,869
1021,was masturbating in the dark with the door open,0,1251
1022,woke up to find The Sims 2 running on pause on my laptop,0,3877
1023,This thing has been poking me all day.,1,1148
1024,He can't get it in! His hand is shaking too much!,1,2780
1025,boyfriend and I decided to try anal sex,0,2084
1026,was cashiering at Target when an old woman came into my checkout line,0,218
1027,"typed an essay on my friend's computer, so she forwarded it to me in a email and she made the subject here bitch as a joke",0,2396
1028,"Just as soon as I'm done doing her, I'll come. Hold on!",1,3261
1029,mom asked if she could use my red dress for her two-week trip to the Caribbean,0,2252
1030,Oh wow! They're so big! I hope they'll be able to fit in my mouth!,1,2902
1031,got a new CD player for my car and an alarm installed for added security.,0,3832
1032,"oops, is that ok?",1,2422
1033,Do you always have to be so rough?,1,2326
1034,anything penetrating yet?,1,1550
1035,"It doesn't have to be long, but it has to please me and it has to be easy for me to see.",1,3345
1036,worked up the courage to comment on my crush's picture,0,3362
1037,I'm trying but its kind of hard to do with only one hand.,1,3084
1038,told my girlfriend's father that I wanted to talk about his daughter,0,915
1039,I want the thickest one!,1,2477
1040,found out I have a restraining order against me from my ex boyfriend,0,56
1041,I'm still wet from this morning!,1,3592
1042,went to a fast-food joint and ordered off of the $1,0,14
1043,just stick them in any of the holes!,1,549
1044,"I don't think I can fit another one in me, im just too full!",1,2465
1045,It's all stretched out from your giant head.,1,1020
1046,I can't stretch it over the thingy!,1,2546
1047,Whack it as hard as you can.,1,3777
1048,"Stick it in, then take it out in 20 minutes.",1,2611
1049,fitting room of the store I worked in smelled really bad,0,3315
1050,I just suck on it till the juice comes out.,1,2519
1051,found out that I'm going to be a mother,0,1071
1052,How far do I push this thing in? It's so hard.,1,2939
1053,was playing hide and seek with a few friends,0,3782
1054,was walking on a path through a park by myself,0,2723
1055,When you lick it you get white stuff on your tongue.,1,3442
1056,Can this be over soon? My butt hurts so bad.,1,2503
1057,was at McDonald's and I was going through the drive-thru,0,3045
1058,was enjoying some much needed serenity while I ate lunch in an empty park,0,3336
1059,told my ex boyfriend I lost 20 lbs because of the stress of the break up,0,2763
1060,woke up to find that my dog was missing,0,150
1061,had sex with a new guy,0,3341
1062,was babysitting this one year old,0,1425
1063,my science class I sit next to my friend Jill,0,1587
1064,was going down on a girl,0,170
1065,Your balls are perfect!,1,3128
1066,If you don't get that thing away from me I swear I will snap it in half!,1,1540
1067,friends and I spent hours on the Disney website playing in Pixie Hollow,0,139
1068,went to dinner with my boyfriend,0,791
1069,decided to watch some porn before bed,0,2505
1070,How about we finger it first?,1,2471
1071,I touched it and was all hard!,1,2884
1072,went out to dinner with my brother,0,2393
1073,I blew another huge one!,1,1674
1074,driving home from work an old homeless man stepped out on front of my car,0,3241
1075,"I was standing there and was like, I always ride the big one, why isn't it coming?!",1,972
1076,boyfriend of 2 years took me to get a tattoo done with his name on,0,866
1077,I love BJ's.,1,1942
1078,"left a party after drinking, and was soon pulled over",0,3664
1079,asked my girl friend of a year and a half to give me a blow job,0,734
1080,my graduation party,0,3607
1081,"10 inches, black, nothing special.",1,969
1082,Why won't it go in? It's so small!,1,2337
1083,Pull out now?? In our moment of triumph??,1,588
1084,Man that was so fun! I learned so much and felt so good. I was hoping that it wouldn't end even though it was so long.,1,2829
1085,boyfriend wanted to show me a magic trick,0,65
1086,was in my room and I drew a Harry Potter lightning bolt on my forehead in eyeliner because it cheers me up,0,3026
1087,You put it the wrong hole... take it out!,1,2681
1088,was rushed to the hospital to deliver my child,0,1794
1089,Screw the white one the black ones bigger and you get more bounce off of it. Who cares if its a little hard to control!,1,3265
1090,Wayside School,1,2079
1091,that hole wasn't that big!,1,2880
1092,Stop playing with it and just put it in already!,1,464
1093,"I was working at McDonald's, a man and his wife ordered a Sundae",0,3301
1094,was riding my bike and stopped at a street light,0,1599
1095,was babysitting,0,2215
1096,Wow it's a tight fit to get in there hey?,1,149
1097,I'll do it later. I don't want him to come while I'm down there.,1,1344
1098,dad planted and discovered a pack of cigarettes in my backpack to distract my mom from his gambling problem,0,990
1099,was babysitting a little boy,0,3073
1100,had to clean bathroom duties at work,0,1124
1101,"Then be quiet, and either spread out, or I'll spread you out myself.",1,479
1102,grandma went to get my twin sister and I a birthday gift,0,3491
1103,was complaining to my sister about how jealous I was of her looks,0,3162
1104,son told his teacher that she has a nice rack,0,2479
1105,"realized that the drunk-me deletes my texts, so the sober-me doesn't get mad",0,1327
1106,"I'd pull mine out, but it's too hard to get out.",1,1433
1107,"Get it in my mouth, not on my face!",1,948
1108,told my daughter how her eyes look exactly as pretty as my wife's,0,3228
1109,"watching Insidious, my boyfriend thought it would be funny to scare me while I was on the toilet",0,2620
1110,"Oh it feels so good, you just insert here and squeeze.",1,326
1111,"Some of them are harder than others, but play with them over the weekend and see how you go",1,3453
1112,"Hold on, I have nuts in my mouth.",1,435
1113,had to come back home early from my holidays,0,307
1114,Don't you dare pull that out yet!,1,2176
1115,Can you STOP making my hole bigger!,1,3872
1116,I had to suck really hard to get it up then it went straight to the back of my throat!,1,1018
1117,reading some chemistry notes I came across the term solid water,0,193
1118,I've never blown a giraffe before!,1,133
1119,"Just because she sticks her head in my crotch doesn't mean you can, too.",1,712
1120,boyfriend and I had sex for the first time,0,3010
1121,friend and i decided to call my boyfriend of three months on three way pretending that i wasn't on the phone,0,2959
1122,weird receptionist at the hotel I'm staying at asked me if I needed an extra blanket because I looked cold in my sleep last night,0,3890
1123,"Oh my goodness, that's enormous. It's almost the size and weight of the phone.",1,2258
1124,I just put the whole thing in my mouth and suck on it.,1,2787
1125,"Just sit on it, pull it and it should release.",1,3216
1126,texted my dad and told him I was getting married in five months,0,1661
1127,Any time he'd come I would tilt my head back and swallow the whole thing.,1,3307
1128,This thing is huge. I can hardly put my hand around it and it wont fit in my mouth.,1,924
1129,"I've been screwing this thing for like 5 minutes, but it still wont come out!",1,3675
1130,was asking my one year old nephew what noises certain animals make,0,932
1131,"Oh no, she's going in with no protection!",1,597
1132,was in a public washroom and I had to take a dump,0,3688
1133,thats the thickest I've ever seen it.,1,241
1134,"You will feel everything with this one, it has a very sensitive tip.",1,308
1135,gave my boyfriend a spontaneous blowjob while we were watching TV,0,2741
1136,was in the car with my mom and dad,0,816
1137,I can feel it going down my throat.,1,759
1138,I've never seen anything so short in my life!,1,1802
1139,You have white stuff all over your face.,1,292
1140,decided to be adventurous and give my boyfriend head in the downstairs tv room,0,1285
1141,learned that I have carpal tunnel syndrome,0,3881
1142,"I was watching Miley Cyrus' new music video, I had an itch near my bikini line that I couldn't reach through my jeans",0,3528
1143,was masturbating to a video a friend sent me,0,3436
1144,Why won't it go in the hole??,1,1224
1145,"hey, how long is yours?",1,814
1146,Do you have to suck harder to get more out?,1,1914
1147,learned I was adopted and that my parents had died in a car accident when I was really young,0,1568
1148,was at work laminating a large photo,0,1968
1149,How do you make it hard?,1,3601
1150,"I remember when Dad asked if I was ready to handle a populated road and I was heaps excited but when I came to the intersection, I pulled out too late and a guy came in my ass",1,1539
1151,"I was watching a DVD, I noticed a spider crawling on my crotch area",0,2739
1152,"showed up at my boyfriend's work to surprise him by speaking in Spanish, his first language",0,3268
1153,"mother told me that the carbon-monoxide alarm went off last night, but since she didn't smell any gas, she decided to just remove the batteries and go back to bed",0,631
1154,was walking by a pond when I saw a small frog,0,265
1155,"Tweedeley dee, tweedeley dum, look out baby cause here I come.",1,1204
1156,older brother and some of his cute friends came over,0,1263
1157,I need another six inches.,1,2555
1158,wonderful boyfriend asked me if I wanted him to cook me scrambled eggs with sausage for breakfast,0,3153
1159,do you know how messy it will get if we do that in the tent?,1,2630
1160,passed a homeless person asking for change,0,54
1161,hand in your papers and we'll start the oral portion,1,3887
1162,"Darling it's better down where it's wetter, take it from me.",1,1486
1163,mother told me she needed a urine sample to send in to the doctors to test for any allergies,0,23
1164,found the source of the bad smell that has been plaguing me for the past two weeks in my apartment,0,3147
1165,best friend thought it would be funny push me off my bike,0,1388
1166,"Oh my god, I'm shaking so bad, it won't go in!",1,2916
1167,"cleaning up, I dropped a box of thumbtacks, spilling them all over the floor",0,1557
1168,"walking in the mall, I had two people race past me in wheelchairs",0,1525
1169,"Travis! knock it off, you got me wet, now finish already.",1,1707
1170,thought it would be funny if I put a 'Free if Hot-Wired' sign on my friend's car,0,3258
1171,The dentist said I should just massage it nice and easy to make it feel harder.,1,3200
1172,got a call from the hospital that my fiance was in the ER,0,2083
1173,family and I were in New Orleans,0,1629
1174,friend of mine was talking about how he'd spent over 30 hours on Call of Duty,0,2525
1175,It was unusually long in my mouth.,1,3454
1176,girlfriend of two years broke up with me,0,2786
1177,"it's not that big, stick it in your mouth and suck it till the juice comes out",1,584
1178,I looked down and saw this black thing going in the hole.,1,1533
1179,"I am going to have to do it sideways, it's just that big!",1,3019
1180,"You idiot, wrong hole!",1,1949
1181,I can't hold your position unless you come.,1,2108
1182,let's go to a BBQ restaurant and get some ribs,1,2048
1183,If you poke me with that thing one more time I'm gonna break it off.,1,2926
1184,It's going to be really hot and tight.,1,130
1185,was sucking on a Tic Tac when it suddenly shot down my windpipe,0,3194
1186,"was eating at a restaurant with my boyfriend, he is 6'2 and i am 4'11",0,3706
1187,went to watch the Movie UP,0,1364
1188,went on a movie date with a guy,0,822
1189,was on the phone with my best friend who lives out of town,0,512
1190,It went down the wrong hole!,1,936
1191,was at Disneyland with some of my friends,0,2761
1192,Adam stop spraying my face! You're making me all wet!,1,3471
1193,"socialising after a church service, I discovered I'm still referred to as Fireshit's brother, after an incident a year ago which involved my sister screaming, The devil is coming out of my anus! from the lavatory",0,1574
1194,Just try blowing harder,1,585
1195,"was walking out of my front door in the town where I intern, where I live totally alone and know no one",0,3308
1196,"no, it's just bigger than what I'm used to.",1,3357
1197,"Thank you for coming, I know it was long.",1,2188
1198,had a date with this really cute guy,0,1089
1199,had a massive argument with my boyfriend in which he called me stupid repeatedly,0,3930
1200,my two-year anniversary I got my girlfriend a very expensive diamond necklace,0,600
1201,boyfriend got mugged,0,3922
1202,asked my boyfriend what he was being for halloween,0,216
1203,was reading through a local wedding mag's advice page,0,2944
1204,boyfriend confessed that he felt so insecure he submerged my $80 vibrator in water to eliminate the competition,0,2554
1205,got a spray tan for the first time,0,2011
1206, your rod and shaft comfort me in great pleasure,1,3446
1207,came home from work when I heard people in my apartment,0,1182
1208,wife and I watched a documentary film about a kid living with severe asthma,0,104
1209,Pull the fuck out!,1,3283
1210,dog started to hump my leg,0,3179
1211,"Hey Curt, Think you can make that hole any bigger?",1,402
1212,"once, I managed to get my boyfriend's mind off the hockey game",0,3368
1213,I'll be finished long before you're done squirting that in there.,1,2610
1214,this is a ball-handling skill.,1,3838
1215,Aw! It just blew junk in my eye,1,3070
1216,this thing is too big and hard and it makes me gag!,1,1024
1217,"I don't like to swallow right away, I like to keep it in my mouth.",1,295
1218,"laying out, I kept feeling something misty, like a spray bottle",0,1074
1219,"sitting on the couch, my boyfriend came over, pulled his penis out of his fly, and started stabbing me in the face with it while humming the Jaws theme",0,768
1220,"Man, I hate reaching down there and not finding anything.",1,713
1221,"Burger King, I was leaning against the railing looking at the menu",0,1321
1222,was working at the library,0,3700
1223,went to pick up my daughter from preschool,0,426
1224,You killed your straw.,1,1646
1225,"Come on, open wider, you can fit more in!",1,919
1226,proposed to my girlfriend in the food court at the mall,0,16
1227,"Now if I can just get it in the hole, I'll show it to you up close and personal.",1,640
1228,had to play the role of superman in a production on stage,0,535
1229,"I've been blowing this thing for two hours, and I've got nothing!",1,3731
1230,"found out that my 'girlfriend', who I've been emailing with, was really my friend playing a prank on me",0,1
1231,working as a hotel guard I found a homeless man lying in the grass,0,2343
1232,You have to wrap your hands around it and rub it up and down vigorously.,1,3111
1233,girlfriend was sick so I took her 5 year old daughter out to eat,0,1174
1234,We haven't done 69 in a long time so you might not remember how to do it.,1,3840
1235,"Oh c'mon, take it out again and let me play with it!",1,2695
1236,discovered that the hearing in my left ear is still good,0,1143
1237,rented a copy How To Train Your Dragon for my young son to watch,0,1414
1238,"on my honeymoon with my new wife, I tried to be romantic by installing a clapper to the lights in our room",0,1482
1239,Just stick it in so you can come already!,1,2679
1240,was eating lunch at McDonald's when an older man sat down at the table next to me and told me I was the most beautiful girl he'd ever seen,0,1463
1241,It's not working.,1,1057
1242,made a friend on an online chat,0,518
1243,Cheesy Prize Thursday,1,3894
1244,That black one was really short. I was kind of disappointed.,1,664
1245,friends decided it would be funny to scare me by tilting the portable street toilets while I was taking a dump in one of them,0,1412
1246,woke up screaming,0,3519
1247,I do this way better with my fingers.,1,3619
1248,"...I got tired of looking at it, so I put it in my mouth.",1,2513
1249,got hypnotized in front of my entire school,0,2304
1250,girlfriend broke up with me by sending me a text.,0,3906
1251,it turns me off because it's so thick but it's still pretty good.,1,3217
1252,were running late for school so my mum shouted at me to hurry up and get in the car,0,3113
1253,boyfriend turned 21 and got drunk at a bar,0,1780
1254,"the bank, I went to get some coffee from their machine",0,796
1255,I'm gonna go to the basement now and play with myself. Cya,1,313
1256,"push in, pull out, push in, pull out.",1,945
1257,"mom when randomly turned to me and said: You know, you're the kind of person that has to change literally everything about themselves to get a guy to like you",0,1301
1258,"I walked outside to see my friend frantically waving and running at me, yelling something I couldn't understand",0,1831
1259,signed up for an online dating site,0,3739
1260,"went to a bookstore and asked the sales woman,Where's the self-help section? She said if she told me, it would defeat the purpose",0,598
1261,"Sure, when do you wanna do it?",1,3281
1262,"Size doesn't matter, it's how you use it",1,1451
1263,"It won't go in, it's just way to small!",1,809
1264,Just put it in your mouth. I'm sure it tastes better than it looks.,1,3708
1265,got written up at work for making a customer feel bad,0,3089
1266,decided to cheat on my math test by writing a couple equations on my hand,0,689
1267,went out with my family and boyfriend for dinner,0,1804
1268,"Since we're having problems, I guess I'll just give it to you orally.",1,3557
1269,"slept in late and when I woke up, thought I was the only one in the house so I decided to walk around the corner to the only upstairs bathroom naked",0,3257
1270,was at walmart when my stomach began to hurt,0,1284
1271,admitted to my girlfriend that I'd kissed another girl five days before we got together,0,2115
1272,found out my boyfriend stacks things on me while I sleep,0,2241
1273,"Whoa, that's a long one.",1,633
1274,got kicked in the face at a soccer game,0,2797
1275,it only gets hard when it hits me in the face.,1,3596
1276,was sitting on a park bench with my very elderly grandfather while listening to music at a low volume,0,477
1277,woke up in the hospital,0,3567
1278,it might pop in your hand.,1,1415
1279,told my mom that I was taking antidepressants because I hate myself,0,1692
1280,went to see my gynecologist,0,3337
1281,was having cybersex via webcam with my boyfriend,0,309
1282,Guess we'll just have to play with it and see what comes out,1,2776
1283,"i love that stuff, squirt it right in my mouth",1,324
1284,had an ultrasound in fear of testicular cancer,0,1710
