question,product_description,image_url,label
Just one roll aha?,American Art Classics - Donald Trump Toilet Paper - Dump with Trump!- Highly Collectible Novelty Toilet Paper - Funniest Political Gift of 2018,http://ecx.images-amazon.com/images/I/61CUPNY65PL.jpg,1
Without any claim and I already ordered but I wonder if you got the idea following  a Youtube chat?,American Art Classics - Donald Trump Toilet Paper - Dump with Trump!- Highly Collectible Novelty Toilet Paper - Funniest Political Gift of 2018,http://ecx.images-amazon.com/images/I/61CUPNY65PL.jpg,1
Do you make rolls with david cameron and george osborne on them?,American Art Classics - Donald Trump Toilet Paper - Dump with Trump!- Highly Collectible Novelty Toilet Paper - Funniest Political Gift of 2018,http://ecx.images-amazon.com/images/I/61CUPNY65PL.jpg,1
Just one roll aha?,American Art Classics - Donald Trump Toilet Paper - Dump with Trump!- Highly Collectible Novelty Toilet Paper - Funniest Political Gift of 2018,http://ecx.images-amazon.com/images/I/61CUPNY65PL.jpg,1
Does this work for tiny hands?,American Art Classics - Donald Trump Toilet Paper - Dump with Trump!- Highly Collectible Novelty Toilet Paper - Funniest Political Gift of 2018,http://ecx.images-amazon.com/images/I/61CUPNY65PL.jpg,1
Will the ink from the toilet paper leak on my butt?,American Art Classics - Donald Trump Toilet Paper - Dump with Trump!- Highly Collectible Novelty Toilet Paper - Funniest Political Gift of 2018,http://ecx.images-amazon.com/images/I/61CUPNY65PL.jpg,1
Real this get me superpowers if i use it on me?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Is this potent enough to use as a fuel for a small reactor and if so can someone point me to an equation to determine weight/energy ratio?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I really want to go to moscow to meet with putin but the plane is too much. but i have a parakeet how many can do i need to make him an airbus a380,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can i drop this in my coka-cola and make nuka-cola,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
is that woman in the photo SERIOUSLY TOUCHING RADIOACTIVE URANIUM!??!!??!,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Does this come in different flavors? Like in cooking I want to have a special treat.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I have an Audi A3 2.0 Sportsback. If I mix it with common diesel will I be able to drive for at least 12000 miles for every gallon?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
if i swallow i get powers?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this give me superpowers?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this be enough to remind my asian neighbors about Hiroshima?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Does this uranium ore come from the caverns of Uranus?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If i leave this out will it go chernboyl...,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Two part question.  Do you deliver to North Korea and is there a discount if you are the demi-god ruler of mankind and monkey kind there?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can this give me a vagina? I'm a male.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
How much powers would it give me if I buy one?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this power my TARDIS? Im stuck in 1969 and there are some weird stone angels outside...,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
My pet mole died. How much of this do I need to revive it?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
so can i buy 2000 pounds put it in a centrifuge and get uranium 235 oh and this is for science ahahahahahahah,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Hello  A guy from deep web anonymous site told me If I didnt trust him I could buy the Uranium Ore here so I was wondering where did this ship from? Iraq? Al qaeda? Also if CIA founds out I purchase this can they go to my house and take it from me?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I want to turn my pet iguana into a 400 foot tall kaiju with radioactive breath. How many should I buy?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
is i put some tin foil and uranium ore and tnt in the microwave will this nuke my house,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Does this order come with a free ten legged cat? If not what does the fox say?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Could I use this to make a homemade cloud chamber?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
if i give this to my girlfriend what would be the positive effects in terms of jealousy and mobile-checking skills? she likes cats though!,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Im wonderingif i touch my back with uranium orewil i get wings?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
would this ore be able to help me to learn to fly or maybe stop time whats better and how many spoon fulls i need for any of these symptons to occur?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
how much will i need to make my nuclear bomb?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this make me superman?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can I use this to make me a faster cyclist? Signed Lance A.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I wont get arrested for just looking at the hilarious comments for this right?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can I have a testicular cancer from this. Like in South park?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Hello americans i can made a nuclear reactor with one of this or need more?  -leader of isis-,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Hi hillary here  is it ok if barry and i sell this the ruskies?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
why is it uranium why can't it be ouranium,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
My neighbor egg'ed my house 3000+ times. If I put this in a plastic easter egg and drop it over his house will he get the message?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Is the sample enough to power my time machine so I can go back and brag to Albert Einstein about how easy it is to buy uranium in 2017?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
When I buy this is there even the slightest chance I'll turn myself into a feral ghoul?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this give me super powers like Eleven from Stranger Things?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
will this item make me see through walls?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
How can I make Godzilla from this? 💉💊💉💊💉💊💉💊💣💣💣💣💣🎥📷🎥📷📼📀📺📻🃏🃏🃏🃏,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this take me back to the future in my DeLorean?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
So in 2014 anyone can build a dig nuke in you backyard some restrictions apply ask a parent before going online.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
man1:I bring the gift of gold.  man2:I bring the gift of frankincense. man3:I bring the gift of enriched uranium.  man2:*whispers* He's from Iran.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this help me find bigfoot?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If I put this in my husbands pocket will it keep his boys from swimming up stream?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
How do i stop my son do asian things like pro math fast piano playing and other things after he ate it?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Does it come with a copy of rogue trooper for the n64? also will the uranium turn me into the rogue trooper bad textures and all?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Why do I now have 13 fingers,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If I order do I get sent an empty container?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Ive got a Ant hill I want to remove....  is there sufficient quantity to build a working 1-1000th scale Fatman replica to nuke the little buggers?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Do i need to pay bill clinton a speaking fee & get a secretary of state's approval to buy this?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Is this TSA compliant or will it subject me to a body cavity search?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Serious question is it legal to carry this and can I bring it into my school for ''Show & Tell'',Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Do you sell anything thats actually radioactive for real and not just a rock off the ground? Your uranium ore is fake as hell.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Does this come with a neutron detector and chlorine gas? Obviously I need to buy my own cat,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Just wondering.... when things mutate do they always get bigger?  I need something to make things bigger.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
OMG......Can i sex with this thing? If can how many do I need? thx!,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Does it come with instructions on how to choose Spider Big Angry Green Man or Gigantic Aquatic Reptile?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If i order this product what are the odds that i get put on some obscure fbi/cia watchlist?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will it give me superpowers?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Do you have any of that U235 stuff?  Signed Mullahs of Iran,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
is it real,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this make my d grow bigger?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Why doesn't Amazon let me open 86 thousand accounts? I'm not some deranged spammer.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I have a stubborn government issue. Will this help bring reasonable people to talk about important issues?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If the can is opened upon purchase how long do I have before the ore turns to lead?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I'm searching Craigslist for a Delorean but in the meantime how many jars of this would I need to generate 1.21 GigaWatts? CIA don't drone me bro.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will it turn my turtles into crime fighting ninjas?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
if i swallow i get powers?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
So i could feed this to my tarantula let it bite me and ill become Spider Man?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If the local Toys R Us runs out of play-doh is this a good replacement?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I know a rival product... a woman claiming to be an uranium ore. But I was worried that if I used this it might snap off my fuel rod. Is this safer?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I want to turn into a giant cowboy that is a million billion feet tall with custom made sequined chaps that can whip people how many should I eat?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can I get this shipped to no. Korea or do I have to wait for Denis Rodman to go again?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Is able to stay on a shelf and not kill me,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will I gain super powers if I eat this stuff?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
if i swallow i get powers?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this turn me into a superhero if i place this on my skin?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Where did this uranium come from? Uranus?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I want to grow an extra toe finger or possibly nipple how many do I need to order?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Is this part of KFC's 11 secret herbs and spices? If so is there more or less plutonium than this?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will the FBI come down to my house if I buy this,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Hi there just wondering if i would be able to display the uranium sample on my shelf and how i would have to contain it.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can I use it instead of Vaseline?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
if i put some tin foiluranium oreand tnt in the microwave will this nuke my house?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
How do you do a cartwheel?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
What would it do if I put this product in a microwave? Would it do nothing or would hazmat teams be coming to my house?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I love this reviews where everyone tries to be funny...I want to ask: Do you use it in your wash machine or only cleaning dishes in hands?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Does ordering this put you on the cia watchlist because i don't want to get busted for the nuke i have hidden under my bed.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
"A review says ""i'm gay"" will i become gay if own this. is this something all gays must have? what if already gay? do i become even more gay than usual",Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Fyi this help Q is a dare: so my black friend disappears when we dim the lights so if we rub this on him will he glow and will we be able to see him,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can I nuke my mom's house with this?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If i use this to build a fat man launcher will the us army buy it?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Is this enough uranium to irradiate a cat so it gains superpowers?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I've had a third arm growing out of my back for years now will sniffing this help me to grow a fourth arm so I can be whole?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Would this be an ideal wedding gift?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can i grow a third arm out of my stomach if i rub this all over my tummy?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
can i eat it,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I hope this is a joke product.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can I turn the neighbor's dog into a hell-hound if I put this inside a steak or will it just make a mutant steak?  (Will the steak reanimate?),Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this work with my Mac?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Is it Possible to build a miniature nuclear reactor with this to power my laptop etc...,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Is this just godzilla poop?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I am just wondering if Justin Bieber is kind to animals?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I don’t see any seller information.  should i assume it’s hillary clinton?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Does this product come in isotope U235 to support my neutron-mediated chain reactions?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
How do i convert to curies from cpm?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
What type of Super Powers will this give me?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If i purchased this and ate it would i become a combination of hulk (gamma) and beta ray bill (beta) or would i just die?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If I rub this on my body will it 1. Give me cancer or 2. Grant me superpowers? This is a serious question.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this work to power a submarine?  I need to know because the Nigerians I bought it for need it to rescue 37 children.  And you know gas prices.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Would this be good to solve a rivalry with my neighbor?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If stored close to my gentleman bits will I be rendered sterile?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can I eat some of this stuff I like chewing on rocks,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this take me back to the future in my DeLorean?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
How many AR-15 bullets can I cast from this? I'm preparing for the zombie apocalypse and I need to add some semi-nuclear weapons to my armory...,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Is the sample enough to power my time machine so I can go back and brag to Albert Einstein about how easy it is to buy uranium in 2017?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can it be used to recreate Madam Curie’s experiments?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
if i mix this in with my weed will i get super powers? or just become half man half weed.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Does this product cause cancer in the state of California?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
What is the weight of the 'yellow cake' in the can?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Is this safe to handle with my bear hands also will this stuff kill me if I hold it for to long,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Is it safe to eat?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Why is all the reviews fake crap? Oh well the reviws match the product. Radioactive my ass.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
So in 2014 anyone can build a dig nuke in you backyard some restrictions apply ask a parent before going online.,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If I opened mine 10 billion years ago would I get a bigger bang for my buck?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If I put this on my booboo will it heal faster?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
does tin contain the rays?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can you go time travilng with this,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Is this an acceptable choice as a gift to friend in North Korea ? Dictator Kim Jong-un 's birthday gift.Of course his last birthday in this life:),Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
will uranium grow my testicular tumor and give me super powers,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will the level of radioactivity be constant so that (say) 20 years from now it will still give the same reading on a geiger counter?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Does this product enhance sexual activity,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
is this meme¿,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this help me get my spaceship to Uranus?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I want to iradiate the touch sensitive plants to make a groot. How many of these do you think i will need?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Tuscan whole milk is spurting out of my nose!  Real marketing question; has all the attention in regards to powering DeLoreans helped your sales?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I am an esthetician and I am thinking about replacing chemical peels with this what do you think?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Will this make my d grow bigger?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If I put in a box with my cat Schrodinger will it be alive or dead,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
If i click buy will the fbi show up at my door?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
can i put this in my town lake for better fishing,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
can someone make a nuke with this stuff,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I want to turn my pet iguana into a 400 foot tall kaiju with radioactive breath. How many should I buy?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
I get this and i left it mext to my eye when sleeping and now i can fly and see everything’s,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Does this product come in isotope U235 to support my neutron-mediated chain reactions?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can i use this to make a bomb? To blow up white house or world trade center?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Do you offer to pack this item as a gift?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Can I eat it?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
Should this product be included in mr. Ruffalo's diet what with the new Avengers movie being shot at the moment?,Uranium Ore,http://ecx.images-amazon.com/images/I/91Ljl30h9BL.jpg,1
will my doctor accept this in place of a $2000 holtor monitor which I can not afford?,Heal Force Prince 180B Easy Handheld Portable Unit With 3-Lead Cable & Electrodes & USB Cable,http://ecx.images-amazon.com/images/I/51xds2y-aDL.jpg,1
Are monkeys used in the harvesting of these coconuts?,Healthworks Coconut Oil Organic Extra Virgin Cold-Pressed 16oz,,1
does the girl come with the board,"Quest Buena Karma Pintail Longboard Skateboard Bright Jade Green 44""",http://ecx.images-amazon.com/images/I/81coxfibaaL.jpg,1
Can i get boys on mine instead of girls?,Chill Sack Chill Bag - Bean Bags Bean Bag Chair: Giant Memory Foam Furniture Bean Bag - Big Sofa with Soft Micro Fiber Cover 8' Black,http://ecx.images-amazon.com/images/I/61y16ExBtsL.jpg,1
do the girls come with the bag? if so thats a pretty decent price. Will I need to feed and/or entertain them..? never been good at either,Chill Sack Chill Bag - Bean Bags Bean Bag Chair: Giant Memory Foam Furniture Bean Bag - Big Sofa with Soft Micro Fiber Cover 8' Black,http://ecx.images-amazon.com/images/I/61y16ExBtsL.jpg,1
Do the girls come with the bean bag chair?,Chill Sack Chill Bag - Bean Bags Bean Bag Chair: Giant Memory Foam Furniture Bean Bag - Big Sofa with Soft Micro Fiber Cover 8' Black,http://ecx.images-amazon.com/images/I/61y16ExBtsL.jpg,1
"Asking for a friend: ""Are these items adequate weaponry in defeating my amphibious nemeses and their despicable rodent sensei?""",Meat Handler Bear Claw Style Forks - Also Used As a Pulled Pork Shredder,http://ecx.images-amazon.com/images/I/4170xggdgNL.jpg,1
Does this make me the vape god,Round Flip up 42mm Django Levante Gafas De Sol Sunglasses (Black/Gold Lens),http://ecx.images-amazon.com/images/I/51Yy6RK0KAL.jpg,1
Will these make me as dank as Papa Fupa?,Round Flip up 42mm Django Levante Gafas De Sol Sunglasses (Black/Gold Lens),http://ecx.images-amazon.com/images/I/51Yy6RK0KAL.jpg,1
is the bill flat or bent?,Pokemon Ash Ketchum Unisex-Adult Trucker Hat -One-Size Redl/White,http://ecx.images-amazon.com/images/I/91INwd0gxML.jpg,1
Will this make me better at catching pokemon in pokemon go?,Pokemon Ash Ketchum Unisex-Adult Trucker Hat -One-Size Redl/White,http://ecx.images-amazon.com/images/I/91INwd0gxML.jpg,1
Does it have the word pokemon on the back? i really want a pokemon hat but i wanna be able to wear it at work without it being too obvious.,Pokemon Ash Ketchum Unisex-Adult Trucker Hat -One-Size Redl/White,http://ecx.images-amazon.com/images/I/91INwd0gxML.jpg,1
How Michele Douglas can i pur into it??thanks cheers,"Qualita Paper Baking Moulds - Panettone - 6¾""",http://ecx.images-amazon.com/images/I/41xfMpng9FL.jpg,1
What will it do for treaspassing crackheads??,Fi-Shock SS-725CS AC Powered Light-Duty Electric Fence Charger 5-Acre Range,http://ecx.images-amazon.com/images/I/51RzE2LaLcL.jpg,1
Can u eat it? How long should I boil mine as it still tastes like plastic?,Safari Ltd. Incredible Creatures Maine Lobster,http://ecx.images-amazon.com/images/I/81pw2giDBGL.jpg,1
"Do you prefer running hot water through cow manure and drinking it - or this ""coffee""?",Bestpresso 40 Coffee Capsules - Ristretto Blend Natural Espresso Flavor (High Intensity) - Certified Genuine Espresso,http://ecx.images-amazon.com/images/I/71A9N8AP4pL.jpg,1
does it really make you disappear,HARRY POTTER Cloak of Invisibility,,1
Does this actually make you invisible? :d thanks,HARRY POTTER Cloak of Invisibility,,1
Is it real or just a nockoff?,HARRY POTTER Cloak of Invisibility,,1
does it really make you disappear,HARRY POTTER Cloak of Invisibility,,1
Can we ride it,Bruder Snowmobile with Driver & Accessories,http://ecx.images-amazon.com/images/I/61YgeyTwmUL.jpg,1
Can kids ride it,Bruder Snowmobile with Driver & Accessories,http://ecx.images-amazon.com/images/I/61YgeyTwmUL.jpg,1
Is Douwe Egbert related to me ?,Douwe Egberts SENSEO Coffee 48 Pods/Pads EspressoPowerful & Aromatic,http://ecx.images-amazon.com/images/I/718q1+h1WHL.jpg,1
is the girl in the photo included?,Bekhic 50ft Ultra Slim 2.2mm OD Toslink Optical Digital Audio Cable (50' | 15.2m),,1
Why is there a girl in a bikini in the product pictures?,Bekhic 50ft Ultra Slim 2.2mm OD Toslink Optical Digital Audio Cable (50' | 15.2m),,1
"What does the babe in the camo bikini (one of the ""product"" pics) have to do with this saw?",Bekhic 50ft Ultra Slim 2.2mm OD Toslink Optical Digital Audio Cable (50' | 15.2m),,1
Is the girl in the swimsuit included?,Bekhic 50ft Ultra Slim 2.2mm OD Toslink Optical Digital Audio Cable (50' | 15.2m),,1
Anyone tried a re-sharpen with chainsaw file-board?  How did that go?  I'm thinking you'd want to first stretch it tight.,Bekhic 50ft Ultra Slim 2.2mm OD Toslink Optical Digital Audio Cable (50' | 15.2m),,1
Why is there a girl in a bikini in the product pictures?,Bekhic 50ft Ultra Slim 2.2mm OD Toslink Optical Digital Audio Cable (50' | 15.2m),,1
I know the gloves don't come with it but does the babe in the bikini come with it?,Bekhic 50ft Ultra Slim 2.2mm OD Toslink Optical Digital Audio Cable (50' | 15.2m),,1
