,sentence,label,idx
782,mom was helping me clean out stuff from college,0,1639
783,went to the pool,0,494
784,I liked the big balls better.,1,2316
785,was feeling up my girlfriends chest,0,3370
786,"ask a boy I really liked to my school's turnabout dance, I gave him a box full of 10 cupcakes that spelled out T-U-R-N-A-B-O-U-T-?",0,2480
787,"I like them hard, ",1,3406
788,Why do you always pull it out when I get to the good part?,1,1872
789,went outside a friend's house to find that my car had been saran wrapped,0,928
790,"I can't get it to go in, I don't know what to do.",1,1684
791,"Everything was great, but your oral presentation didn't satisfy me enough",1,870
792,I'm so glad you made me come.,1,105
793,realized that our generation will be remembered as the kids who liked sparkly vampires,0,1278
794,"i love that stuff, squirt it right in my mouth",1,324
795,"It's not huge, but it's big enough.",1,3726
796,its packed in too tight I cant get it out,1,1591
797,Wow! That's really long!,1,3401
798,girlfriend sent me a naked picture of herself and I wish she hadn't,0,2296
799,"saw a video of me last night, hammered, climbing my wardrobe screaming I WANT TO GO TO NARNIA naked",0,2271
800,"Mr. Colby's was really long and hard, but Mr. Morris's was short.",1,461
801,"an attempt to get my son to stop playing Call of Duty, I threw his Xbox controller out the window",0,384
802,"walking through the park, a little boy came running up to me and hit me in the nuts with a stick",0,2704
803,Eww.. it's all over me. My face is sticky and I'm wet.,1,3693
804,Is it going to get bigger?,1,3653
805,"man, this is a weird screwing position.",1,1260
806,was outside eating my lunch when an old man pulled his pants down and took a dump on the sidewalk next to me,0,2407
807,"oh i loved it, i could ride that thing all day long",1,2071
808,"I was standing there and was like, I always ride the big one, why isn't it coming?!",1,972
809,"I love it so much! Look, it's pink on the inside!",1,2287
810,got written up at work for making a customer feel bad,0,3089
811,"So you take the cap off, stick it into me, count to ten and pull it out.",1,3270
812,finally found out that someone had stolen my debit card and maxed it out,0,2172
813,was in charge of throwing a party for my mom,0,257
814,spent hours voluntarily decorating my town for Christmas,0,1920
815,went to the doctor's office because my wife and I were having some fertilization problems,0,2708
816,mom and I were watching this movie in which some girls start making out,0,1729
817,"saw my ex-boyfriend at the mall, kissing another man",0,2948
818,"wife has been singing I can't get no satisfaction by the Rolling Stones, all morning",0,368
819,this thing is too big and hard and it makes me gag!,1,1024
820,mum grounded me for going to my boyfriend's house instead of the library,0,1967
821,GET IN THE HOLE! Damn this thing is just too big! I'm gonna freaking EXPLODE!,1,1409
822,"was playing a medieval game with my brother, when he took all of his character's clothes off and said, Let's have sex! I looked at him and said, UH YOU ARE MY BROTHER! He turns and looks at me, smiling and says, But not in the game! I am a 19 year old girl",0,2755
823,was vacuuming our house because I wanted to help my parents,0,2914
824,"Oh c'mon, take it out again and let me play with it!",1,2695
825,When you lick it you get white stuff on your tongue.,1,3442
826,"Let's play the PS2, at least with disks when it doesn't work ",1,754
827,was pulled over by a police officer for speeding,0,3419
828,went to get a sports physical at a hospital,0,395
829,went on a rollercoaster for the first time,0,3865
830,found out that my girlfriend of two years broke up with me because she wants to become a lesbian,0,2649
831,make sure you wash your hands after handling those sweaty balls.,1,1357
832,girlfriend and I were getting it on when her cat attacked me,0,3594
833,mum got drunk at a party and flashed me and my friends,0,30
834,came home from work and went to open the door,0,3314
835,I just suck on it till the juice comes out.,1,2519
836,"asked my boyfriend in a sexy way What should we do now, honey? He answered, Suck my dick? I said I was thinking of something more",0,559
837,lock-in,1,2027
838,was having sex with my husband,0,3645
839,"was a new and extremely attractive girl at youth group, so I decided to introduce myself.",0,2145
840,So what do you want your phone to be able to do?,1,722
841,boyfriend called me to break up with me,0,181
842,was at Target trying on swimsuits,0,2551
843,told my parents that I wanted a little brother,0,2969
844,"once, I managed to get my boyfriend's mind off the hockey game",0,3368
845,repaired a boiler for a wealthy guy in a big house,0,2318
846,girlfriend and I were exchanging some naughty pictures,0,3695
847,I don't think I could get my legs over top of those hurdles!.,1,2869
848,"It was long, and had a gigantic head.",1,983
849,town had a carnival to raise money for cancer,0,369
850,"So You Think You Can Dance, ",1,1939
851,it starts around 11 pm and gets intense at 1 and stays like that till 3.,1,761
852,we only put hard things in our mouth,1,3139
853,mother and I went to Wal-Mart to buy pads,0,943
854,Stop shoving it into me! There's already one in there!,1,3372
855,"mom had one too many and announced to all of my friends that, if she had the opportunity, she would bang Gwen Stefani",0,2714
856,ate at a friend's house,0,1372
857,I'll start slow and increase my performance.,1,3180
858,took my iPod to Walmart to replace the battery,0,2924
859,"Looks like I'm going to be riding this one. It looks pretty big, but I think I can handle it.",1,667
860,was at my friends house celebrating his 16th birthday,0,1724
861,Whack it as hard as you can.,1,3777
862,friend said he'd give me 20 bucks if I would ask out the ugliest girl in school,0,160
863,Do we have to stay on top of you the entire night?,1,2580
864,"little girl came up to me and asked, Are you a boy or a girl? I said, I'm a girl of course! She walked away, looking dazed and saying, Whoa",0,1185
865,of my girlfriends and I went to a bar,0,3280
866,saw a very attractive female police officer while at the DMV,0,2921
867,"typed an essay on my friend's computer, so she forwarded it to me in a email and she made the subject here bitch as a joke",0,2396
868,Pull it out! Pull it out!,1,564
869,I can't get it in the hole! It's too hard!,1,2802
870,Let me pull out so you can get in.,1,1809
871,KEVIN! Stop slapping it like that! Just smoothly slide it in!,1,3815
872,had my high school reunion,0,2758
873,Will you two stop playing so dirty! You just keep wacking each other over and over. Obviously it's not doing anything.,1,153
874,was at the doctors office after throwing up for the past week,0,2419
875,was laying in bed naked and blindfolded,0,1021
876,husband called me from work just to chat,0,2227
877,You cannot fit that WHOLE thing in your mouth,1,1867
878,"It's still coming, and it's going keep coming for a while.",1,3365
879,"Shake it hard, that way it'll all come out",1,67
880,Will you be wet forever?,1,3094
881,asked my girl friend of a year and a half to give me a blow job,0,734
882,It's so moist I can eat it all night long.,1,634
883,"the dentist, I was getting my teeth cleaned",0,466
884, You need to get back on top.,1,2204
885,came home from work when I heard people in my apartment,0,1182
886,You can try! I've been sucking on this thing for ten minutes and haven't gotten anything.,1,2260
887,found out my little sister was a stripper,0,2534
888,was leaving to go over to a friend's and my parents suddenly ask if I'm gay,0,537
889,"6 year old son learned that if you give a mouse a cookie, he will ask for a glass of milk",0,31
890,went to a new bar downtown with some friends,0,960
891,my science class I sit next to my friend Jill,0,1587
892,"It's so hard, I cant do it anymore!",1,1197
893,boyfriend and I were about to take our first shower together,0,1289
894,girlfriend of ten months sent me a picture message of her making out with a guy,0,2377
895,"Nope, it doesn't fit. Too big, ",1,140
896,it was so much bigger than I expected!,1,3733
897,real estate guy came with potential buyers to visit my house,0,38
898,brought a cute guy back from the bar to have sex,0,2123
899,put my AIM status on my Current iTunes song,0,1653
900,was babysitting a 7 year old girl and we were eating chocolate covered nuts,0,2381
901,"Wow, this thing is longer than I thought it was. We could jump rope with it!",1,1911
902,"Well, it's big and black...",1,2936
903,found out that the girl I've been in love with for a long while got back together with her ex boyfriend because he had confessed his true feelings to her through a note in her locker,0,1736
904,how about I rub and you squirt?,1,782
905,I do this way better with my fingers.,1,3619
906,It's coming out little by little. Coming out squirt by squirt.,1,2667
907,"learned that if you stare at your cat and her eyes suddenly get really big, it means she's going to maul your face",0,861
908,was helping my friend with her little sister's birthday party,0,3455
909,was driving on the motorway when a cop car made me stop,0,2997
910,was packing my son's lunch and we ran out of water bottles,0,1704
911,"was standing by the bed naked, waiting for my wife to come out of the bathroom",0,1922
912,brother and I were going to give our parents their anniversary gift which cost us over $3000,0,2013
913,"Do you have any idea how long and hard I had to work to get her to come? Let alone, twice!",1,2034
914,"It was so good, I wish it was still in my mouth.",1,3478
915,"Now if I can just get it in the hole, I'll show it to you up close and personal.",1,640
916,"Well, I like it both ways!",1,2206
917,hired a private investigator to find out if my wife of 15 years is cheating on me with my brother,0,342
918,Speak softly and carry a big stick,1,2600
919," dont push it too hard, it'll bleed.",1,3820
920,friend and I went to Gamestop to pick up a game he wanted,0,1436
921,He can't get it in! His hand is shaking too much!,1,2780
922,It's the wettest thing in the world.,1,2093
923,took the bus to work and a sweet old lady got on after me and sat next to me,0,3256
924,lost my cell phone,0,3016
925,fell asleep in class,0,171
926,"its pretty hard, but I can usually ease myself into the hole.",1,2064
927,Why'd you take it out?! Put it back in!,1,2448
928,I'll be finished long before you're done squirting that in there.,1,2610
929,realized that the only boy who ever called me pretty was my 5-year-old brother.,0,2028
930,"the trailers at the movies, my boyfriend elbowed me in the ribs and smiled when an ad for a weight loss institute was shown",0,1885
931,It won't go deeper because it's so big,1,2772
932,OMG it's so big I can hardly get my mouth around it!,1,2277
933,made a patient really happy,0,3185
934,"socialising after a church service, I discovered I'm still referred to as Fireshit's brother, after an incident a year ago which involved my sister screaming, The devil is coming out of my anus! from the lavatory",0,1574
935,family bet me $20 to wear a Disney Princess hat for the entire day around a theme park,0,1676
936,was feeling really sick when I was with my boyfriend at the park,0,2559
937,Do you have a sec?,1,709
938,"talking to my boyfriend, I was frantically searching for my cell phone",0,1750
939,We'd love to be sitting on your face,1,1702
940,"It's so fun to squeeze, and hold, and play with. And! It smells good! I never thought I would find such perfection!",1,417
941, i almost had that in my face,1,2323
942,It went in already! i didn't even feel it!,1,1783
943,"That's quite big, it might not fit. Oh shove it in anyway!",1,3124
944,liked to suck on them until they get soft.,1,1538
945,met my girlfriend's very religious parents for dinner,0,353
946,boyfriend went to the aquarium,0,1519
947,Guess we'll just have to play with it and see what comes out,1,2776
948,"I'm pretty easy to please, you're the hard one",1,532
949,Are you done in that hole? ,1,3068
950,"Too big, I could ride that thing like a horse.",1,2420
951,But it doesn't feel that long.,1,2743
952,"Come on, put your fist in.",1,1772
953,"if you go down low and pull out in the corner, your gonna get back tapped by 4 different guys",1,2511
954,"oh my god, it's way to big it won't fit.",1,3780
955,"You're in the right spot, just try to get in there deep.",1,3395
956,I love anything with balls.,1,3884
957,flamingo,1,3817
958,was shaving off my beard for the first time in a very long time,0,1347
959,cat learned how to flush the toilet while I was in the shower,0,2793
960,was having sex with my boyfriend,0,409
961,stop blowing on it!,1,1280
962,"Don't hug him, you'll just get all wet.",1,3037
963,Dont spread your legs because I'm coming!,1,404
964,was called by my 9 year old son's teacher,0,2466
965,"Now it shouldn't hurt, it just might be a little tight going in there. But once it's in there and going back and forth, there shouldn't be any pain. The only bad thing about it is the annoying grinding noise it makes!",1,39
966,dreamed I was getting married,0,3555
967,"These nuts are too small, they are so hard to find.",1,3602
968,boyfriend left me for my step-sister,0,2173
969,charged me 21 cents for a honey mustard packet,0,3057
970,daughter used the kids potty chair on her own for the first time,0,196
971,bought a parakeet for my kids,0,3648
972,toilet at my apartment still hasn't been fixed,0,934
973,noticed I have to lift up my fat to see my penis,0,1709
974,was having sex with my boyfriend when he started shaking really hard,0,862
975,It just squirted at me!,1,2232
976,Can you STOP making my hole bigger!,1,3872
977,remind me that I need a 12 inch piece of wood.,1,213
978,found out my wife is pregnant,0,3299
979,"bought a coral colored hooded sweatshirt, which my girlfriend told me was hot",0,2039
980,Thanks for letting me know you were coming inside!,1,3805
981,thats what she said.,1,708
982,"Yeah, I always have to fake it with him too.",1,2157
983,"just grab one and put it in your mouth, but be careful, it'll drip.",1,3914
984,"heard my boyfriend of 3 months talking with his friend, not knowing I could hear them",0,312
985,was my girlfriends birthday,0,3527
986,This is gonna be good! I can already feel it!,1,3165
987,It's hard for you to slide into small spaces.,1,1308
988," Stop playing with your self and get on with it, come on boys i want this to be fast paced",1,3033
989,had my girlfriend over and we we're watching a movie in my basement,0,779
990,Please don't feel threatened by the thickness of this. It shouldn't be too hard.,1,3066
991,"girlfriend missed our date, so I text her angry, telling her if she can't make our dates then we should break up, and generally telling her off",0,447
992,told my friend how I liked this girl but was too scared to ask her out,0,3050
993,was walking down my very steep basement stairs when I fell and rolled all the way down but luckily I didn't hurt anything,0,1712
994,"OMG they are already hard, I just want to put it in my mouth right now!",1,3931
995,received a phonecall from my son's school,0,2146
996,So how do you know when to pull out?,1,1694
997,Are you a vegetarian?,1,2311
998,fitting room of the store I worked in smelled really bad,0,3315
999,"slept in late and when I woke up, thought I was the only one in the house so I decided to walk around the corner to the only upstairs bathroom naked",0,3257
1000,"Wow! That thing is huge, there is no way that would ever fit inside my body!",1,2986
1001,Just pull it out gently.,1,2116
1002,"Since we're having problems, I guess I'll just give it to you orally.",1,3557
1003,mother told me she needed a urine sample to send in to the doctors to test for any allergies,0,23
1004,went on a date with this girl I met online,0,886
1005,"Hey! I can't find the other ball, there is only one here",1,2904
1006,"it hurts, but its a good hurt.",1,3103
1007,"come one man, two straight days will wear a girl out!!",1,533
1008,Get on the bottom,1,443
1009,how long do we keep it there.,1,1722
1010,rented a copy How To Train Your Dragon for my young son to watch,0,1414
1011,it was too soft. I couldn't do anything with it.,1,248
1012,"I'll have the 8-inch, I haven't had a 12-inch in a while.",1,2669
1013,"Oh my gosh, I love Dick's!",1,3187
1014,shove it in deeper we don't want it slipping out,1,3843
1015,oh sorry it was so little I didn't even notice it,1,2413
1016,was riding my bike on the side of the road because there was no sidewalk,0,1090
1017,"my boyfriend and I were having sex, he suddenly stopped and walked to the kitchen",0,3149
1018,ex-boyfriend and his new girlfriend bumped into me at McDonald's,0,1212
1019,No fair! He came right between my legs!,1,3192
1020,made a bowl of spaghetti for me and my girlfriend,0,1734
1021,It won't go in! Either it's too big or the hole is too small!,1,223
1022,went up to a secluded mountain my boyfriend took me to for our first date,0,2425
1023,"boyfriend called me and I told him about the AnimeCon I'm attending, and that I wanted to go as Sailor Mars, he told me he had no idea what that was",0,259
1024,Long strokes are more efficient. You can finish in half the time. Short strokes tire you out faster.,1,855
1025,I just like to sit there and suck on them,1,2854
1026,"Mine is thicker, so it's better in your mouth, ",1,2641
1027,boyfriend of six months said he wanted to take our relationship one step further,0,3812
1028,"When we get done with the little one, were gonna do the big one.",1,3195
1029,You just have to get it wet then shove it right in!,1,1114
1030,found out that my dad hides his Viagra from my mom by keeping it in an Aspirin container,0,1945
1031,You'll Be There,1,1597
1032,its not as big once you get it in your mouth.,1,3683
1033,I'm going to put my mouth on it and suck it dry.,1,805
1034,and my boyfriend had some crazy rough sex,0,3553
1035,Can we do this without talking?,1,3618
1036,"was mowing the lawn of my brand new house, located in a very nice neighborhood (I am a hispanic male), and a lady in her nice white cadillac drove up and asked me, in extremely broken spanish, if I could mow her lawn too",0,2340
1037,dad planted and discovered a pack of cigarettes in my backpack to distract my mom from his gambling problem,0,990
1038,found out why my boyfriend gets so upset when I make jokes about him and his best guy friend being lovers,0,3540
1039,mother sent a letter to my best friend trying to comfort her over the death of her mother,0,2615
1040,"Burger King, I was leaning against the railing looking at the menu",0,1321
1041,"my boyfriend's 19th birthday, I decided to dress up as a sexy cat girl for him, complete with ears, tail, matching sexy underwear, collar and leash",0,2247
1042,"Hold on, I have nuts in my mouth.",1,435
1043,It's just so hard being on my knees doing it!,1,3633
1044,were having a family get together at my house,0,2920
1045,Your noodle just squirted up into me!,1,1313
1046," The girl said, ",1,3606
1047,Everybody in the hole!,1,3500
1048,dreamed that I met this beautiful girl at a restaurant and we ended up having lunch together,0,2461
1049,realized how much I hate my apartment,0,1259
1050,"It got bigger, it won't fit back there",1,239
1051,was in line at a checkout,0,2454
1052,"oh, two guys are coming, this is going to be a real treat.",1,1171
1053,was in a public restroom with my 4 year old daughter,0,1144
1054,went to a party dressed as a Pinata,0,3384
1055,boyfriend and I decided to have sex at his house,0,306
1056,"You will feel everything with this one, it has a very sensitive tip.",1,308
1057,was taking a bath and out of boredom started making sheep noises,0,2536
1058,I like the bigger ones cuz they last longer,1,1948
1059,"found out that not only has my father been cheating on my mother with another woman, but they have a child together with the same name as me",0,2374
1060,Does it matter where I stick this?,1,3732
1061,mom is going with me for a general check-up at the doctor's office,0,2391
1062,elevator got stuck in between floor 4 and 5 at my doctors office,0,2635
1063,I'm trying but its kind of hard to do with only one hand.,1,3084
1064,"simply start at the base of the rump, rubbing your way out, and follow it to it's natural conclusion.",1,540
1065,was my boyfriends birthday and I saw he was logged in on ooVoo,0,593
1066,"it'll grow bigger, even if it might look weird at first, just let it grow.",1,109
1067,Does he really need to back up that far to pull out?,1,551
1068,was walking by a bunch of pretty girls,0,1565
1069,girlfriend of a year broke up with me because I didn't fight some guy that started hitting her right in front of me,0,2566
1070,It won't come out!,1,186
1071,I'm just going to wrap your meat so it doesn't mix with the eggs.,1,474
1072,Oh my gosh! Does all that have to fit in there?!?,1,986
1073,has everyone finished writing this down? I want to rub this all off the board,1,1302
1074,"saw my super creepy live-in uncle standing in the kitchen holding a pair of my underwear and smiling at it, humming to himself",0,1549
1075,had an ultrasound in fear of testicular cancer,0,1710
1076,boyfriend returned from a 2 month internship in New York,0,1385
1077,Can you fit your whole fist in there?!,1,2686
1078,This is the farthest I've ever gone!,1,3474
1079,"Honey, do you want pink or brown?",1,2450
1080,found out that I'm going to be a mother,0,1071
1081,my first meeting with business partners as I am new to the team,0,2288
1082,"Aww, I just needed two more inches.",1,2378
1083,"To open it, just finger it like this and push.",1,1932
1084,was at work and I had to take a dump,0,3671
1085,I hate it when you have it in your mouth and you just don't want to swallow,1,707
1086,was riding the subway to work,0,2220
1087,You have to pump it til it squirts.,1,905
1088,was reading my students' Halloween stories I made them write for my creative writing class in high school,0,1739
1089,"It feels soft, yours is so hard.",1,1214
1090,little 7 year old brother asked me what horny meant whilst in the car with my parents,0,2515
1091,forgot my inhaler,0,1091
1092,"It's really small, you gotta jam it in there real hard.",1,3157
1093,was talking to this guy that I like a lot and I think he likes me back,0,2887
1094,flew into LAX,0,3857
1095,woke up to find The Sims 2 running on pause on my laptop,0,3877
1096,"facebooked my friends about my upcoming birthday party, and told them to keep the date free.",0,851
1097,"oh, man! I have never been so wet and sore in my whole life",1,2125
1098,"I know that as soon as I take my top off, he's going to come.",1,3150
1099,got married,0,80
1100,"Wait, let him slide in first",1,1703
1101,I don't want to get my legs all wet before I get it in!,1,1683
1102,came home to find that my room had been ransacked,0,2253
1103,friends had ditched me for a party I hadn't been invited to so I was sitting home alone,0,1296
1104,walked in on my boyfriend of 5 years getting intimate with my best friend,0,2436
1105,"in the middle of having sex with my husband, instead of saying something sexy in my ear, he whispered,We are so gonna make pizza after this!",0,3042
1106,mom suspected me of doing marijuana,0,812
1107,which side sucks and which side blows?,1,3800
1108,stop playing with that. You'll stretch it out and then I can't use it,1,2201
1109,"I get so impatient, it's just so big and juicy all I want to do is swallow it.",1,1927
1110,"Damnit, you couldn't have pulled out 5 seconds ago?",1,2970
1111,you do know I'm faking it right,1,3461
1112,just pull it out while you're sucking on it.,1,1266
1113,I'm so mad! I haven't done it for so long and then I fell asleep!,1,2832
1114,parents were taking a tour of my apartment when my bird started making noises,0,3366
1115,YOU DID IT TOO HARD!,1,887
1116,was at a store and came across a Halloween candy isle,0,1070
1117,"Now, a lot of you are doing it or have done it before, so you should have some idea of what you're doing.",1,70
1118,"I didn't know if I was supposed to chew it, but it just busted all in my mouth! Now it tastes to bad to swallow.",1,2567
1119,allowed my five-year old daughter to paint my fingernails during a living-room picnic we were having,0,1223
1120,was rejected by a girl when she told me she is not ready to date,0,7
1121,woke to find my boyfriend of 2 years gone,0,1605
1122,"girl-scout asked me to buy cookies, in front of Giant",0,1010
1123,was visiting my grandmother's house,0,1254
1124,boyfriend and I were choosing animals that reminded us of eachother,0,3229
1125,"You know, it actually feels better the farther in you go. Once you're all the way in, it feels perfect.",1,2426
1126,English teacher told me that I failed my grammar test,0,2317
1127,"some friends back from a party I said, Did everyone see Lisa totally hanging off of Pat tonight?! It was hilarious!!",0,2946
1128, This thing is huge. There's no way I'm gonna fit all this in my mouth.,1,165
1129,put my old kitchen table at the end of my driveway with a free sign on it,0,371
1130,"Its not that it was hard, it was just very very long.",1,662
1131,OMG it's so hard to get it all down!,1,1908
1132,"cleaning up, I dropped a box of thumbtacks, spilling them all over the floor",0,1557
1133,"realized that before I can legally drink, I will have been married, divorced, and pregnant",0,2877
1134,"Well, his is stiffer but yours is longer",1,3676
1135,woke up with my face sharpied,0,1483
1136,I've been playing with it for a while but all I could get was a little squirt.,1,3486
1137,You stuck it WHERE?,1,2254
1138,found out that because of my high blood pressure I can't have sex for one month,0,3716
1139,"You keep trying, but you can't get it in!",1,403
1140,Push it in slowly.,1,1897
1141,finally removed my car insurance after realizing it costs too much money,0,1489
1142,came out to my mom,0,881
1143,thought it would be funny to bother my friend Emily,0,1125
1144,was playing Xbox live with my boyfriend,0,69
1145,"Yeah, going in is a lot tougher than coming back out.",1,33
1146,"Its longer then I'm used to, but I handled it okay.",1,3831
1147,dropped my 400 dollar cell phone on the floor by mistake and it shattered into a million pieces,0,3134
1148,wore the new bathing suit my boyfriend got me for my birthday to a family reunion pool party,0,3740
1149,"It's too big, I need both hands.",1,1498
1150,I'm getting it wet first so it won't hurt!,1,1926
1151,I can only eat a six inch,1,591
1152,"was fooling around a bit with my girlfriend while cooking dinner when she said, Don't get too excited, I want to watch The Princess and the Frog tonight",0,147
1153,It's not that hard just really long.,1,2606
1154,grandmother told me to say sofa king retarded really fast,0,998
1155,"the restaurant I work at, I gave a man back his change and told him to enjoy the sunny day",0,2791
1156,Just stick it in the hole.,1,3097
1157,boyfriend decided to come over and surprise me,0,2445
1158,parents gave me a shirt from Banana Republic for my birthday,0,2783
1159,anything that will fit in this hole.,1,2166
1160,"it gets stuck a lot, so you have to push really hard.",1,1859
1161,I think I cant swallow it anymore.,1,526
1162,That's cheap! It went in but then right back out!,1,684
1163,Where should I spit this?,1,1277
1164,"Mr. Meyer, it's just too hard, and I can't bear it any longer. Can you just remove it?",1,1420
1165,"work, my ipod was stolen from my desk when I was away",0,556
1166,Then should we suck you dry?,1,1957
1167,Wow my hand can really make it squirt.,1,957
1168,So that's why I'm not getting any.,1,3404
1169,It's so big! I can't possibly fit the whole thing in my mouth!,1,3495
1170,drove 600 miles to be with my boyfriend of two years for his uncle's funeral,0,913
1171,had a dentist appointment,0,1778
1172,boyfriend came in my room dressed as Harry Potter and declared that he was going to put his basilisk into my chamber of secrets,0,209
1173,"Well, I can't do it as fast with my bad arm.",1,2305
1174,"after sex, my girlfriend apologized to the neighbor for the screaming",0,3659
1175,"Alright, take out that big monster.",1,1616
1176,"i like it cause the stick is so big, it feels good, its so easy to pull",1,3518
1177,was giving my boyfriend head,0,389
1178,had been planning a family trip for months.,0,2067
1179,was sifting through my parents old home movies,0,3570
1180,went to Walmart with my mom,0,1861
1181,was making out with my boyfriend,0,2901
1182,car was impounded because I never registered it in California after moving here,0,3932
1183,"a night of drinking, I woke up with some chips in my bed",0,3259
1184,"I walked into my class, someone shouted at me, Wild Snorlax Appeared! Use Your Ultra Balls!, since I am overweight and everyone in class laughed at me",0,2438
1185,"was using a public bathroom when a woman backs in, pulls down her pants, and sits on my lap",0,142
1186,Go ahead and come,1,3156
1187,got pulled over while dancing to crazy techno beats in the car,0,2229
1188,It goes to sleep if I don't touch it for too long.,1,2734
1189,"ewww its all dirty, i dont wanna lick that",1,579
1190,found out my boyfriend stacks things on me while I sleep,0,2241
1191,"The more massive it is, the more penetrating power it has.",1,1477
1192,You know how that thing pops up? It was very little.,1,1901
1193,"Oh yes, the long, thick ones are hard to maneuver without suffocating.",1,3271
1194,It's not gonna fit. It's so big & the hole is so small.,1,956
1195,"was walking out of a Starbucks and saw someone walking out behind me, thinking it would be the nice thing to do I held the door open",0,1552
1196,had sex with a girl who cried out as she came Forgive me Lord! Forgive me Lord!,0,1856
1197,brother came out to our family as being gay,0,3030
1198,"in my class wrote 'erase me if you can' at the very top of the board, as I am always tormented about how short I am compared to everyone else",0,1960
1199,boyfriend who likes to get high was driving me insisting he wasn't currently high,0,208
1200,went out to a nice restaurant for my friend's birthday,0,2995
1201,was walking to school,0,2141
1202,decided to have sex for the first time with my boyfriend,0,1031
1203,thats the thickest I've ever seen it.,1,241
1204,Don't let it get sticky back there or we won't do it again.,1,1954
1205,Ahhhhh! It just keeps coming! It's coming again!,1,3379
1206,"mom revealed to me that when I was in Preschool, I used to get caught in the bathroom with little boys while I was feeling their no no area",0,3252
1207,was home by myself,0,3079
1208,had to pretend to give birth in a play,0,2771
1209,discovered I am the before picture in an internet weight loss advert,0,2874
1210,had a check-up with my dermatologist,0,268
1211,"was putting on my new pair of jeans, when my girlfriend walked in",0,976
1212,I can't hold your position unless you come.,1,2108
1213,"Just stick that wherever it fits, there's gotta be a big enough hole somewhere.",1,2366
1214,was eating lunch naked at my home watching porn on the big screen,0,746
1215,"was responsible for taking care of Hoppers, the rabbit belonging to my sons 3rd grade class",0,2687
1216,"receiving a lovely massage from my boyfriend, I was lying topless in bed beside him",0,2520
1217,was sat on by an obese woman,0,1529
1218,woke up at my boyfriend's place with grumbling stomach pains,0,3361
1219,asked my mom if I could join my friends in getting lessons in self defense,0,815
1220,decided to lay out topless in my fenced-in backyard,0,1488
1221,was masturbating to a video a friend sent me,0,3436
1222,It's such a tight fit with the other three already in there!,1,3902
1223,"Whoa, I made it bigger!",1,233
1224,to-go bag,1,2961
1225,"It's very sensitive, use your finger.",1,1665
1226,"I know, he licks and licks and makes everything wet!",1,3032
1227,you didn't let me finish!,1,3054
1228,was at a school rally I was talking to my friends when I noticed the entire gym had gotten quiet,0,725
1229,"The faster you bang it, the more it hurts",1,1870
1230,"You stick it in and take it out, the second time is going to be harder. When you take it out the second time it may be sticky and wet, so don't play with it. Then the third time it will be smooth slick and easy to take out.",1,1720
1231,went to the doctor for a sports physical,0,878
1232,"Okay, wrap it up and put it in.",1,1886
1233,lunch I ordered a coke,0,1798
1234,Well that looks like a mouthful.,1,1644
1235,I looked down and saw this black thing going in the hole.,1,1533
1236,I just need to stuff something in my mouth to keep me satisfied.,1,255
1237,"I signed into Amazon, their top recommendation for me based on past purchases was The Brave Little Toaster on DVD",0,3632
1238,I keep sucking but it's not coming!,1,3371
1239,Why am I always the one who has to go down?,1,2837
1240,we did it in the bathroom and it got all over my face.,1,3412
1241,"Don't push it in too deep, or it's gonna get stuck",1,1244
1242,"cuddling with my boyfriend in the dark, he grabbed onto a fat roll and asked, Is this your stomach or boob? I didn't have the heart to tell him it was a back roll",0,1448
1243,"It's OK, bigger things have been shoved in there.",1,1829
1244,was in a rush and forgot to flush the toilet after taking a huge dump,0,3035
1245,received a restraining order from a girl I have never met,0,3576
1246,This sucks I'm all wet and I don't know where I am,1,2430
1247,husband and I got a new stainless steel microwave,0,2588
1248,"Don't worry, I blew him dry.",1,3095
1249,Its funny Im taller than Rob Zombie,1,374
1250,If it were just a little bigger we could all enjoy it!,1,205
1251,"Oh man, we have a lot of good onesâ€¦I just wish I could remember them.",1,1033
1252,was on the bus home and on the phone with my best friend discussing my sex life with this new guy I'm seeing,0,3886
1253,was lying on the bed with my boyfriend,0,287
1254,what are my chances of getting head 3 times?,1,93
1255,decided to watch some porn before bed,0,2505
1256,went through the drive through at Dunkin Donuts and asked for an iced coffee,0,2078
1257,sent out my monthly curriculum list to the parents of the kids in my math class so they can see what their children will be learning,0,994
1258,5 year old sister informed me she had left me a present in my bed,0,1884
1259,"I got to my first class seat on an airplane, I saw the person I sit next to wafting the smell of their vagina towards themselves and breathing in deeply",0,1093
1260,"headphones were broken, so I fixed them with super glue",0,2809
1261,Get your hand out of there! You're gonna stretch it out!,1,112
1262,It took 4 of us to get it back up.,1,1494
1263,just put all three in your mouth!,1,3524
1264,do you know how messy it will get if we do that in the tent?,1,2630
1265,signed up for an online dating site,0,3739
1266,"Stick it in, then take it out in 20 minutes.",1,2611
1267,daughter turned 11,0,3418
1268,was texting the girl I am in love with,0,2506
1269,"older brother told me that no matter how fast you run at automatic sliding doors, they'll open in time",0,2672
1270,went to BlockBuster to rent a few comedies,0,1041
1271,"It might be a couple of minutes, I can't get it in!",1,894
1272,had to come back home early from my holidays,0,307
1273,took a call,0,3479
1274,I just found out that my ex girlfriend is gonna be my step mother,0,20
