text,label,id
"Suppose that there were no hypothetical situations.
",1,7386
"Virus detected! Pour chicken soup on motherboard Y/N?
",1,479
"SEC adopts rules to improve investor access to best stock prices.
",0,18447
"Many believe the tax unfairly penalises poor blacks by increasing basic food prices.
",0,29875
"People from the past can give us pointers for the present.
",1,13673
"Soft fire makes sweet malt.
",0,29475
"Be a horse ever so well shod, he may slip.
",0,19926
"TYPEWRITER, is the longest word that can be made using the letters only one row of the keyboard.
",1,3024
"Why are there locks on a 7-11 if they're open 24 hours a day?
",1,1952
"The smallest light can penetrate the greatest darkness.
",1,15177
"Presumably they played against some army sides?
",0,17599
"He who doesn't risk never gets to drink champagne.
",0,21417
"It is not lost that a friend gets.
",0,17590
"I can see you're point, but I still think you're full of it.
",1,12092
"Brazil weekly soybean and product shipment.
",0,29700
"I'd like to slap you senseless but I see someone already has.
",1,10637
"you've heard a lot of wisdom on this programme tonight
",0,16335
"Grozny quiet overnight after raids.
",0,16436
"The fall of a leaf is a whisper to the living.
",0,18777
"For obvious security reasons no one was briefed earlier than was necessary.
",0,28709
"Reality? That's where the pizza delivery guy comes from!
",1,2540
"U.S. municipal bond and tax ballot proposals.
",0,31174
"What is the difference between a man and a catfish?
",1,8465
"If you shower in your clothes, it shows you're crazy. If you shower nude, it shows your nuts!!!
",1,4919
"Reality is a crutch for those who don't daydream.
",1,14977
"I'm not yelling! = Of course I'm yelling, this is important!
",1,11813
"They are rich who have friends.
",0,16150
"You have two cows. You sell one, buy a bull, and build a herd of cows.
",1,12632
"Celesc H1 inflation-adjusted shr soars.
",0,19953
"If a man leaves little children behind him, it is as if he did not die.
",0,30740
"Israel okays building at West Bank settlement.
",0,29327
"CRICKET-ENGLAND NAME SQUAD FOR ONE-DAY INTERNATIONALS.
",0,20470
"It is not primarily about rights for women.
",0,19277
"The absent are always in the wrong.
",0,29367
"Flatten cats front back legs over its stomach (resist impulse to flatten cat).
",1,4035
"Conversation enriches the understanding, but solitude is the soul of genius.
",1,10147
"I am writing on behalf of my sink, which is running away from the wall.
",1,4064
"God may have made man first, but there is always a rough draft before a final copy.
",1,14893
"A leg of a lark is better than the body of a kite.
",0,19008
"Never forget that your weapon was made by the lowest bidder.
",1,3634
"Pearson, BSkyB lead media sector up.
",0,21160
"Man who fishes in other man's well often catches crabs.
",1,15120
"No man has a worse friend than he brings with him from home.
",0,21644
"Am I ignorant or apathetic? I don't know and don't care!
",1,7986
"Even a fly can show temper.
",0,26713
"As for coming out: you are very wary.
",0,30083
"SIMEX Nikkei ends up on Dow, Fed but off highs.
",0,20366
"Your house plants are alive, and you can't smoke any of them.
",1,5691
"It is difficult to tie an unborn horse to the manger.
",0,26362
"But foreknowledge meant more choices for Spiderglass to take away.
",0,16642
"There come just as many calf-skins as cow-skins to market.
",0,25884
"Women naturally deceive, weep and spin.
",0,21176
"Better be unmannerly than troublesome.
",0,21222
"There *is* intelligent life in the universe. It ignores us.
",1,9182
"There are three kinds of lies: Lies, Damn Lies, and Statistics.
",1,8228
"What is a zebra? 25 sizes larger than an ""A"" bra.
",1,8711
"I rather lose a second in my life, than my life in a second.
",1,13759
"Why do 'overlook and 'oversee' mean opposite things?
",1,15129
"They're always different when they come back, Keelan said.
",0,31380
"What is the most important thing to learn in chemistry? Never lick the spoon.
",1,7459
"All the earlier confusions and contradictions had apparently been resolved.
",0,17719
"Six. One to kidnap the victim and five to write the ransom note.
",1,5076
"Letter to the Editor: Pope's guidance in election
",0,17877
"All men make mistakes but married men find out about them sooner.
",1,267
"What do you do with a bachelor who thinks he's God's gift? Exchange him.
",1,6981
"It's a poor sheep that cannot carry its own wool.
",0,21926
"Do you realize that we spend approximately one seventh of our lives on Monday?
",1,3914
"FOCUS - AMER SEES LOSS, CEO COMMENTS ON STOCK RISE.
",0,24090
"China to issue more overseas bonds.
",0,27521
"Don't think there are no crocodiles because the water is calm.
",1,13503
"BT SUPPLY NATIONAL POWER WITH VIDEOCONFERENCING EQUIPMENT
",0,21510
"Japan July crude oil imports fall 16.1 pct yr/yr.
",0,31187
"The diamond cannot be polished without friction, nor the man perfected without trials.
",0,25520
"Don[singlequote]t be irreplaceable; if you cannot be replaced, you cannot be promoted.
",1,12994
"If ignorance is bliss, where are all the blissful people?
",1,7621
"MFS-WorldCom seen as European upmarket threat.
",0,28749
"It's not really up to me to judge that they are the best ever.
",0,19564
"Thousands of years ago, cats were worshiped as gods. Cats have never forgotten this.
",1,5569
"The same chart was used over a period of 4 weeks.
",0,23414
"Do you know anything about an immortal named Quinten Barnes?
",1,10261
"Where do the characters go when I use my backspace or delete key to delete them on my PC?
",1,7980
"What do you do if you see an endangered animal eating an endangered plant?
",1,5655
"The Santa Cruz Operation Inc will launch Open Desktop 3 on May 18.
",0,17308
"If you're not the solution, you're the precipitate.
",1,5152
"Ajit: Silly boy, iss duniya mein paida hone waalaa har teesra bachcha Chinese hota hai!
",1,3668
"Guests who kill talk show hosts - On the last Geraldo.
",1,360
"Ending a mid-summer fling, coffee prices tumble.
",0,16506
"Emulation is the whetstone of wit.
",0,29751
"Never decide to buy something while listening to the salesman.
",1,974
"Swiss launch three-month money market claims.
",0,21625
"So if it's the tourist season, why can't we shoot them?
",1,7360
"England and America are two countries separated by the same language.
",1,2157
"He who buys the broom can also buy the handle.
",0,23409
"It is better to leave than to lack.
",0,27587
"What if the Hokey-Pokey really IS what it's all about?
",1,10730
"It is probably the beginning of the end of Coalition Government.
",0,25250
"Wisdom sometimes walks in clouted shoes.
",0,27341
"Computers are like air-conditioners: both stop working, if you open windows.
",1,13273
"Pakistan Telecom up 3.22 percent.
",0,22667
"Her eyes were cold and harsh, which made them tough to chew.
",1,4701
"Even at a Mensa convention someone is the dumbest person in the room.
",1,8915
"Go the extra mile. It makes your boss look like an incompetent slacker.
",1,10883
"I locked my coathanger in my car. Good thing I had my key.
",1,9458
"Doctor, I hate to do this, Defries said.
",0,21517
"Such a beginning, such an end.
",0,21371
"Caine has even bought an apartment overlooking the restaurant.
",0,18366
"Why did the squirrel sleep on his stomach? To keep his nuts warm.
",1,4434
"If you can't be content with what you have received, be thankful for what you have escaped.
",1,4188
"No one's lot in life is so hard he can't build upon it.
",1,12313
"Assign a musical note to every key whenever you hit a key, hum its note loudly.
",1,9662
"There are only two enterprises that refer to their customers as ""users,"" and one is illegal.
",1,15407
"Booze may not be the answer, but it helps you forget the question.
",1,4929
"RTRS - Australian wool indicator steady on 614c/kg.
",0,20468
"Your sole purpose in life may be simply to serve as a warning to others.
",1,4674
"It might be that the climate of opinion had changed.
",0,18544
"RESEARCH ALERT - ThermoLase upgraded.
",0,27060
"I can see you now for what you are, Ian Wharton.
",0,28957
"Hudson's Bay Co July 31 Q2 net plunges.
",0,28987
"Sudanese passengers coming for treatment - airline.
",0,16827
"An instruction book didn't come with Spaceship Earth.
",1,8542
"Peter - cutie but very shy, makes women feel like virgins.
",1,10649
"Evian water 9oz for $1.49 equals $ 21.19 per gallon....$21.19 FOR WATER!!
",1,4774
"Rather an ass that carries than a horse that throws.
",0,20815
"Mad dogs get their coats torn.
",0,30619
"God give us relatives, but let us choose our friends.
",1,12573
"RENEE HENRY underwent a lumpectomy and radiotherapy for her breast cancer.
",0,27677
"Why do toasters always have a setting that burns the toast to a horrible crisp no-one would eat?
",1,12221
"If you would know a man, observe how he treats a cat.
",1,12639
"Finnish Dec CPI seen up 1.5 pct yr/yr - committee.
",0,28473
"Have you ever stopped to think and forgot to start again?
",1,4234
"Due to financial constraints, the light at the end of the tunnel has been extinguished.
",1,9936
"Don't worry about temptation -- as you grow older, it starts avoiding you.
",1,8051
"If I would like to hear from an asshole, I'd fart!
",1,4359
"Never leave hold of what you've got until you've got hold of something else.
",1,10116
"Every year more than 2500 left handed people are killed from using right handed products.
",1,13439
"Great Bumper Stickers! - Best Humor from the Net from Humorama!
",1,6152
"What is an exalted position to a low fellow but a golden ring in a swine's snout?
",0,22033
"Though we are negroes, we are men, and have souls.
",0,20424
"Guys have feelings too. But like . . . who cares?
",1,8108
"If Ifs and Ans were pots and pans There'd be no trade for tinkers.
",0,25209
"Never follow good whiskey with water, unless you're out of good whiskey.
",1,7558
"All day Stig rides on the sledge, a real sledge dog.
",0,18680
"Spare well and have to spend.
",0,24512
"I'd rather do something and fail than do nothing and succeed!
",1,13783
"It's not the minutes spent at the table that makes one fat... it's the seconds.
",1,7322
"Figure 15.1 An extension of the Bell-Szekeres space-time.
",0,20387
"Co-operative training in particular, deserves further attention at this stage in its development.
",0,29772
"He who knows how to beg may leave his money at home.
",0,30835
"Egypt wants nothing to do with Sudanese rulers.
",0,20836
"If one finger brought oil it soiled others.
",0,25877
"If all you have is a hammer, everything looks like a nail.
",1,3010
"To err is human. To really screw things up you need a computer.
",1,5013
"Secret Condoms: Strong enough for a man, but pH balanced for a woman.
",1,13717
"primeval deity of Memphis, an earth god, later identified with Ptah.
",0,30767
"The anvil fears no blows.
",0,16956
"Why doesn't glue stick to the inside of a bottle?
",1,4306
"Many a good face is under a ragged hat.
",0,17268
"That prospect, far from being feared, should be welcomed.
",0,31803
"The explanation of a disaster will be made by a stand-in.
",1,15033
"Cut your coat according to your cloth.
",0,19411
"So I don't see how you can say that that's devaluation.
",0,27369
"I'm not a complete idiot - several parts are missing.
",1,8571
"The concept of using real money, instead of credit or debit, to make a purchase is foreign to you.
",1,7887
"Read the dictionary backwards and look for secret messages.
",1,4627
"Lewis Carroll's Caterpillar had nothing on women.
",1,7239
"I think of my body as a temple, or at least a reasonably well-managed Presbyterian youth center.
",1,6323
"DATRONTECH SHIPS KINGSTON COMMUNICATIONS NEW BOARD
",0,23997
"Men who listen to classical music tend not to spit.
",1,5443
"Procrastination is a fault that most people put off trying to correct.
",1,1868
"ANC TO HOLD SUMMIT ON S.AFRICAN CRIME WAVE.
",0,23717
"Life is like a box of chocolates; you never know when you'll find a nut.
",1,15902
"It's so much better to live rich than to die rich.
",1,1518
"Paris was not built in a day.
",0,29972
"Prices firm at Christchurch wool sale.
",0,29623
"Anger is more hurtful than the injury that caused it.
",0,18391
"Two --- but no one can figure out how they got in there.
",1,8162
"Life is an open door. It can be closed at any time, so don't complain about the draft.
",1,12916
"SOUTH KOREAN DOMESTIC ELECTRONIC COMMS COMPANIES ALLOWED ROOM TO MANOEUVRE
",0,17850
"IF EVERTHING IS COMING YOUR WAY, you're in the wrong lane!
",1,6699
"In using those techniques, the essential purpose was one of social control.
",0,29444
"The guide price was 85,000, but furious bidding pushed it to 127,000.
",0,31726
"LAW 12: The last three holes of a round will automatically adjust your score to what it really should be.
",1,9116
"Sorry, this is my time to only think happy thoughts like you with laryngitis.
",1,13964
"Seoul announces major stock market reforms.
",0,23648
"According to Robert Mitchum, one thing has ruined more actors than drinking. What?
",1,15503
"We don't stumble over mountains; we stumble over small things mostly.
",1,3618
"Doesn't know much but leads the league in nostril hair.
",1,4250
"This was sent through the WWA mailing list by Denise :-) Thanks Denise!!
",1,4441
"You finally get it all together, but can't remember where you put it.
",1,13115
"Why do you always find something in the last place you look?
",1,11336
"If you don't follow your conscience, you're headed for trouble.
",1,6114
"It's okay for women to dance with each other, but you don't see men dancing together.
",1,8376
"Italian Oven Inc Q2 net loss widens.
",0,17520
"Time is God's and ours.
",0,25331
"Procrastination - the art of keeping up with yesterday.
",1,14000
"Andrex condoms - Soft, strong and very very long.
",1,12761
"DSP Technology Inc Q2 shr falls.
",0,28382
"Sweden's current-account deficit shrank slightly in the year to March, to 1.1 billion.
",0,30810
"Wickedness with beauty is the devil's hook baited.
",0,26194
"BASEBALL-MAJOR LEAGUE STANDINGS AFTER WEDNESDAY'S GAMES.
",0,17109
"People tend to make rules for others and exceptions for themselves.
",1,10748
"As soon as you change lanes to a faster lane, it becomes the slowest lane.
",1,4981
"Now West overcalled with One Spade.
",0,16428
"The beast that goes well never wants a rider to try its paces.
",0,31890
"You unwrap Christmas gifts very carefully, so you can save and reuse the wrapping (and especially those bows) next year.
",1,8040
"From the miseries of others he fears for his own position.
",0,29550
"Feather by feather the goose is plucked.
",0,29383
"India rupee dips on dlr demand from state-run bank.
",0,27607
"Two to one in all things against the angry man.
",0,31819
"Have you just come in from school.
",0,23173
"If life gives you lemons, squeeze the juice into a watergun and shoot other people in the eyes.
",1,15867
"With consequences, the unexpected always predominate.
",1,14822
"Reported by Robert Rajaratnam Esq., Barrister
",0,22999
"A lie has short legs.
",0,26001
"In this context of trust and security they engage in sexual relations.
",0,20620
"Adultery is the application of democracy to love.
",1,14357
"The child saith nothing but what he heard at the fireside.
",0,31727
"What do you get when you cross a French Horn player and a goalpost?
",1,4654
"A lost ounce of gold may be found, a lost moment of time never.
",1,14514
"A beer is always wet. A pussy needs encouragement.
",1,3599
"The pull of the traditional is combined with the strain of the new.
",0,17471
"Speak little of your ill luck, and boast not of your good luck.
",0,23292
"Tell your little voices to SHUT UP! I can't hear mine...
",1,9199
"Apparently the U.S. were turned down when they offered to help Russia out with the Kursk submarine rescue mission.
",1,8469
"Honest criticism is hard to take, particularly from a relative, a friend, an acquaintance, or a stranger.
",1,906
"Experience is the thing you have left when everything else is gone.
",1,14873
"We are not human doings; rather, we are human beings.
",1,8822
"Why is it called butterfingers when there is no butter or fingers in it?
",1,355
"Forgiven is not forgotten.
",0,23413
"A working program is one that has only unobserved bugs.
",1,4429
"Revolution: An abrupt change in the form of misgovernment.
",1,10426
"I used to live in the real world, but I got evicted.
",1,6518
"The persuasion of the fortunate sways the doubtful.
",0,31272
"Why do ballet dancers always dance on their toes? Wouldn't it be easier to just hire taller dancers?
",1,14968
"A tree often transplanted does not thrive.
",0,17357
"Laugh And The Whole World Laughs With You, Cry And... You Have To Blow Your Nose.
",1,4818
"Due to lack of interest, tomorrow has been canceled.
",1,14054
"Chemical properties: Attempts to bond with WO any chance it can get.
",1,2066
"Fletcher Forest rises after briefing.
",0,18477
"Before the invented drawing boards, what did they go back to?
",1,9942
"After all is said and done, a hell of a lot more is said than done.
",1,760
"He who would eat the kernel, must crack the nut.
",0,26685
"Peace is the well from which the stream of joy runs.
",0,22650
"A few days later the man walks into the store, this time carrying a paper bag.
",1,12135
"Your e-mail has been returned due to insufficient voltage.
",1,8858
"If it were not for Thomas Edison, we would all be watching television in the dark.
",1,14052
"Andrew Baird's preference is for poached seabass with langoustine mousse
",0,16744
"Ensign Walnut approaches Dr. Crusher with caution.
",1,8537
"On many cliffs, however, it is necessary to place stakes of wood or steel.
",0,20335
"A nut dropped on the ground will roll until it finds a crack to fall into.
",1,10725
"So far the figures show a variation that is not statistically significant.
",0,17489
"Now remember: rape, pillage, and burn. And for Thor's sake, let's get the order right this time!
",1,5300
"Kimberley - wants to be a bloke, drinks like a bloke, farts like a bloke and wears a wig.
",1,15125
"You need your work at the moment to keep you sane and normal!
",0,26917
"They that dance must pay the fiddler.
",0,17863
"A single untried popular remedy often throws the scientific doctor into hysterics.
",0,22266
"Not many people realize just how well known I am.
",1,3400
"(These prices were quoted in February 1988).
",0,29929
"The only trouble was NT kept falling over.
",0,30580
"Hands group with Spina Bifida children
",0,22980
"Greek fx forwards dip on expected tighter rate gap.
",0,27812
"Active cement shares push Egypt shares up.
",0,27703
"Everybody's friends and nobody's friend is all one.
",0,25627
"John Wayne Film Festival. Warning: Cowards may be offended by these movies.
",1,9365
"Did you hear about the time the bass player locked his keys in the car?
",1,15224
"He had need rise early who would please everybody.
",0,22476
"He thinks he is a wit and as usual he is only half right.
",1,7068
"It is better to walk fast than to grow angry at the forest.
",0,18388
"China to crack down on graft in army recruitment.
",0,18173
"PRESS DIGEST - Morocco - Aug 25.
",0,22886
"This particular version contains within it a cooling device of unsurpassed elegance.
",0,26765
"One guy threw in his hand and the other three laughed their heads off.
",1,7921
"London grain fixtures.
",0,17862
"Man who speaks with forked tongue should not kiss balloon.
",1,8287
"Paris ready to review expulsions, protest goes on. [corrected 08:43 gmt]
",0,24067
"Warning: This person reads fantasy and is an avid denier of reality.
",1,13416
"What can you expect from a pig but a grunt?
",0,20253
"The probability of a diagram or a specification being omitted from a shop manual is directly proportional to its importance.
",1,2202
"The least stable group is a coalition which exists to achieve a specific end.
",0,21137
"Dogs come when they're called; cats take a message and get back to you later.
",1,9710
"The key? It's the one in the back that was renamed .
",1,4545
"He who makes himself honey, will be eaten by the flies.
",0,20783
"Gateway goes retail with Destination PC/TV.
",0,28183
"Tuna just doesn't taste the same without dolphin.
",1,10314
"Thou shalt not lie down with thy butt in thy humans face.
",1,12212
"The position is changing rapidly, but they can still be powerful, behind-the-scene figures.
",0,29349
"It takes a thief to catch a thief.
",0,22924
"Dorcas and his trainee engineers had disappeared in search of the Ship's engines.
",0,24278
"NWE gasoline steady, U.S. arbitrage closed.
",0,22531
"Good: You came home for a quickie. Bad: So did the postman.
",1,9208
"German inland gas oil softens in weak demand.
",0,22416
"One who, upon being asked how they are, tells you.
",1,7441
"A gold key opens every door.
",0,22325
"This conception mixes an organizational and functional definition of the state.
",0,17821
"Lithuania deputies okay State Commercial Bank plan.
",0,29219
"Those who like sausage or political policy should not watch it being made.
",1,3728
"Never lie down with a woman who's got more troubles than you.
",1,4516
"He said that we should be taking 100,000 deaths per year seriously.
",0,25921
"A liar is sooner caught than a cripple.
",0,17671
"RTRS-Moody's warns on Australian redraw loans.
",0,28812
"User - a technical term used by computer pros. See idiot.
",1,14481
"I bought myself a combination fax machine and paper shredder.
",1,7483
"A good dog hunts by instinct.
",0,30629
"Egypt tenders to sell up to 11 fuel oil cargoes.
",0,23789
"In every episode of Seinfeld there is a Superman somewhere.
",1,10458
"The envious man's face grows lean and his eye swells.
",0,23710
"My therapy is quite simple: I wag my tail and lick your face until you feel good about yourself again.
",1,1964
"How do they get the deer to cross at that yellow road sign?
",1,7715
"Men know that cats are evil and cannot be trusted.
",1,1124
"I get to go to lots of overseas places, like Canada.
",1,5464
"THIS IS THE AGE OF THE TRAIN - it takes an age to catch one.
",1,14862
"On a front door: Everyone on the premises is a vegetarian except the dog.
",1,8431
"Paper clips are the larval stage of coat hangers.
",1,5849
"All the world is a stage and most of us are desperately unrehearsed.
",1,1036
"Kaifa plans US$40 mln venture with IBM.
",0,16617
"I kill the boars, but another eats the flesh.
",0,23508
"The best things are the first to perish.
",0,28226
"Do communion wafers taste better in Corpus Christi, Texas, or in Sacramento, California?
",1,14018
"Any theory can be made to fit any facts by means of appropriate additional assumptions.
",1,10321
"Our conduct is influenced, not by what we experience, but by our expectations.
",1,6965
"Borrow money from pessimiststhey dont expect it back.
",1,10136
"Here's a series of pages that'll show you how to become everyone's worst enemy.
",1,1971
"Many a pupil has gained more wealth than his master.
",0,25584
"Quando omni flunkus moritati - when all else fails, play dead.
",1,12594
"Random access is the optimum of the mass storages.
",1,5871
"Frisbeetarianism: The belief that when you die, your soul goes up on the roof and gets stuck.
",1,4626
"U.S. oats trade -- Commerce.
",0,29206
"In education, the shortest distance between two points is a downward spiral.
",1,8763
"Hunger teaches us many a lesson.
",0,22372
"Chilean helicopters start Iraq's arms mission.
",0,21749
"Not only are some of these good, but it's also scary, because real people actually said them!
",1,14442
"By a brave endurance of unavoidable evils, we conquer them.
",0,25218
"A magnifying glass can start a fire even on an overcast day.
",1,15174
"In most military aircraft, the crew would have been banged out.
",0,17528
"Integrity is like oxygen - the higher you climb, the less there is of it.
",1,8744
"Remember the time when skydiving was dangerous and sex was safe...?
",1,10546
"What's the similarity between a short sighted gynaecologist and a dog?
",1,11882
"You must judge a man by the work of his hands.
",0,25703
"You communicate with peopel on other continents more than you do with your own neighbors.
",1,8550
"Three men helping one another will do as much as six men singly.
",0,19606
"The things that comes to those who wait may be the things left over from those who got there first.
",1,6871
"Increase blind people's electricity bills by switching all their lights on when their guide dog isn't looking.
",1,10988
"FOCUS-Weak economy hits Krupp profits.
",0,27781
"If con is the opposite of pro, is congress the opposite of progress?
",1,4635
"The moon may be smaller than Earth, but it's farther away.
",1,7811
"To keep a secret from the enemy, keep your mouth shut!
",1,12778
"If the speed of light is 186,000 miles/sec., what's the speed of darkness?
",1,6624
"Teenagers express their burning desires to be different by dressing exactly alike.
",1,5027
"The Russian airline Aeroflot has a flight which goes from Moscow to Prague with a stop at Warsaw.
",1,832
"No one feels as helpless as the owner of a sick goldfish.
",1,3123
"Where curiosity is not the purveyor, detraction will soon be starved.
",0,28004
"The best physicians are Dr. Diet, Dr. Quiet, and Dr. Merryman.
",0,26819
"I seem to have lost my phone number, can I borrow yours?
",1,2956
"Success has a thousand fathers, but failure is an orphan.
",1,13155
"I'm sure she can't do justice to your designs.
",0,23353
"Every virtue is but halfway between two vices.
",0,28247
"Danny Madigan: Man, are you an idiot. You made the classic movie mistake: don't explain so much!
",1,12128
"He who kneels before God can stand before anyone!
",1,15326
"Beware, froth is not beer.
",0,18254
"To give quickly is to give doubly.
",0,24290
"First Law of Laboratory Work: Hot glass looks exactly the same as cold glass.
",1,8240
"Remember, gravity is not just a good idea. It's the law. And it's not subject to repeal.
",1,880
"The book or periodical most vital to the completion of your term paper will be missing from the library.
",1,9214
"Fester.........................Quicker than someone else.
",1,6547
"Priestly knaves sweat hard at their meat, but never at work get into a heat.
",0,30217
"It is a small world, but I wouldn't like to have to paint it.
",1,918
"Done in by his own trade like a water merchant in the rain.
",0,19032
"Both these organizations publish free leaflets on various different aspects of the issue.
",0,29888
"Sometimes they may not be able to eat or talk very well.
",0,19164
"The probability of a drink getting spilled into a console is directly propotional to the cost of the console.
",1,12565
"Bodyguard of slain Mexico politician gets new job.
",0,23557
"Those who can't laugh at themselves leave the job to others.
",1,8487
"SOCCER-FOWLER AND MCMANAMAN OUT OF ENGLAND SQUAD.
",0,18224
"Ten percent of the Russian government's income comes from the sale of vodka.
",1,4102
"First of October it'll go out
",0,26507
"At evening the sluggard is busy.
",0,30431
"Five - Don't listen to critics; just get on with the job that needs to be done.
",1,14078
"Is he outside or is in he cells?
",0,31703
"It's only eighteen inches between a pat on the back and a kick in the pants.
",1,11800
"It is better to be hated for what you are, then to be loved for what you're not!
",1,8037
"But now Fleury really had to go.
",0,18618
"Passengers injured in train collision in Linz.
",0,29215
"Sweetheart: I'm buttoning my blouse. Now I'm putting on my shoes.
",1,15804
"Yankee Energy sets qtly dividend $0.325/shr.
",0,19739
"European vegetable oils close mostly higher.
",0,31655
"It is not the size of the dog in the fight but the size of the fight in the dog.
",1,1654
"An adult is someone who can legally run with scissors, but doesn't have the energy.
",1,1247
"Graduate of the Darth Vader School of Personnel Management.
",1,5834
"He is not wise that is not wise for himself.
",0,26518
"So, a yearly 10 per cent rise in fares for the next five years.
",0,17746
"True or false...a pea can last as long as 5,000 years.
",1,13464
"Never insult an alligator until after you have crossed the river.
",1,2158
"I tried to smoke some hash, but the corned beef wouldn't light!
",1,1232
"If you have a loitering servant, set his dinner before him and send him on an errand.
",0,28026
"I will not chew my human's toothbrush and not tell them.
",1,10558
"Hey Rocky, watch me pull a tagline out of my hat!
",1,14071
"Evan - a little slow but sweet, sexy, and model mental patient.
",1,8793
"Judge a man by his questions rather than his answers.
",1,8023
"And I don't know what it is.
",0,21342
"HELSINKI ENDS SHADE HIGHER, KESKO BOOSTS VOLUME.
",0,19838
"We now return to our regularly scheduled mail war.
",1,6647
"One 14 Dial Fusee movement clock with inscription: W Potts Sons, Leeds.
",0,30577
"We are NOT surrounded. We are in a target-rich environment.
",1,5192
"Someone who thinks logically is a nice contrast to the real world.
",1,9085
"He tells me my way, and knows not his own.
",0,24599
"Only the Centre's music-theatrical astuteness remains, perhaps, in question.
",0,21501
"Where there are three physicians, there are two atheists.
",0,19645
"The fox may lose his hair, but not his cunning.
",0,28461
"REUTER EC REPORT LONG-TERM DIARY (13 OF 13).
",0,29661
"In 10 minutes, a hurricane releases more energy than all the world's nuclear weapons combined.
",1,3564
"Differences in wage levels parallel the regional differences in unionization.
",0,27938
"God created man before creating woman, because you need a rough draft before creating a masterpiece.
",1,1573
"Amateurs practice until they get it right; professionals practice until they cannot get it wrong. Which one are you?
",1,7388
"About everything and something else.
",0,21067
"falcon-headed deity combining aspects of Re and Horus.
",0,23954
"But then, no ghost has ever been definitively identified, as far as I'm aware.
",0,18779
"Cairo conference may not take place -- paper.
",0,18952
"I'm trying to read a book on how to relax, but I keep falling asleep.
",1,1284
"A friend in court is better than a penny in purse.
",0,24629
"Work is a fine thing if it doesn't take too much of your spare time.
",1,14664
"A good bookshop is just a gentle Black Hole that knows how to read.
",1,4764
"Floppy not responding. Format hard drive instead?
",1,13658
"He is a fool that marries at Yule, For when the corn's to shear the bairn's to bear.
",0,31887
"But every encounter brings the prospect of profit.
",0,28326
"Many other schools already distribute gifts to the local community.
",0,18275
"If you work too hard, there is never any time for her.
",1,14655
"The early bird catches the early worm.
",0,18782
"Conscience is the inner voice that warns us somebody is looking.
",1,5269
"Behind every successful man stands a devoted wife and a surprised mother-in-law.
",1,10306
"TENNIS-GRAF WORKS HARD FOR FIRST-ROUND WIN.
",0,31833
"The first mutilation of the year was reported in Expressen on 14 April.
",0,26339
"God sends enough to all.
",0,21317
"Click here to return to The Liberator's Blasphemous Humor: liberator.net.
",1,11030
"There's also the boyfriend with the scar who's a threat.
",0,19030
"True or false: Many people sleep better in their street clothes than they do in their pajamas.
",1,8481
"Money isn't everything, but it keeps the kids in touch!
",1,10353
"From: Ian Ellis ian#NoSpam.iglou.com A rolling stone gathers momentum.
",1,4355
"Let it snow till it reaches the chimney-pots, he says to himself.
",0,27019
"Organizers of National Orgasm Week were disappointed to learn that the majority of women polled just pretended to celebrate.
",1,8785
"Netanyahu to meet Arafat for first time.
",0,31114
"A candle loses nothing by lighting another candle.
",1,8370
"When hunger is appeased we can preach the merits of fasting.
",0,28906
"The Network Connection Q2 shr loss rises.
",0,17029
"You can't buy heaven with money.
",0,17525
"If at first you don't succeed, you probably didn't really care anyway.
",1,8107
"Two teenage girls and a woman were hurt.
",0,20695
"You aren't here forever, enjoy each day as a miracle.
",1,3813
"I can't think of anything that remotely fits the subject.
",1,1261
"There is little point devising programmes that will appeal only to Britain's newly dispossessed.
",0,18199
"A man well mounted is always proud.
",0,21796
"Russians, Chechens restart military deal.
",0,23354
"He had his two-year-old son strapped in the back seat of his car.
",0,16355
"Exageration is a billion times worse than understatement.
",1,3509
"Into every life a little rain must fall.
",0,31951
"System Failure. Push (B)ullshit (W)hine (S)urrender.
",1,1003
"I know of no more encouraging fact than the unquestionable ability of man to elevate his life by conscious endeavor.
",1,3052
"You know, like the cavalry in one of the old Westerns.
",0,22737
"There are many ways to fame.
",0,28914
"Men don't use sex to get what they want because sex IS what they want!
",1,9807
"Good: Your uncle leaves you a fortune. Bad: It's counterfeit.
",1,13847
"I don't suffer from insanity; I enjoy every moment of it.
",1,7660
"Ask me about micro waving cats for fun and profit.
",1,15133
"RESEARCH ALERT - Metrocall, A+ Network.
",0,17033
"If we were meant to fly, we wouldn't keep loosing our luggage.
",1,6546
"The average persons left hand does 56% of the typing.
",1,14436
"U.S. corporate new issue mart in late summer lull.
",0,30761
"An empty cellar makes an angry butler.
",0,31428
"A drunk man's words are a sober man's thoughts.
",0,30393
"A man went to see his doctor because he was suffering from a miserable cold.
",1,7821
"Spreads on 10-year U.S. swaps could move out.
",0,23120
"The better the fruit, the more wasps to eat it.
",0,18410
"Sperm Wail (or Spuphemism): A verbal outburst during the male orgasm.
",1,3038
"You know that steel-pot is not a type of bullet-proof psychotropic.
",1,11422
"A piece of meat with eyes.
",0,27069
"Camilla Parker Bowles bought Prince Charles a bookmark for Christmas.
",1,9250
"World market rice prices -- USDA.
",0,18962
"Singapore shares open down, Sembawang Maritime up.
",0,25050
"Do the things you know, and you shall learn the truth you need to know.
",1,5952
"If something ""goes without saying,"" why do people still say it?
",1,6692
"German hunt for Priebke shelved in 1971-prosecutor.
",0,29223
"IBCA affirms Italy l-term foreign AA minus rating.
",0,24020
